gtdb_species_clade_id,GTDB_species,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,singleton_fraction,core_fraction,aux_fraction,mean_intra_species_ANI,min_intra_species_ANI
s__Achromobacter_xylosoxidans--RS_GCF_001457475.1,s__Achromobacter_xylosoxidans,126,4975,26023,12724.0,30998,0.41047809536099106,0.16049422543389896,0.8395057745661011,98.64,95.75
s__Ruminococcus_B_gnavus--RS_GCF_008121495.1,s__Ruminococcus_B_gnavus,122,1999,28168,15515.0,30167,0.5143037093512779,0.06626446116617496,0.9337355388338251,98.53,96.13
s__Xanthomonas_arboricola--RS_GCF_001013475.1,s__Xanthomonas_arboricola,124,3248,17183,9580.0,20431,0.4688953061524154,0.158974107973178,0.841025892026822,97.02,96.17
s__Pseudomonas_E_syringae_M--RS_GCF_009176725.1,s__Pseudomonas_E_syringae_M,126,4412,25505,15642.0,29917,0.5228465420998095,0.14747467994785574,0.8525253200521443,98.7,98.36
s__Streptococcus_pseudopneumoniae--RS_GCF_002087075.1,s__Streptococcus_pseudopneumoniae,127,1597,9853,5465.0,11450,0.47729257641921397,0.1394759825327511,0.8605240174672489,97.77,96.15
s__Staphylococcus_lugdunensis--RS_GCF_002901705.1,s__Staphylococcus_lugdunensis,124,2184,4428,2461.0,6612,0.3722020568663037,0.33030852994555354,0.6696914700544465,99.5,99.34
s__Pediococcus_pentosaceus--RS_GCF_001437285.1,s__Pediococcus_pentosaceus,111,1410,9656,5058.0,11066,0.45707572745346103,0.12741731429604192,0.872582685703958,98.86,98.32
s__Bifidobacterium_animalis--RS_GCF_000260715.1,s__Bifidobacterium_animalis,115,1543,5349,3937.0,6892,0.5712420197330238,0.2238827626233314,0.7761172373766686,96.25,95.7
s__Bacillus_safensis--RS_GCF_000691165.1,s__Bacillus_safensis,120,3201,15613,10552.0,18814,0.5608589348357607,0.17013925799936216,0.8298607420006379,97.2,95.57
s__Bacillus_paralicheniformis--RS_GCF_001042485.2,s__Bacillus_paralicheniformis,110,3801,12015,7338.0,15816,0.4639605462822458,0.24032625189681336,0.7596737481031867,98.7,96.39
s__Citrobacter_B_koseri--GB_GCA_900446925.1,s__Citrobacter_B_koseri,117,3840,15042,8284.0,18882,0.4387247113653215,0.20336828725770575,0.7966317127422943,98.74,98.63
s__Bacillus_A_tropicus--RS_GCF_001884035.1,s__Bacillus_A_tropicus,95,4110,28051,15782.0,32161,0.49071857218370074,0.12779453375205996,0.87220546624794,96.54,95.65
s__Bacteroides_fragilis_A--RS_GCF_002849695.1,s__Bacteroides_fragilis_A,117,2928,24991,12071.0,27919,0.43235789247465883,0.10487481643325335,0.8951251835667466,98.24,97.9
s__Levilactobacillus_brevis--RS_GCF_001433855.1,s__Levilactobacillus_brevis,114,1858,12255,6126.0,14113,0.43406788067738966,0.13165166867427194,0.8683483313257281,97.8,96.57
s__Enterobacter_asburiae_B--RS_GCF_007035645.1,s__Enterobacter_asburiae_B,116,3724,20182,10115.0,23906,0.4231155358487409,0.1557767924370451,0.8442232075629549,98.33,97.34
s__Ruminococcus_E_sp900317315--GB_GCA_900317315.1,s__Ruminococcus_E_sp900317315,103,1288,20609,12751.0,21897,0.5823172124035256,0.05882084303785907,0.9411791569621409,98.84,97.27
s__Anaerostipes_hadrus--RS_GCF_000332875.2,s__Anaerostipes_hadrus,102,1860,22844,13544.0,24704,0.5482512953367875,0.07529145077720208,0.9247085492227979,98.33,95.67
s__Bacillus_A_pseudomycoides--RS_GCF_000161455.1,s__Bacillus_A_pseudomycoides,115,3806,23009,9730.0,26815,0.3628566101062838,0.14193548387096774,0.8580645161290322,97.61,95.81
s__Staphylococcus_warneri--RS_GCF_900636385.1,s__Staphylococcus_warneri,112,2076,9542,6163.0,11618,0.5304699604062661,0.1786882423825099,0.8213117576174901,99.05,95.9
s__Shewanella_algae--RS_GCF_009183365.2,s__Shewanella_algae,111,3767,14053,7524.0,17820,0.4222222222222222,0.21139169472502806,0.7886083052749719,98.18,97.66
s__Bacteroides_caccae--RS_GCF_002222615.2,s__Bacteroides_caccae,99,2862,23563,13014.0,26425,0.49248817407757806,0.10830652790917691,0.8916934720908231,99.28,98.91
s__Listeria_innocua--RS_GCF_024721565.1,s__Listeria_innocua,108,2474,7678,3877.0,10152,0.3818951930654058,0.24369582348305752,0.7563041765169425,98.17,96.22
s__Glaesserella_parasuis--RS_GCF_002015085.1,s__Glaesserella_parasuis,107,1459,9246,4330.0,10705,0.4044838860345633,0.13629145259224662,0.8637085474077534,97.48,96.13
s__Enterobacter_ludwigii--RS_GCF_001750725.1,s__Enterobacter_ludwigii,109,3989,24226,15175.0,28215,0.5378344852029062,0.1413786992734361,0.8586213007265638,98.78,98.47
s__Prevotella_copri_B--RS_GCF_009494135.1,s__Prevotella_copri_B,112,1852,18312,10300.0,20164,0.5108113469549692,0.09184685578258282,0.9081531442174172,98.08,96.1
s__Burkholderia_contaminans--RS_GCF_000987075.1,s__Burkholderia_contaminans,108,5502,31815,15686.0,37317,0.42034461505480075,0.14743950478334272,0.8525604952166573,98.21,95.2
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,s__Thomasclavelia_ramosa,111,2729,20105,13908.0,22834,0.6090917053516686,0.11951475869317685,0.8804852413068232,99.66,99.35
s__Staphylococcus_ureilyticus--RS_GCF_002902235.1,s__Staphylococcus_ureilyticus,81,2224,7060,3810.0,9284,0.4103834554071521,0.23955191727703576,0.7604480827229643,98.78,98.26
s__Xanthomonas_vasicola--RS_GCF_000772705.2,s__Xanthomonas_vasicola,101,3484,10827,6080.0,14311,0.42484801900635877,0.24344909510167004,0.75655090489833,98.74,98.2
s__Burkholderia_stagnalis--RS_GCF_902830275.1,s__Burkholderia_stagnalis,112,5834,19195,7421.0,25029,0.29649606456510447,0.23308961604538736,0.7669103839546126,98.76,95.48
s__Borreliella_garinii--RS_GCF_001922545.1,s__Borreliella_garinii,93,857,10253,6655.0,11110,0.599009900990099,0.07713771377137714,0.9228622862286229,97.97,96.83
s__Prevotella_copri_A--RS_GCF_002224675.1,s__Prevotella_copri_A,110,1292,29995,14896.0,31287,0.4761082877872599,0.04129510659379295,0.958704893406207,95.95,95.02
s__Stenotrophomonas_sepilia--RS_GCF_003244875.1,s__Stenotrophomonas_sepilia,103,3194,16532,9516.0,19726,0.482409003345838,0.16191828044205617,0.8380817195579439,96.92,96.05
s__Pectobacterium_brasiliense--RS_GCF_000754695.1,s__Pectobacterium_brasiliense,104,3324,17776,10852.0,21100,0.5143127962085308,0.15753554502369668,0.8424644549763033,96.54,95.2
s__Ruminococcus_D_bicirculans--RS_GCF_000723465.1,s__Ruminococcus_D_bicirculans,85,1762,13342,7596.0,15104,0.5029131355932204,0.11665783898305085,0.8833421610169492,97.48,96.68
s__Salinibacter_ruber--RS_GCF_000013045.1,s__Salinibacter_ruber,110,2413,19263,10561.0,21676,0.4872208894630006,0.11132127698837424,0.8886787230116258,98.37,97.74
s__Bacteroides_stercoris--GB_GCA_025147325.1,s__Bacteroides_stercoris,86,2058,21870,11389.0,23928,0.4759695753928452,0.08600802407221665,0.9139919759277834,98.25,97.29
s__Vibrio_splendidus--GB_GCA_024347615.1,s__Vibrio_splendidus,107,3703,28604,16875.0,32307,0.522332621413316,0.11461912279072647,0.8853808772092735,96.83,95.05
s__Pseudomonas_E_paracarnis--RS_GCF_904063055.1,s__Pseudomonas_E_paracarnis,88,4390,27364,16782.0,31754,0.5285003464130503,0.1382502991749071,0.861749700825093,97.58,95.22
s__Ruminococcus_E_bromii_B--RS_GCF_002834235.1,s__Ruminococcus_E_bromii_B,101,1450,16870,11239.0,18320,0.6134825327510917,0.07914847161572053,0.9208515283842795,97.67,96.93
s__Riemerella_anatipestifer--RS_GCF_000252855.1,s__Riemerella_anatipestifer,106,1520,5924,2211.0,7444,0.29701773240193446,0.20419129500268673,0.7958087049973133,97.72,95.12
s__Salmonella_diarizonae--RS_GCF_008692785.1,s__Salmonella_diarizonae,79,3832,16392,7474.0,20224,0.369560917721519,0.18947784810126583,0.8105221518987342,98.95,95.36
s__Mycobacterium_intracellulare--RS_GCF_000277125.1,s__Mycobacterium_intracellulare,104,4216,21311,11599.0,25527,0.4543816351314295,0.16515845967015316,0.8348415403298468,98.58,95.71
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,s__Mediterraneibacter_faecis,82,1714,21328,12698.0,23042,0.5510806353615137,0.07438590400138877,0.9256140959986112,96.93,95.74
s__Haemophilus_influenzae_E--RS_GCF_019703545.1,s__Haemophilus_influenzae_E,102,1373,5230,2253.0,6603,0.34120854157201275,0.2079357867635923,0.7920642132364077,97.42,97.02
s__Rhizobium_leguminosarum--RS_GCF_002008365.1,s__Rhizobium_leguminosarum,97,5875,26691,15344.0,32566,0.47116624700607995,0.18040287416323772,0.8195971258367623,99.02,97.38
s__Escherichia_marmotae--RS_GCF_002900365.1,s__Escherichia_marmotae,100,3576,16935,8672.0,20511,0.4227975232801911,0.174345473160743,0.825654526839257,99.01,98.76
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1,s__Enterococcus_D_gallinarum,95,2454,15990,9136.0,18444,0.49533723704185645,0.13305139882888745,0.8669486011711126,97.58,97.19
s__Vibrio_lentus--RS_GCF_014878155.1,s__Vibrio_lentus,99,3992,19090,10393.0,23082,0.45026427519279094,0.17294861797071312,0.8270513820292869,96.64,95.56
s__Burkholderia_orbicola--RS_GCF_014211915.1,s__Burkholderia_orbicola,97,5597,25844,15021.0,31441,0.4777519798988582,0.17801596641328202,0.821984033586718,97.86,96.64
s__Eggerthella_lenta--RS_GCF_000024265.1,s__Eggerthella_lenta,98,2141,12489,7791.0,14630,0.5325358851674641,0.14634313055365686,0.8536568694463431,98.42,97.51
s__Mesomycoplasma_hyorhinis--RS_GCF_000383515.1,s__Mesomycoplasma_hyorhinis,93,593,2263,1075.0,2856,0.37640056022408963,0.20763305322128853,0.7923669467787114,99.54,99.34
s__Weissella_confusa--GB_GCA_001436895.1,s__Weissella_confusa,96,1653,9228,4810.0,10881,0.44205495818399043,0.15191618417424868,0.8480838158257513,98.11,97.29
s__Treponema_pallidum--RS_GCF_000410535.2,s__Treponema_pallidum,95,954,1705,1327.0,2659,0.4990597969161339,0.3587814968033095,0.6412185031966905,99.92,99.02
s__Yersinia_ruckeri--RS_GCF_000754815.1,s__Yersinia_ruckeri,97,2913,5149,2323.0,8062,0.28814190027288517,0.3613247333167948,0.6386752666832052,99.7,97.63
s__Citrobacter_werkmanii--GB_GCA_000759755.1,s__Citrobacter_werkmanii,92,3950,20184,11612.0,24134,0.48114692964282757,0.16366951189193668,0.8363304881080633,96.67,96.01
s__Bifidobacterium_globosum--RS_GCF_000741295.1,s__Bifidobacterium_globosum,97,1233,11075,6582.0,12308,0.5347741306467338,0.10017874553136172,0.8998212544686383,97.08,96.02
s__Vibrio_fluvialis--RS_GCF_900460245.1,s__Vibrio_fluvialis,93,3767,18159,12061.0,21926,0.5500775335218462,0.17180516282039587,0.8281948371796041,98.17,97.07
s__Leclercia_adecarboxylata--GB_GCA_901472455.1,s__Leclercia_adecarboxylata,84,3835,22075,14867.0,25910,0.573793901968352,0.1480123504438441,0.8519876495561559,98.53,98.09
s__Streptococcus_iniae--RS_GCF_003674745.1,s__Streptococcus_iniae,94,1684,2951,1502.0,4635,0.32405609492988136,0.36332254584681767,0.6366774541531823,99.92,98.8
s__Odoribacter_splanchnicus--RS_GCF_000190535.1,s__Odoribacter_splanchnicus,88,2329,18977,11424.0,21306,0.5361869895803999,0.10931193091148034,0.8906880690885197,98.89,98.34
s__Pseudomonas_E_fulva--RS_GCF_000730565.1,s__Pseudomonas_E_fulva,94,3865,15181,9323.0,19046,0.48949910742413105,0.20292974902866745,0.7970702509713326,99.02,95.45
s__Streptococcus_gordonii--RS_GCF_001553855.1,s__Streptococcus_gordonii,89,1624,10772,6879.0,12396,0.5549370764762827,0.13101000322684736,0.8689899967731526,96.1,95.47
s__Coxiella_burnetii--RS_GCF_005280755.1,s__Coxiella_burnetii,89,1675,3538,1252.0,5213,0.24016880874736235,0.32131210435449836,0.6786878956455016,99.73,99.31
s__Lactobacillus_johnsonii--RS_GCF_000159355.1,s__Lactobacillus_johnsonii,87,1220,16616,11470.0,17836,0.6430814083875308,0.06840098676833371,0.9315990132316663,97.01,95.28
s__Vibrio_cyclitrophicus--GB_GCA_024347435.1,s__Vibrio_cyclitrophicus,90,3895,15050,8948.0,18945,0.47231459487991556,0.2055951438374241,0.7944048561625758,99.01,98.78
s__Bordetella_holmesii--GB_GCA_000612485.1,s__Bordetella_holmesii,81,3366,1137,859.0,4503,0.1907617144126138,0.7475016655562958,0.2524983344437042,99.96,99.94
s__Listeria_A_booriae--RS_GCF_000766865.1,s__Listeria_A_booriae,92,2459,12957,6461.0,15416,0.4191100155682408,0.15950960041515308,0.840490399584847,97.1,95.37
s__Serratia_nematodiphila--RS_GCF_000738675.1,s__Serratia_nematodiphila,92,4007,16127,10105.0,20134,0.5018873547233536,0.1990165888546737,0.8009834111453263,98.36,97.66
s__Faecalibacterium_prausnitzii--RS_GCF_003324185.1,s__Faecalibacterium_prausnitzii,76,1779,20381,13069.0,22160,0.5897563176895307,0.08027978339350181,0.9197202166064982,96.65,95.45
s__Tenacibaculum_finnmarkense_A--RS_GCF_900239185.1,s__Tenacibaculum_finnmarkense_A,90,2138,4416,1585.0,6554,0.24183704607873055,0.32621299969484285,0.6737870003051571,98.56,98.14
s__Pectobacterium_versatile_A--RS_GCF_020166435.1,s__Pectobacterium_versatile_A,89,3634,16158,8951.0,19792,0.45225343573160875,0.1836095392077607,0.8163904607922393,95.89,95.62
s__Clostridium_F_sporogenes--RS_GCF_001020205.1,s__Clostridium_F_sporogenes,85,3187,8793,4628.0,11980,0.38631051752921536,0.26602671118530885,0.7339732888146911,99.24,98.8
s__Agathobacter_faecis--RS_GCF_001406815.1,s__Agathobacter_faecis,63,1884,27307,19630.0,29191,0.6724675413654894,0.06454044054674386,0.9354595594532561,98.2,97.07
s__Rhizobium_rhizogenes--RS_GCF_000696095.1,s__Rhizobium_rhizogenes,57,5424,13475,6176.0,18899,0.32678977723689084,0.2869993121329171,0.7130006878670829,99.12,97.39
s__Faecalibacterium_longum--RS_GCF_020687245.1,s__Faecalibacterium_longum,72,1597,29674,19743.0,31271,0.6313517316363404,0.051069681174250904,0.9489303188257491,96.81,95.7
s__Vibrio_campbellii--RS_GCF_002163755.1,s__Vibrio_campbellii,87,3762,21142,13168.0,24904,0.528750401541921,0.15106007067137808,0.848939929328622,96.67,95.95
s__Agrobacterium_pusense--RS_GCF_900102105.1,s__Agrobacterium_pusense,80,4093,27648,17303.0,31741,0.5451309032481648,0.1289499385652626,0.8710500614347374,98.36,97.39
s__Streptococcus_anginosus--RS_GCF_900636475.1,s__Streptococcus_anginosus,87,1257,9480,4175.0,10737,0.3888423209462606,0.11707180776753283,0.8829281922324672,96.29,95.41
s__Weissella_cibaria--RS_GCF_000193635.1,s__Weissella_cibaria,82,1838,10846,7241.0,12684,0.5708766950488805,0.14490696941028067,0.8550930305897193,98.15,95.59
s__Limosilactobacillus_reuteri_E--RS_GCF_013694365.1,s__Limosilactobacillus_reuteri_E,85,1386,11368,5396.0,12754,0.42308295436725735,0.10867178924259056,0.8913282107574094,97.29,96.4
s__Lactococcus_cremoris--RS_GCF_001591705.1,s__Lactococcus_cremoris,82,1580,11579,5341.0,13159,0.40588190591990275,0.12006991412721331,0.8799300858727866,98.64,97.45
s__Alistipes_onderdonkii--GB_GCA_025145285.1,s__Alistipes_onderdonkii,84,1940,15558,9966.0,17498,0.5695508058063778,0.11086981369299348,0.8891301863070065,97.58,96.78
s__Acinetobacter_radioresistens--RS_GCF_006757745.1,s__Acinetobacter_radioresistens,76,2429,13861,9254.0,16290,0.5680785758133824,0.149109883364027,0.850890116635973,98.52,97.95
s__Pseudomonas_E_asiatica--RS_GCF_009932335.1,s__Pseudomonas_E_asiatica,82,4270,25481,14016.0,29751,0.4711102147826964,0.1435245874088266,0.8564754125911734,98.33,96.05
s__Porphyromonas_gingivalis--RS_GCF_000010505.1,s__Porphyromonas_gingivalis,84,1452,8187,4037.0,9639,0.4188193796036933,0.15063803299097417,0.8493619670090259,98.31,97.95
s__Burkholderia_ambifaria--RS_GCF_000203915.1,s__Burkholderia_ambifaria,88,5068,23911,12517.0,28979,0.4319334690638048,0.1748852617412609,0.825114738258739,97.39,95.73
s__Gemmiger_qucibialis--GB_GCA_004000625.1,s__Gemmiger_qucibialis,88,1719,17306,12239.0,19025,0.643311432325887,0.09035479632063075,0.9096452036793693,98.39,97.55
s__Piscirickettsia_salmonis--RS_GCF_000297215.2,s__Piscirickettsia_salmonis,83,1888,7486,3347.0,9374,0.3570514188180072,0.2014081502026883,0.7985918497973117,97.5,95.1
s__Gemmiger_formicilis--RS_GCF_900167555.1,s__Gemmiger_formicilis,56,1728,16187,10730.0,17915,0.5989394362266257,0.09645548423109127,0.9035445157689087,97.56,95.81
s__Acinetobacter_seifertii--RS_GCF_000368065.1,s__Acinetobacter_seifertii,80,2868,19582,11751.0,22450,0.5234298440979955,0.12775055679287306,0.8722494432071269,96.88,96.48
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1,s__Enterococcus_D_casseliflavus,83,2509,18165,10933.0,20674,0.5288284802166973,0.12136016252297571,0.8786398374770242,98.27,97.35
s__Aeromonas_salmonicida--RS_GCF_001643305.1,s__Aeromonas_salmonicida,80,3353,16417,9480.0,19770,0.4795144157814871,0.16960040465351542,0.8303995953464846,98.93,96.85
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1,s__Pseudomonas_E_chlororaphis_F,82,4971,16735,9528.0,21706,0.43895697042292453,0.2290150188887865,0.7709849811112135,96.16,95.02
s__Rhodococcus_equi--RS_GCF_002094305.1,s__Rhodococcus_equi,83,4295,13533,9268.0,17828,0.5198564056540274,0.24091317029391968,0.7590868297060803,99.04,98.59
s__Pseudomonas_E_tremae--RS_GCF_001401155.1,s__Pseudomonas_E_tremae,85,4335,14713,7499.0,19048,0.39368962620747583,0.22758294834103318,0.7724170516589668,99.02,98.42
s__Streptococcus_sp001556435--RS_GCF_009738225.1,s__Streptococcus_sp001556435,83,1497,10316,6073.0,11813,0.5140946414966562,0.12672479471768391,0.8732752052823161,96.13,95.45
s__Faecalibacterium_duncaniae--RS_GCF_010509575.1,s__Faecalibacterium_duncaniae,62,1655,15797,9173.0,17452,0.5256131102452442,0.09483153793261517,0.9051684620673849,97.26,96.31
s__Mesorhizobium_sp002294985--RS_GCF_002294985.1,s__Mesorhizobium_sp002294985,84,4509,49578,31516.0,54087,0.5826908499269695,0.0833656886127905,0.9166343113872095,97.27,96.78
s__Enterococcus_E_cecorum--RS_GCF_000407565.1,s__Enterococcus_E_cecorum,84,1507,12563,6638.0,14070,0.4717839374555792,0.10710732054015636,0.8928926794598436,97.55,95.75
s__Curtobacterium_flaccumfaciens--RS_GCF_013359815.1,s__Curtobacterium_flaccumfaciens,82,2728,13206,7948.0,15934,0.4988075812727501,0.17120622568093385,0.8287937743190662,96.92,95.24
s__Serratia_marcescens--RS_GCF_017299535.1,s__Serratia_marcescens,57,4201,12496,8645.0,16697,0.5177576810205426,0.25160208420674374,0.7483979157932563,99.36,98.47
s__Blautia_A_massiliensis--RS_GCF_001487165.1,s__Blautia_A_massiliensis,81,2034,23424,13773.0,25458,0.5410087202451096,0.07989629978788593,0.9201037002121141,97.97,95.87
s__Clostridium_AQ_innocuum--RS_GCF_012317185.1,s__Clostridium_AQ_innocuum,81,3035,16743,8460.0,19778,0.4277480028314289,0.1534533319850339,0.8465466680149661,97.89,97.12
s__Lactobacillus_jensenii--RS_GCF_001436455.1,s__Lactobacillus_jensenii,68,1280,4135,2522.0,5415,0.4657433056325023,0.2363804247460757,0.7636195752539243,99.87,99.63
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,s__Pseudomonas_E_protegens,78,5532,11941,7290.0,17473,0.41721513191781606,0.31660275854175013,0.6833972414582499,98.78,97.08
s__Chlamydophila_psittaci--RS_GCF_000204255.1,s__Chlamydophila_psittaci,64,960,1511,1168.0,2471,0.4726831242411979,0.3885066774585188,0.6114933225414811,99.67,97.64
s__Aliarcobacter_butzleri--RS_GCF_900187115.1,s__Aliarcobacter_butzleri,81,1740,13691,8564.0,15431,0.5549867150541119,0.1127600285140302,0.8872399714859698,97.53,96.98
s__Xanthomonas_A_translucens--RS_GCF_000331775.1,s__Xanthomonas_A_translucens,80,2858,14485,5948.0,17343,0.34296257856195583,0.1647927117569048,0.8352072882430952,97.24,95.18
s__Acinetobacter_sp002018365--RS_GCF_002018365.1,s__Acinetobacter_sp002018365,82,2366,16912,8168.0,19278,0.42369540408756096,0.12273057371096587,0.8772694262890341,95.69,95.34
s__Rhodococcus_qingshengii--RS_GCF_023221595.1,s__Rhodococcus_qingshengii,69,5206,33484,21701.0,38690,0.5608942879296976,0.1345567330059447,0.8654432669940553,98.53,97.53
s__Phascolarctobacterium_faecium--RS_GCF_003269275.1,s__Phascolarctobacterium_faecium,81,1793,9701,6580.0,11494,0.5724725943970768,0.1559944318775013,0.8440055681224987,98.74,97.4
s__Pelagibacter_sp003209915--GB_GCA_003209915.1,s__Pelagibacter_sp003209915,79,1054,8633,6607.0,9687,0.6820481057086817,0.10880561577371735,0.8911943842262826,96.72,95.04
s__Corynebacterium_glutamicum--RS_GCF_000011325.1,s__Corynebacterium_glutamicum,81,2292,7165,3669.0,9457,0.38796658559796976,0.2423601564978323,0.7576398435021677,98.67,97.34
s__Lactobacillus_gasseri--RS_GCF_000014425.1,s__Lactobacillus_gasseri,46,1432,4900,2630.0,6332,0.4153506001263424,0.22615287428932407,0.7738471257106759,99.26,96.79
s__Alistipes_putredinis--RS_GCF_000154465.1,s__Alistipes_putredinis,69,1465,13447,9381.0,14912,0.6290906652360515,0.09824302575107297,0.9017569742489271,98.9,96.34
s__Acinetobacter_junii--RS_GCF_000368765.1,s__Acinetobacter_junii,76,2287,17891,10249.0,20178,0.507929428089999,0.11334126276142334,0.8866587372385767,98.01,97.21
s__Staphylococcus_simulans--RS_GCF_002902285.1,s__Staphylococcus_simulans,78,2172,7416,4274.0,9588,0.44576554025865667,0.2265331664580726,0.7734668335419274,98.92,98.61
s__Rickettsia_rickettsii--RS_GCF_001951015.1,s__Rickettsia_rickettsii,78,885,5018,2151.0,5903,0.3643909876334067,0.14992376757580891,0.8500762324241911,98.14,97.35
s__Latilactobacillus_sakei--RS_GCF_002370355.1,s__Latilactobacillus_sakei,73,1525,5388,2635.0,6913,0.3811659192825112,0.2205988716910169,0.7794011283089831,98.14,96.95
s__Bacillus_A_nitratireducens--RS_GCF_001884135.1,s__Bacillus_A_nitratireducens,13,4092,7902,3508.0,11994,0.29247957311989325,0.3411705852926463,0.6588294147073537,98.14,95.62
s__Methanosarcina_mazei--RS_GCF_000970205.1,s__Methanosarcina_mazei,77,2826,9427,5435.0,12253,0.4435648412633641,0.23063739492369215,0.7693626050763078,98.57,98.01
s__Fimenecus_sp000432435--GB_GCA_000432435.1,s__Fimenecus_sp000432435,78,1489,11668,8531.0,13157,0.648400091206202,0.11317169567530592,0.8868283043246941,98.39,97.89
s__Dorea_formicigenerans--GB_GCA_025150245.1,s__Dorea_formicigenerans,68,1796,17088,9404.0,18884,0.49798771446727386,0.09510696886252913,0.9048930311374709,97.75,97.01
s__Prevotella_sp015074785--RS_GCF_015074785.1,s__Prevotella_sp015074785,71,1714,19732,9555.0,21446,0.44553762939475894,0.079921663713513,0.9200783362864869,96.71,95.99
s__Actinobacillus_lignieresii--RS_GCF_900444945.1,s__Actinobacillus_lignieresii,70,1831,4221,2078.0,6052,0.3433575677461996,0.30254461335095834,0.6974553866490416,96.64,96.41
s__Dickeya_dianthicola--RS_GCF_000365305.1,s__Dickeya_dianthicola,66,3590,5658,2637.0,9248,0.2851427335640138,0.38819204152249137,0.6118079584775087,99.47,97.48
s__Acinetobacter_ursingii--RS_GCF_000368825.1,s__Acinetobacter_ursingii,72,2454,14244,8256.0,16698,0.4944304707150557,0.14696370822853036,0.8530362917714697,97.72,96.95
s__Ligilactobacillus_ruminis--RS_GCF_900113455.1,s__Ligilactobacillus_ruminis,69,1449,8027,5036.0,9476,0.5314478682988603,0.1529126213592233,0.8470873786407767,97.22,96.51
s__Helicobacter_pylori_CJ--RS_GCF_003637685.1,s__Helicobacter_pylori_CJ,72,1165,7933,5270.0,9098,0.5792481864145966,0.12805012090569357,0.8719498790943064,95.64,95.34
s__Mycobacterium_chelonae--RS_GCF_001632805.1,s__Mycobacterium_chelonae,73,4071,15815,7721.0,19886,0.38826309966810824,0.2047168862516343,0.7952831137483657,95.72,95.27
s__Faecalibacillus_intestinalis--RS_GCF_003024685.1,s__Faecalibacillus_intestinalis,65,1683,16877,9709.0,18560,0.5231142241379311,0.09067887931034482,0.9093211206896552,97.67,95.98
s__Aeromonas_dhakensis--RS_GCF_000820305.1,s__Aeromonas_dhakensis,64,3736,11432,7369.0,15168,0.48582542194092826,0.24630801687763712,0.7536919831223629,97.33,96.54
s__Pseudomonas_E_monteilii--RS_GCF_000730605.1,s__Pseudomonas_E_monteilii,73,4063,19726,9620.0,23789,0.4043885829585102,0.17079322375888015,0.8292067762411198,97.87,95.46
s__Klebsiella_terrigena--RS_GCF_006539725.1,s__Klebsiella_terrigena,64,4092,11966,7482.0,16058,0.4659359820650143,0.2548262548262548,0.7451737451737451,97.28,96.63
s__Akkermansia_sp004167605--RS_GCF_004167605.1,s__Akkermansia_sp004167605,73,2532,5056,4179.0,7588,0.5507380073800738,0.33368476541908276,0.6663152345809172,99.95,99.06
s__Prochlorococcus_A_sp000635495--GB_GCA_000635495.1,s__Prochlorococcus_A_sp000635495,74,1510,19576,14576.0,21086,0.6912643460115716,0.07161149577918999,0.92838850422081,98.29,95.15
s__Rhizobium_leguminosarum_L--RS_GCF_000009265.1,s__Rhizobium_leguminosarum_L,71,5905,21020,11183.0,26925,0.415338904363974,0.2193129062209842,0.7806870937790158,98.51,95.46
s__Bariatricus_comes--GB_GCA_025149785.1,s__Bariatricus_comes,64,1882,18034,10319.0,19916,0.5181261297449287,0.09449688692508536,0.9055031130749146,98.29,96.8
s__Staphylococcus_xylosus--RS_GCF_002732165.1,s__Staphylococcus_xylosus,66,2295,7943,5220.0,10238,0.5098652080484469,0.22416487595233445,0.7758351240476655,98.39,97.01
s__Pseudomonas_E_cerasi--RS_GCF_900074915.1,s__Pseudomonas_E_cerasi,70,4452,14905,8229.0,19357,0.42511752854264606,0.2299943173012347,0.7700056826987653,98.51,98.24
s__Flavonifractor_plautii--RS_GCF_000239295.1,s__Flavonifractor_plautii,70,2588,26318,14141.0,28906,0.4892063931363731,0.08953158513803362,0.9104684148619664,98.24,97.77
s__Clostridium_butyricum--RS_GCF_006742065.1,s__Clostridium_butyricum,66,3190,13079,6660.0,16269,0.4093675087589895,0.19607843137254902,0.803921568627451,98.61,97.46
s__Sulfitobacter_mediterraneus--RS_GCF_003054325.1,s__Sulfitobacter_mediterraneus,52,3501,2540,1074.0,6041,0.1777851349114385,0.5795398112895216,0.4204601887104784,96.54,96.39
s__Mycobacterium_marinum--RS_GCF_003391395.1,s__Mycobacterium_marinum,69,4391,19386,8852.0,23777,0.37229255162552044,0.18467426504605292,0.8153257349539471,98.94,97.5
s__Providencia_rettgeri_D--RS_GCF_013255915.1,s__Providencia_rettgeri_D,67,3399,12631,5735.0,16030,0.3577666874610106,0.21203992514036182,0.7879600748596381,98.54,97.2
s__Mesorhizobium_wenxiniae--RS_GCF_002284535.1,s__Mesorhizobium_wenxiniae,72,4422,46248,28947.0,50670,0.5712847838957963,0.08727057430432208,0.9127294256956779,96.52,95.32
