gtdb_species_clade_id,GTDB_species,n_genomes_in_tree,cv_branch_dist,std_branch_dist,mean_branch_dist,max_branch_dist,median_branch_dist,max_median_ratio,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,singleton_fraction,core_fraction,aux_fraction,mean_intra_species_ANI,n_genomes_with_env,n_distinct_env_broad,env_broad_entropy,env_coverage_fraction,in_prior_ecotype_analysis,z_phylo,z_env,z_open,composite_score,rank,short_name
s__Streptococcus_equi--GB_GCA_900637675.1,s__Streptococcus_equi,471,1.2509077411538172,0.0132159826998917,0.010565113849005,0.048595,0.000115,422.5652173913043,472,1830,15913,10576.0,17743,0.5960660542185651,0.1031392661894831,0.8968607338105168,99.18,3,0,-1.4428232973175177e-12,0.0063559322033898,False,1.524642566079686,-1.5192693207723875,1.3495086164226557,0.4516272872433181,65,Streptococcus equi
s__Xanthomonas_euvesicatoria--RS_GCF_020880415.1,s__Xanthomonas_euvesicatoria,331,0.767513014742301,0.0061640157117111,0.0080311546427401,0.02822,0.0109614999999999,2.5744651735620128,332,3598,37948,22205.0,41546,0.5344678188032542,0.086602801713763,0.9133971982862368,98.85,20,3,1.6841837197734182,0.0602409638554216,False,0.4549012508332604,0.24948187039795086,0.6412581347099156,0.44854708531370896,66,Xanthomonas euvesicatoria
s__Pantoea_ananatis--RS_GCF_000710035.2,s__Pantoea_ananatis,162,0.810068121589562,0.0069049039714993,0.0085238559418314,0.024419,0.005552,4.398234870317003,163,3796,25557,15553.0,29353,0.5298606616018806,0.1293223861274827,0.8706776138725173,98.77,24,5,1.6368421881223554,0.147239263803681,False,0.54907471504786,0.19976319094720826,0.5882854921463897,0.44570779938048605,67,Pantoea ananatis
s__Leclercia_adecarboxylata--GB_GCA_901472455.1,s__Leclercia_adecarboxylata,83,0.1586280208444142,0.0011115398512109,0.0070072099827882,0.009711,0.007181,1.3523186185767997,84,3835,22075,14867.0,25910,0.573793901968352,0.1480123504438441,0.8519876495561559,98.53,7,5,2.521640636334662,0.0833333333333333,False,-0.8925471151045189,1.1289897894743506,1.0934255897963434,0.443289421388725,68,Leclercia adecarboxylata
s__Aeromonas_veronii--RS_GCF_000820225.1,s__Aeromonas_veronii,204,0.130768011603289,0.0029791981782971,0.0227823161166905,0.031168,0.023123,1.3479219824417246,205,3342,37132,22097.0,40474,0.5459554281761131,0.0825715274003063,0.9174284725996936,96.51,23,8,2.8811951077476223,0.1121951219512195,True,-0.9542006692291607,1.5065984744029222,0.7733415428984685,0.4419131160240766,69,Aeromonas veronii
s__Bacillus_A_anthracis--RS_GCF_000742895.1,s__Bacillus_A_anthracis,454,0.9370012121156476,0.0086883636659837,0.0092725212663988,0.038394,0.00892,4.304260089686098,455,4530,45003,24380.0,49533,0.4921971211111784,0.0914541820604445,0.9085458179395556,99.22,64,8,1.7624001920196957,0.1406593406593406,False,0.8299746996539674,0.33162580566484606,0.15523379000433873,0.4389447651077174,70,Bacillus A anthracis
s__Weissella_cibaria--RS_GCF_000193635.1,s__Weissella_cibaria,81,0.5044466154548354,0.0056345831771826,0.0111698304727491,0.024772,0.00912,2.7162280701754384,82,1838,10846,7241.0,12684,0.5708766950488805,0.1449069694102806,0.8550930305897193,98.15,25,4,1.791737433415253,0.3048780487804878,False,-0.1272585878972654,0.3624361501983868,1.0598838301657116,0.43168713082227766,71,Weissella cibaria
s__Bacillus_safensis--RS_GCF_000691165.1,s__Bacillus_safensis,119,0.37870716453652,0.0083140685092314,0.021953818907563,0.034816,0.025098,1.3872021675033863,120,3201,15613,10552.0,18814,0.5608589348357607,0.1701392579993621,0.8298607420006379,97.2,28,8,2.1604572813855225,0.2333333333333333,False,-0.40551707574269186,0.7496704303116881,0.9447006037504092,0.42961798610646845,72,Bacillus safensis
s__Pantoea_agglomerans--RS_GCF_001598475.1,s__Pantoea_agglomerans,134,0.3478807833849662,0.0039254922211942,0.0112840156992813,0.017926,0.008952,2.0024575513851657,135,3722,24628,14549.0,28350,0.5131922398589065,0.1312874779541446,0.8687125220458554,98.22,49,11,2.74711620547747,0.362962962962963,False,-0.4737351420880783,1.365787103697566,0.3966336104121577,0.4295618573405484,73,Pantoea agglomerans
s__Bacillus_altitudinis--RS_GCF_000691145.1,s__Bacillus_altitudinis,147,0.2238721115953754,0.0030677220354033,0.0137030111233682,0.020968,0.013313,1.5750018778637422,148,3295,14316,9129.0,17611,0.5183692010675146,0.1870989722332633,0.8129010277667367,98.18,35,12,2.9208170316811115,0.2364864864864864,False,-0.7481634558740825,1.5482099235167919,0.4561578036797704,0.41873475710749325,74,Bacillus altitudinis
s__Bacillus_A_paranthracis--RS_GCF_001883995.1,s__Bacillus_A_paranthracis,136,0.494747807175061,0.0108877732490604,0.0220067135036496,0.038217,0.021734,1.7583969816876783,137,3903,33424,18014.0,37327,0.4825997267393576,0.1045623811182254,0.8954376188817745,97.45,11,7,2.7321588913530284,0.0802919708029197,False,-0.148721825617191,1.3500787419175035,0.044883888887858096,0.4154136017293902,75,Bacillus A paranthracis
s__Mammaliicoccus_sciuri--RS_GCF_002901825.1,s__Mammaliicoccus_sciuri,306,0.5147987472852675,0.0107943553053517,0.0209681071725107,0.045324,0.023374,1.939077607598186,307,2146,23318,12926.0,25464,0.5076185988061577,0.0842758404021363,0.9157241595978636,96.67,7,5,2.4056390622209105,0.022801302931596,False,-0.10434956031622507,1.00716345901988,0.33254843112271887,0.41178744327545785,76,Mammaliicoccus sciuri
s__Klebsiella_oxytoca--RS_GCF_001598695.1,s__Klebsiella_oxytoca,241,0.2841788463390728,0.0014553743222714,0.0051213323617159,0.009034,0.005367,1.6832494876094652,242,4757,33909,18381.0,38666,0.4753788858428593,0.1230279832410903,0.8769720167589097,99.3,18,10,3.239097917972916,0.0743801652892562,True,-0.6147060509457128,1.882472563717729,-0.03814063298090925,0.40987529326370237,77,Klebsiella oxytoca
s__Bifidobacterium_longum--RS_GCF_000196555.1,s__Bifidobacterium_longum,539,0.5186866004328017,0.0077637874010701,0.0149681665086236,0.042748,0.012363,3.4577367952762272,540,1357,33561,18402.0,34918,0.5270061286442522,0.0388624778051434,0.9611375221948564,98.48,183,9,2.161540574367591,0.3388888888888889,False,-0.09574583149526238,0.7508081183975674,0.5554643515946478,0.4035088794989843,78,Bifidobacterium longum
s__Staphylococcus_saprophyticus--RS_GCF_000010125.1,s__Staphylococcus_saprophyticus,176,0.679973021045873,0.0023111564857704,0.0033988943888032,0.008918,0.002284,3.904553415061296,177,2112,16811,11307.0,18923,0.5975268192147123,0.1116102097976008,0.8883897902023992,99.41,35,5,1.0469559066877503,0.1977401129943503,False,0.2611772756284498,-0.41974289422144195,1.3663043493720646,0.40257957692635743,79,Staphylococcus saprophyticus
s__Phocaeicola_dorei--RS_GCF_013009555.1,s__Phocaeicola_dorei,134,0.4064972468389397,0.0017647609904201,0.0043413848535102,0.015281,0.004302,3.55206880520688,135,3139,34897,19354.0,38036,0.5088337364601956,0.0825270796087916,0.9174729203912084,99.05,93,10,2.592954480652346,0.6888888888888889,True,-0.34401826831116616,1.2038844969832807,0.3465199649339898,0.4021287312020348,80,Phocaeicola dorei
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,s__Lactiplantibacillus_plantarum,731,0.6605780612987247,0.0049866971381257,0.0075489899381788,0.032195,0.006904,4.663238702201622,732,2368,40576,20188.0,42944,0.4701005961251863,0.0551415797317436,0.9448584202682564,98.89,196,24,2.4734454677610813,0.2677595628415301,False,0.21825667965280518,1.0783746096562181,-0.09882989152795066,0.3992671325936909,81,Lactiplantibacillus plantarum
s__Rhizobium_leguminosarum--RS_GCF_002008365.1,s__Rhizobium_leguminosarum,96,0.6585390903799391,0.0070406831341749,0.0106913670532646,0.023901,0.013594,1.7582021480064731,97,5875,26691,15344.0,32566,0.4711662470060799,0.1804028741632377,0.8195971258367623,99.02,48,8,2.429085409532231,0.4948453608247423,False,0.21374448431173715,1.0317871115635793,-0.08657714200287409,0.3863181512908141,82,Rhizobium leguminosarum
s__Pelagibacter_sp003209915--GB_GCA_003209915.1,s__Pelagibacter_sp003209915,78,0.5512977665132216,0.0161943035382759,0.029374876014281,0.113059,0.02803,4.033499821619693,79,1054,8633,6607.0,9687,0.6820481057086817,0.1088056157737173,0.8911943842262826,96.72,79,1,0.3403732857567606,1.0,False,-0.02357807750762406,-1.1618049612974821,2.3381218287321146,0.38424626330900286,83,Pelagibacter sp003209915
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1,s__Pseudomonas_E_chlororaphis_F,81,0.4785731329961912,0.0112744026841174,0.023558369467028,0.042399,0.024516,1.7294419970631425,82,4971,16735,9528.0,21706,0.4389569704229245,0.2290150188887865,0.7709849811112135,96.16,18,10,3.149673447170871,0.2195121951219512,False,-0.18451600433782667,1.7885578456298246,-0.45691625158666105,0.38237519656844565,84,Pseudomonas E chlororaphis F
s__Staphylococcus_haemolyticus--RS_GCF_006094395.1,s__Staphylococcus_haemolyticus,512,0.6589018646116258,0.0076780475217821,0.0116527937378167,0.028509,0.007572,3.765055467511886,513,1956,27853,17233.0,29809,0.5781139924183971,0.0656177664463752,0.9343822335536248,98.6,135,7,1.2376686746082732,0.2631578947368421,False,0.2145472952704395,-0.21945391655817958,1.1430975669505226,0.3793969818875942,85,Staphylococcus haemolyticus
s__Vibrio_cholerae--RS_GCF_000621645.1,s__Vibrio_cholerae,1537,0.8154031832293469,0.008809870646907,0.0108043123059884,0.050584,0.011876,4.259346581340519,1538,2930,85388,51188.0,88318,0.5795874000769945,0.0331755700989605,0.9668244299010396,98.65,117,3,0.884354604927729,0.0760728218465539,True,0.5608810826883001,-0.590508852113691,1.1600386639953488,0.37680363152331936,86,Vibrio cholerae
s__Prevotella_copri_B--RS_GCF_009494135.1,s__Prevotella_copri_B,111,0.627888051751646,0.0068209953845769,0.0108633941441441,0.025724,0.007483,3.4376586930375517,112,1852,18312,10300.0,20164,0.5108113469549692,0.0918468557825828,0.9081531442174172,98.08,39,5,2.008343792885478,0.3482142857142857,False,0.14591444690254518,0.589918907471,0.36925833683896564,0.36836389707083694,87,Prevotella copri B
s__Fusicatenibacter_saccharivorans--RS_GCF_015557635.1,s__Fusicatenibacter_saccharivorans,101,0.3778354275317609,0.0050945286932618,0.0134834595224228,0.035254,0.01325,2.660679245283019,102,1967,27051,16382.0,29018,0.5645461437728306,0.0677855124405541,0.932214487559446,97.84,64,7,1.9437178909534536,0.6274509803921569,False,-0.4074462095107464,0.5220479622287515,0.9870957712133756,0.36723250797712687,88,Fusicatenibacter saccharivorans
s__Serratia_ureilytica--RS_GCF_013375155.1,s__Serratia_ureilytica,154,0.2818128802474197,0.0025640273961854,0.0090983328864683,0.016456,0.009023,1.8237836639698544,155,4130,19723,12900.0,23853,0.5408124764180606,0.1731438393493481,0.8268561606506519,98.71,8,5,2.4056390622209105,0.0516129032258064,True,-0.6199418790183567,1.00716345901988,0.7142083869645784,0.3671433223220339,89,Serratia ureilytica
s__Odoribacter_splanchnicus--RS_GCF_000190535.1,s__Odoribacter_splanchnicus,87,0.4808083010431176,0.002432717173544,0.0050596405433646,0.008791,0.0053235,1.6513571898187285,88,2329,18977,11424.0,21306,0.5361869895803999,0.1093119309114803,0.8906880690885197,98.89,59,7,2.02724253608504,0.6704545454545454,False,-0.1795696293037715,0.6097666082612178,0.6610249920370856,0.3637406569981773,90,Odoribacter splanchnicus
s__Streptococcus_thermophilus--RS_GCF_010120595.1,s__Streptococcus_thermophilus,208,0.4902559448105548,0.0039356995490528,0.008027846659919,0.021357,0.0076555,2.7897589967996868,209,1357,10637,5256.0,11994,0.4382191095547774,0.1131399032849758,0.8868600967150242,98.49,41,13,3.0788709810559203,0.1961722488038277,False,-0.15866221282286808,1.7142001940219838,-0.46540010362850476,0.363379292523537,91,Streptococcus thermophilus
s__Enterobacter_roggenkampii--RS_GCF_001729805.1,s__Enterobacter_roggenkampii,326,0.5451568276528034,0.0059502590172416,0.0109147656516763,0.03163,0.009439,3.350990571035067,327,3745,45945,24037.0,49690,0.483739182934192,0.0753672771181324,0.9246327228818676,98.24,37,8,2.416685395688172,0.1131498470948012,True,-0.037167832741733235,1.0187644591060794,0.05798524468873293,0.34652729035102636,92,Enterobacter roggenkampii
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,s__Mediterraneibacter_faecis,81,0.4314146064999835,0.0087069850900789,0.0201824068051791,0.03887,0.018249,2.1299797249164336,82,1714,21328,12698.0,23042,0.5510806353615137,0.0743859040013887,0.9256140959986112,96.93,52,8,1.8979661776535883,0.6341463414634146,False,-0.28887672944054643,0.47399893025732365,0.8322706734728056,0.3391309580965276,93,Mediterraneibacter faecis
s__Ligilactobacillus_ruminis--RS_GCF_900113455.1,s__Ligilactobacillus_ruminis,68,0.5244602753165114,0.0065579749085304,0.0125042357203751,0.022189,0.014808,1.49844678552134,69,1449,8027,5036.0,9476,0.5314478682988603,0.1529126213592233,0.8470873786407767,97.22,54,7,1.8985968485409856,0.782608695652174,True,-0.08296882292143083,0.4746612688550804,0.6065350393961492,0.3327424951099329,94,Ligilactobacillus ruminis
s__Eggerthella_lenta--RS_GCF_000024265.1,s__Eggerthella_lenta,97,0.3872421224529845,0.0063188404017621,0.0163175440774247,0.028822,0.017278,1.6681328857506654,98,2141,12489,7791.0,14630,0.5325358851674641,0.1463431305536568,0.8536568694463431,98.42,40,6,2.1649798205063826,0.4081632653061224,False,-0.38662941187653893,0.7544200584925169,0.6190449508587867,0.3289451991582549,95,Eggerthella lenta
s__Enterococcus_faecalis--RS_GCF_000392875.1,s__Enterococcus_faecalis,2249,0.3362634869293129,0.0024870508429278,0.0073961370758361,0.021645,0.007413,2.9198704977741805,2250,2171,66620,35089.0,68791,0.5100812606300242,0.0315593609629166,0.9684406390370832,98.68,451,18,2.5164820958655456,0.2004444444444444,False,-0.49944394963410566,1.1235722245778859,0.3608638757339055,0.32833071689256194,96,Enterococcus faecalis
s__Klebsiella_michiganensis--RS_GCF_002925905.1,s__Klebsiella_michiganensis,398,0.462657436328477,0.0040113598370265,0.0086702590773415,0.016975,0.008011,2.11896142803645,399,4597,57138,30368.0,61735,0.4919089657406657,0.0744634324127318,0.9255365675872682,98.57,50,12,2.4395446239149754,0.12531328320802,True,-0.21973707183430924,1.042771511710054,0.15192060775816357,0.32498501587796946,97,Klebsiella michiganensis
s__Bifidobacterium_bifidum--RS_GCF_001025135.1,s__Bifidobacterium_bifidum,174,0.2953406263377156,0.0025063981867434,0.0084864660098522,0.016715,0.008252,2.0255695588948135,175,1376,18995,11843.0,20371,0.5813656668793874,0.0675470030926316,0.9324529969073684,98.97,89,6,1.7943726844999592,0.5085714285714286,True,-0.5900052907514971,0.36520372444838034,1.1804850016366295,0.3185611451111709,98,Bifidobacterium bifidum
s__Pectobacterium_brasiliense--RS_GCF_000754695.1,s__Pectobacterium_brasiliense,103,0.4622359075010688,0.0074093889036765,0.0160294533233756,0.035329,0.0147165,2.400638738830564,104,3324,17776,10852.0,21100,0.5143127962085308,0.1575355450236966,0.8424644549763033,96.54,15,5,2.1464657984954156,0.1442307692307692,False,-0.2206699053502919,0.7349763967941191,0.40951765764267944,0.3079413830288355,99,Pectobacterium brasiliense
s__Brucella_melitensis--RS_GCF_000007125.1,s__Brucella_melitensis,843,1.3178360089659382,0.0032135336134104,0.0024384927954214,0.017276,0.00208,8.305769230769231,844,2724,19156,9757.0,21880,0.4459323583180987,0.1244972577696526,0.8755027422303473,99.7,117,5,1.089712213885025,0.1386255924170616,False,1.672753270075148,-0.3748396758864885,-0.37671392430274686,0.3070665566286375,100,Brucella melitensis
s__Citrobacter_freundii--RS_GCF_011064845.1,s__Citrobacter_freundii,573,0.3790875904908005,0.0029363733203159,0.0077458967108743,0.021189,0.007547,2.8076056711276003,574,3815,71203,38375.0,75018,0.5115438961315951,0.0508544615958836,0.9491455384041164,98.72,116,13,2.302885219380455,0.2020905923344947,True,-0.40467520193139284,0.8992500646630688,0.3776811155715949,0.29075199276775693,101,Citrobacter freundii
s__Citrobacter_portucalensis--RS_GCF_002042885.1,s__Citrobacter_portucalensis,145,0.38297344642458,0.0044336476979339,0.0115769062824752,0.021892,0.011422,1.916652074943092,146,3698,31221,15932.0,34919,0.4562559065265328,0.1059022308771728,0.8940977691228271,98.1,36,12,2.88900461424426,0.2465753424657534,True,-0.3960758928981357,1.51480011758246,-0.2580147774471411,0.28690314907906106,102,Citrobacter portucalensis
s__Streptococcus_gordonii--RS_GCF_001553855.1,s__Streptococcus_gordonii,88,0.2529799194032848,0.0099073206024939,0.0391624782941777,0.058111,0.040721,1.4270523808354412,89,1624,10772,6879.0,12396,0.5549370764762827,0.1310100032268473,0.8689899967731526,96.1,12,4,2.054585169330586,0.1348314606741573,False,-0.6837485524688984,0.6384821899135911,0.8766116559509011,0.2771150977985312,103,Streptococcus gordonii
s__Serratia_marcescens_K--RS_GCF_002220655.1,s__Serratia_marcescens_K,424,0.338387818492637,0.0027647404567873,0.0081703309211986,0.012935,0.00844,1.5325829383886258,425,4110,31431,19987.0,35541,0.5623645930052615,0.1156410905714526,0.8843589094285473,98.79,6,3,1.792481250354807,0.0141176470588235,False,-0.49474285316696043,0.36321731622107284,0.9620125140129986,0.2768289923557037,104,Serratia marcescens K
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1,s__Bacteroides_xylanisolvens,206,0.3699174902586654,0.006466316741672,0.0174804298578865,0.026758,0.019664,1.360760781122864,207,2744,50576,26267.0,53320,0.4926294073518379,0.0514628657164291,0.9485371342835708,97.44,167,12,2.482866499276604,0.8067632850241546,True,-0.4249684210074213,1.0882686969339181,0.16020417488826638,0.27450148360492105,105,Bacteroides xylanisolvens
s__Bifidobacterium_globosum--RS_GCF_000741295.1,s__Bifidobacterium_globosum,96,0.4326167393144962,0.0096110362450226,0.0222160526202749,0.036812,0.022794,1.6149863999298062,97,1233,11075,6582.0,12308,0.5347741306467338,0.1001787455313617,0.8998212544686383,97.08,80,13,1.8845073732266977,0.8247422680412371,False,-0.2862164374103786,0.45986432244566894,0.6447800783051509,0.2728093211134804,106,Bifidobacterium globosum
s__Faecalibacillus_intestinalis--RS_GCF_003024685.1,s__Faecalibacillus_intestinalis,64,0.436112807396921,0.0074179412857351,0.0170092259615384,0.028825,0.017174,1.6784092232444394,65,1683,16877,9709.0,18560,0.5231142241379311,0.0906788793103448,0.9093211206896552,97.67,22,4,2.003108890570641,0.3384615384615385,False,-0.27847971984945846,0.5844211463916644,0.5107156145115592,0.2722190136845884,107,Faecalibacillus intestinalis
s__Clostridioides_difficile--RS_GCF_001077535.1,s__Clostridioides_difficile,2603,0.7281322364260062,0.0079980834851056,0.0109843831724354,0.031919,0.010178,3.136077814894872,2604,3078,95857,55410.0,98935,0.560064688937181,0.0311113357254763,0.9688886642745236,98.85,366,7,0.9740828214716644,0.140552995391705,False,0.3677525020162573,-0.49627513637934617,0.9355684421474876,0.26901526926146624,108,Clostridioides difficile
s__Anaerostipes_hadrus--RS_GCF_000332875.2,s__Anaerostipes_hadrus,101,0.3395032130683555,0.0033326676116151,0.0098163065424189,0.029034,0.00943,3.078897136797455,102,1860,22844,13544.0,24704,0.5482512953367875,0.075291450777202,0.924708549222798,98.33,77,9,1.9091364349239064,0.7549019607843137,False,-0.4922745108469987,0.48573007669970547,0.7997391987977469,0.26439825488348456,109,Anaerostipes hadrus
s__Faecalibacterium_duncaniae--RS_GCF_010509575.1,s__Faecalibacterium_duncaniae,61,0.2072781066329571,0.0039587372562256,0.0190986753040719,0.028498,0.019853,1.4354505616279656,62,1655,15797,9173.0,17452,0.5256131102452442,0.0948315379326151,0.9051684620673848,97.26,37,6,2.4168858714375583,0.5967741935483871,True,-0.7848856038906318,1.0189750012912127,0.5394475623882651,0.25784565326294867,110,Faecalibacterium duncaniae
s__Yersinia_pestis--RS_GCF_900460465.1,s__Yersinia_pestis,684,1.8651819692799645,0.0024641727424796,0.001321143343151,0.017514,0.000288,60.81249999999999,685,3696,40183,17766.0,43879,0.4048861642243442,0.0842316370017548,0.9157683629982452,99.8,61,2,0.2409678307987446,0.0890510948905109,False,2.8840171823394485,-1.266201836057276,-0.848659046486399,0.2563854332652578,111,Yersinia pestis
s__Burkholderia_cepacia--RS_GCF_001411495.1,s__Burkholderia_cepacia,216,0.4529754140043334,0.0062121093891077,0.0137140100699778,0.030162,0.014581,2.0685824017557097,217,6041,43748,22356.0,49789,0.4490148426359236,0.121332021129165,0.8786679788708349,97.85,11,7,2.7321588913530284,0.0506912442396313,True,-0.2411631626238423,1.3500787419175035,-0.34127182132281597,0.2558812526569484,112,Burkholderia cepacia
s__Bifidobacterium_adolescentis--RS_GCF_000010425.1,s__Bifidobacterium_adolescentis,164,0.2923128184387824,0.0034149182515903,0.0116824101995565,0.024083,0.011331,2.1254081722707614,165,1280,16171,8873.0,17451,0.508452237694115,0.0733482321929975,0.9266517678070024,98.06,86,9,2.415240526831442,0.5212121212121212,False,-0.5967057593895455,1.017247039431836,0.3421335294618097,0.25422493650136674,113,Bifidobacterium adolescentis
s__Serratia_marcescens--RS_GCF_017299535.1,s__Serratia_marcescens,56,0.4090825441370394,0.0023385308725721,0.005716525689223,0.00992,0.006315,1.5708630245447346,57,4201,12496,8645.0,16697,0.5177576810205426,0.2516020842067437,0.7483979157932563,99.36,9,4,2.0588138903239876,0.1578947368421052,False,-0.3382970653669333,0.6429232465550875,0.44912660603385157,0.2512509290740019,114,Serratia marcescens
s__Xanthomonas_oryzae--RS_GCF_004136375.1,s__Xanthomonas_oryzae,395,1.1226236141061372,0.0081553197708441,0.0072645182841068,0.024133,0.002631,9.172557962751808,396,3355,27021,11359.0,30376,0.3739465367395312,0.1104490387147748,0.8895509612852252,99.16,18,5,2.1234786725612302,0.0454545454545454,False,1.2407527689940647,0.7108350243890301,-1.2043998550077555,0.24906264612511309,115,Xanthomonas oryzae
s__Mycoplasmopsis_bovis--RS_GCF_000183385.1,s__Mycoplasmopsis_bovis,221,0.5580122032766417,0.0025747079543335,0.0046140710529534,0.014716,0.005009,2.9379117588340984,222,649,17714,9481.0,18363,0.5163099711376137,0.0353428089092196,0.9646571910907804,98.06,90,4,1.7535388803104088,0.4054054054054054,False,-0.008719184718782812,0.3223195432558804,0.43248097949842196,0.2486937793451732,116,Mycoplasmopsis bovis
s__Aliarcobacter_butzleri--RS_GCF_900187115.1,s__Aliarcobacter_butzleri,80,0.261861852772353,0.0045162477244506,0.0172466805555555,0.02738,0.016329,1.6767713883275157,81,1740,13691,8564.0,15431,0.5549867150541119,0.1127600285140302,0.8872399714859698,97.53,7,3,1.950212064908976,0.0864197530864197,False,-0.6640930399756372,0.5288682264223948,0.8771823954602728,0.24731919396901014,117,Aliarcobacter butzleri
s__Bacillus_A_toyonensis--RS_GCF_000496285.1,s__Bacillus_A_toyonensis,273,0.5381494020778246,0.0043495590815193,0.0080824378225181,0.024792,0.006858,3.615048118985127,274,4598,43780,23421.0,48378,0.4841250155029145,0.0950432014552069,0.904956798544793,99.12,13,5,2.1416195253254817,0.0474452554744525,False,-0.052675102973489485,0.7298867789920878,0.0624215097995066,0.24654439527270158,118,Bacillus A toyonensis
s__Levilactobacillus_brevis--RS_GCF_001433855.1,s__Levilactobacillus_brevis,113,0.5055831579434895,0.0069601779313684,0.0137666332867567,0.029401,0.014547,2.021104007699182,114,1858,12255,6126.0,14113,0.4340678806773896,0.1316516686742719,0.8683483313257281,97.8,33,10,2.7487213681232676,0.2894736842105263,False,-0.12474344573658884,1.367472865950485,-0.5131305269480491,0.24319963108861567,119,Levilactobacillus brevis
s__Vibrio_parahaemolyticus--RS_GCF_900460535.1,s__Vibrio_parahaemolyticus,1803,0.2091026839147373,0.0020210949194896,0.0096655618266181,0.016083,0.009707,1.656845575357989,1804,3962,164888,98573.0,168850,0.5837903464613562,0.0234646135623334,0.9765353864376666,98.33,19,4,1.7187828921200423,0.0105321507760532,False,-0.7808478566945263,0.2858183618288145,1.2083637301480894,0.2377780784274592,120,Vibrio parahaemolyticus
s__Citrobacter_werkmanii--GB_GCA_000759755.1,s__Citrobacter_werkmanii,91,0.7923085092219418,0.0065814054590291,0.0083066196846631,0.022786,0.0061665,3.6951268953214953,92,3950,20184,11612.0,24134,0.4811469296428275,0.1636695118919366,0.8363304881080633,96.67,25,5,1.594185957629299,0.2717391304347826,True,0.5097731048845927,0.15496507444153637,0.028179770068367752,0.23097264979816565,121,Citrobacter werkmanii
s__Acinetobacter_pittii--RS_GCF_000369045.1,s__Acinetobacter_pittii,359,0.4358018990066507,0.0094658347022652,0.0217204989786443,0.042717,0.0229645,1.8601319427812493,360,2938,36532,20343.0,39470,0.5154041043830757,0.0744362807195338,0.9255637192804662,97.32,52,6,1.9558917782736376,0.1444444444444444,False,-0.2791677529043449,0.5348331337310787,0.42206541221888266,0.2259102643485388,122,Acinetobacter pittii
s__Sarcina_perfringens--RS_GCF_000013285.1,s__Sarcina_perfringens,402,0.465315660871746,0.006786918392625,0.0145856221127612,0.039334,0.012141,3.2397660818713447,403,2325,31313,15301.0,33638,0.4548724656638325,0.0691182591117188,0.9308817408882812,98.03,24,6,2.5535088547875793,0.0595533498759305,False,-0.21385448258836015,1.1624581983464,-0.2739214450784843,0.2248940902265185,123,Sarcina perfringens
s__Streptococcus_suis--RS_GCF_000294495.1,s__Streptococcus_suis,1620,0.7044523599891775,0.0136060090961622,0.0193143069268322,0.055436,0.025623,2.163524958045506,1621,1531,42216,22448.0,43747,0.5131323290739936,0.0349966854870048,0.9650033145129951,98.49,81,3,1.4063550391207955,0.0499691548426897,False,0.3153494848123806,-0.04229734826787305,0.39594476207115853,0.222998966205222,124,Streptococcus suis
s__Pseudomonas_E_viridiflava--RS_GCF_001642795.1,s__Pseudomonas_E_viridiflava,1166,0.3683050594940599,0.0076347491487207,0.0207294169654051,0.031669,0.024517,1.2917159521964352,1167,4524,58638,37856.0,63162,0.5993477090655774,0.071625344352617,0.928374655647383,97.35,7,2,1.1488348542765885,0.0059982862039417,False,-0.4285366928826186,-0.3127483259999734,1.387240762652834,0.21531858125674738,125,Pseudomonas E viridiflava
s__Enterobacter_ludwigii--RS_GCF_001750725.1,s__Enterobacter_ludwigii,108,0.1605052959147911,0.0009134296671414,0.0056909627930682,0.006926,0.005827,1.1886047708941136,109,3989,24226,15175.0,28215,0.5378344852029062,0.1413786992734361,0.8586213007265638,98.78,19,5,2.247084753908429,0.1743119266055046,False,-0.8883927489247878,0.8406477051860999,0.6799677354516106,0.2107408972376409,126,Enterobacter ludwigii
s__Burkholderia_contaminans--RS_GCF_000987075.1,s__Burkholderia_contaminans,107,0.7069640727899192,0.0141420119179389,0.0200038622360678,0.042114,0.018415,2.2869399945696443,108,5502,31815,15686.0,37317,0.4203446150548007,0.1474395047833427,0.8525604952166573,98.21,18,6,2.3695710038451745,0.1666666666666666,True,0.32090784697105124,0.9692843247744708,-0.6709192918751464,0.2064242932901252,127,Burkholderia contaminans
s__Bacteroides_ovatus--RS_GCF_001314995.1,s__Bacteroides_ovatus,211,0.4144817079994775,0.0078935468892636,0.019044379370473,0.035708,0.0194855,1.8325421467244871,212,3099,50724,26450.0,53823,0.4914255987217361,0.0575776155175296,0.9424223844824704,97.37,86,9,2.1936199827727823,0.4056603773584906,False,-0.326348840994873,0.7844983216470722,0.1463629010853539,0.20150412724585107,128,Bacteroides ovatus
s__Bifidobacterium_pseudocatenulatum--RS_GCF_001025215.1,s__Bifidobacterium_pseudocatenulatum,169,0.2998391059150143,0.0040732050051342,0.0135846356421858,0.033537,0.012967,2.5863345415284953,170,1378,15059,8597.0,16437,0.5230273164202713,0.083835249741437,0.916164750258563,98.09,100,8,2.084092131753552,0.5882352941176471,False,-0.5800502598074234,0.6694707776315727,0.5097163580802336,0.19971229196812765,129,Bifidobacterium pseudocatenulatum
