orgId	locusId	sysName	geneName	desc	setATCH203 LB	setATCH204 LB	setATCH206 LB	setATCH207 LB	setATCH208 PDB	setATCH209 PDB	setATCH210 PDB	setATCH211 PDB	setATCH212 PDB	setATCH213 PDB	setATCH214 M9+glycerol	setATCH215 M9+glycerol	setATCH216 M9+glycerol	setATCH217 M9+glycerol	setATCH218 M9+glycerol	setATCH219 M9+glycerol	setATCH220 Atlantic	setATCH221 Atlantic	setATCH222 Atlantic	setATCH223 Atlantic	setATCH224 Atlantic	setATCH225 Atlantic	setATCH226 Norland	setATCH227 Norland	setATCH228 Norland	setATCH229 Norland	setATCH230 Norland	setATCH231 Norland	setATCH233 Upstate	setATCH234 Upstate	setATCH235 Upstate	setATCH236 Upstate	setATCH237 Upstate
Ddia6719	HGI48_RS13170	HGI48_RS13170		aminodeoxychorismate lyase	1.313	-0.641	-1.990	-0.106	0.704	1.131	0.628	-0.756	-0.241	1.534	-3.452	-0.772	-0.739	-0.251	-1.222	-0.741	-0.711	-0.872	0.749	-2.019	-0.333	-1.619	-0.637	1.344	0.473	-0.534	-1.148	-1.170	-0.897	-0.337	-0.569	0.196	1.290
Ddia6719	HGI48_RS13175	HGI48_RS13175		beta-ketoacyl-ACP synthase II	-1.761	-2.508	-2.714	-1.650	-1.588	-0.926	-1.494	-3.194	-1.915	1.683	0.954	0.835	1.370	0.281	0.033	0.282	-2.153	-2.120	-1.246	-3.230	-2.144	-3.546	-0.314	-0.627	-0.985	0.718	-1.840	-2.450	-2.674	-2.092	-3.204	-2.137	-0.734
Ddia6719	HGI48_RS13200	HGI48_RS13200		phosphate acyltransferase PlsX	-3.307	-3.723	-3.426	-2.404	-0.602	-0.980	0.719	1.343	-0.109	-1.318	-2.393	-0.980	-0.785	-0.803	-1.623	-1.153	-1.782	-4.286	-2.265	-1.894	0.800	-1.007	-0.909	-1.139	-1.767	-3.127	-3.166	-2.799	-2.085	-2.108	-2.771	-3.042	-1.637
Ddia6719	HGI48_RS13210	HGI48_RS13210		23S rRNA accumulation protein YceD	-2.688	-0.514	-2.997	-1.786	1.007	-0.192	-0.390	1.804	1.582	-0.021	-0.968	-1.140	-2.029	-2.450	0.279	-0.932	-1.449	-3.326	-1.243	-2.930	-2.244	-2.552	-2.272	-2.177	-0.769	-1.129	-0.679	-1.395	-2.709	-2.818	-3.561	-1.196	-1.596
Ddia6719	HGI48_RS13215	HGI48_RS13215		septum formation inhibitor Maf	0.601	-0.153	0.756	-0.057	0.623	-0.179	0.990	-0.447	-0.950	-0.611	-1.082	-0.740	-1.508	-0.190	0.444	1.241	-0.268	0.435	0.557	0.719	0.706	-1.659	0.614	0.456	-1.276	0.418	-1.192	-0.132	-0.384	-1.102	-0.330	1.176	-0.331
Ddia6719	HGI48_RS13220	HGI48_RS13220		23S rRNA pseudouridine(955/2504/2580) synthase RluC	-0.553	1.002	-0.212	-0.626	-0.241	0.887	0.983	0.438	-0.796	-2.415	-0.241	0.320	0.959	-0.857	-1.914	1.424	0.729	-0.984	-2.188	0.494	-0.913	0.180	-0.622	-0.694	0.305	-0.202	0.007	0.248	-0.513	-1.525	-1.680	-0.811	-0.605
Ddia6719	HGI48_RS13230	HGI48_RS13230		antibiotic biosynthesis monooxygenase	-0.214	0.072	0.235	-0.345	-1.617	-2.553	-2.283	-2.917	-0.459	-1.264	-1.448	-0.344	-0.713	-0.375	-2.918	-1.507	-0.862	0.702	1.066	-1.048	-1.109	1.004	-1.491	0.642	-0.810	-0.803	0.762	0.656	-0.305	-1.283	0.760	-0.284	0.310
Ddia6719	HGI48_RS13235	HGI48_RS13235		dihydroorotase	0.970	0.412	0.177	-0.046	-3.594	-3.878	-3.437	-3.848	-4.686	-3.292	-8.517	-6.331	-8.768	-8.008	-4.598	-7.753	-7.128	-8.011	-3.652	-4.900	-4.384	-6.266	-7.704	-7.273	-9.812	-8.838	-10.088	-10.521	-9.023	-6.391	-8.757	-4.684	-8.520
Ddia6719	HGI48_RS13240	HGI48_RS13240		DNA damage-inducible protein I	0.412	0.564	0.691	1.669	1.934	0.465	1.086	-0.268	0.129	1.985	-0.240	-0.065	1.369	-0.626	0.427	-0.079	1.588	0.088	-0.569	1.260	1.416	-0.368	-0.179	0.101	-0.448	0.431	-0.949	0.708	0.280	0.440	0.990	0.130	-0.862
Ddia6719	HGI48_RS13245	HGI48_RS13245		biofilm formation regulator BssS	0.045	1.810	-0.530	-0.384	0.478	1.562	0.318	0.108	0.169	-2.287	-1.665	-1.558	-0.686	-1.489	-0.440	-0.189	0.975	0.219	-1.223	-1.670	-1.152	1.718	-0.615	0.278	-0.051	0.153	-0.447	0.820	0.110	0.295	-0.139	0.032	0.933
Ddia6719	HGI48_RS13250	HGI48_RS13250		cytochrome b	-0.126	-0.333	0.625	0.889	-1.431	-3.065	-2.599	-0.412	-1.907	-2.678	-1.194	0.685	-0.368	-0.059	-1.179	0.077	0.496	-0.664	0.483	-1.119	0.091	0.546	0.589	-0.474	1.334	0.169	-0.615	0.381	-0.488	-0.481	-0.718	-0.820	1.165
Ddia6719	HGI48_RS13255	HGI48_RS13255		YceI family protein	-0.261	-1.031	-0.431	0.225	0.694	-0.632	-0.810	-0.288	-1.256	-3.319	0.530	-1.391	1.446	0.851	-0.681	-0.202	-0.304	-0.787	2.391	0.684	1.547	0.526	-1.903	0.127	1.853	0.235	0.484	-0.193	0.009	-0.217	-0.157	-0.026	-0.975
Ddia6719	HGI48_RS13260	HGI48_RS13260		rhodanese-related sulfurtransferase	-0.345	0.158	-0.716	0.067	-1.181	-1.300	0.317	-2.769	-1.383	-0.291	0.622	0.157	1.275	2.004	1.029	0.811	0.752	-0.693	0.850	2.386	1.488	0.149	1.178	-0.199	0.066	0.249	0.301	-0.682	1.218	-0.426	0.138	0.116	0.668
Ddia6719	HGI48_RS13265	HGI48_RS13265		NADH:flavin oxidoreductase/NADH oxidase	-0.032	0.193	0.448	0.232	-2.183	-1.212	-0.299	0.291	0.832	-0.424	0.187	0.366	0.380	1.208	-0.541	-0.845	0.182	0.038	0.494	-0.014	1.905	-0.498	1.710	1.156	0.331	0.150	-0.436	-0.096	0.912	0.855	-0.423	0.757	1.516
Ddia6719	HGI48_RS13270	HGI48_RS13270		LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferasee	-1.327	0.458	-1.630	-0.003	0.373	-1.132	-0.870	0.857	-0.375	0.240	-0.660	-0.985	-0.721	-0.394	-1.319	-0.569	0.496	-0.394	0.410	-1.281	1.066	0.661	-0.168	-0.736	-1.274	-1.669	-0.333	-0.724	0.091	-0.925	0.737	-1.009	0.664
Ddia6719	HGI48_RS13275	HGI48_RS13275		glucans biosynthesis glucosyltransferase MdoH	-10.427	-10.915	-9.882	-10.292	-11.287	-9.982	-9.218	-11.349	-12.267	-11.147	-1.676	-4.024	-6.191	-3.324	-2.492	-5.957	-11.080	-9.632	-8.471	-11.316	-7.524	-12.551	-12.975	-11.814	-12.069	-10.591	-11.735	-12.251	-11.504	-11.143	-12.582	-11.765	-10.684
Ddia6719	HGI48_RS13280	HGI48_RS13280		glucan biosynthesis protein G	-9.044	-8.878	-9.012	-9.026	-9.235	-10.223	-8.474	-9.908	-7.679	-9.095	-0.725	-5.066	-6.436	-2.283	-2.496	-3.586	-9.133	-8.157	-6.690	-9.231	-9.481	-10.267	-11.136	-10.398	-10.932	-8.785	-13.510	-10.977	-9.915	-10.404	-11.466	-10.247	-9.062
Ddia6719	HGI48_RS13285	HGI48_RS13285		DUF2946 domain-containing protein	1.756	3.194	0.419	1.062	0.156	0.056	2.127	0.718	0.160	1.219	0.057	-1.003	1.516	0.318	0.909	2.065	-0.522	1.756	0.335	2.344	-0.224	1.197	0.689	1.811	2.400	0.652	1.259	1.421	2.909	1.813	2.990	-0.265	1.794
Ddia6719	HGI48_RS13290	HGI48_RS13290		PepSY domain-containing protein	-1.628	-0.423	-2.124	-2.182	1.806	1.942	1.953	0.841	1.742	2.332	-1.391	-1.052	-0.456	0.845	-0.133	0.031	0.068	-0.075	-0.094	-0.887	-0.732	0.037	-0.313	0.206	-1.151	-0.630	-0.003	-0.678	0.390	0.950	-0.947	1.831	0.553
Ddia6719	HGI48_RS13295	HGI48_RS13295		MCP four helix bundle domain-containing protein	-1.707	-1.085	-0.877	-0.885	-0.746	0.345	-2.861	-0.043	1.653	-0.819	-0.869	0.236	-1.037	-0.037	-1.210	-0.385	0.477	-1.637	-1.657	-0.278	1.246	-1.066	-0.950	-0.552	-1.012	0.550	-0.720	-1.332	-1.322	-1.668	-1.702	-1.300	-1.400
Ddia6719	HGI48_RS13305	HGI48_RS13305		GhoT/OrtT family toxin	-0.472	2.420	1.518	0.249	-0.081	-1.354	0.753	-1.696	1.144	2.698	1.732	1.563	1.940	0.149	1.166	-0.183	0.383	1.692	-1.204	0.277	-1.073	-0.097	-0.202	0.941	0.594	-1.687	1.292	0.592	0.397	-0.141	1.687	-0.969	1.487
Ddia6719	HGI48_RS13310	HGI48_RS13310		macrodomain Ter protein MatP	-0.704	-0.792	-0.477	-0.453	-0.056	0.058	1.882	0.806	-0.118	-0.224	0.388	1.626	0.742	0.012	0.744	-1.147	-0.487	0.770	0.491	-0.983	0.137	-0.840	-1.572	-1.705	-0.224	-0.763	0.149	0.262	-0.310	-0.367	-0.113	-0.653	-1.340
Ddia6719	HGI48_RS13315	HGI48_RS13315		Lon protease family protein	0.262	0.588	-0.086	1.245	1.684	1.385	-0.056	1.004	1.615	1.906	2.812	1.874	3.060	2.488	2.532	1.600	0.826	1.453	0.537	-0.130	-1.209	-0.280	2.504	1.006	2.042	2.450	0.990	-0.298	0.424	0.234	1.936	0.622	1.950
Ddia6719	HGI48_RS13325	HGI48_RS13325		RpiB/LacA/LacB family sugar-phosphate isomerase	-0.854	0.131	-0.521	0.389	-0.404	0.407	-2.367	-1.823	-0.302	-0.853	-0.534	-0.129	0.534	-4.592	-1.243	0.293	-1.225	-0.565	-0.651	0.545	-0.274	-1.042	-0.686	-0.514	-2.394	-2.014	-2.589	-2.016	-1.530	-2.273	-2.713	-1.612	-1.668
Ddia6719	HGI48_RS13335	HGI48_RS13335		MCP four helix bundle domain-containing protein	-0.090	-1.116	0.863	0.438	1.572	0.125	1.365	1.170	1.567	1.225	1.053	0.068	0.381	-0.444	0.367	0.250	0.015	0.714	0.565	0.011	1.607	0.746	1.828	0.621	-0.059	0.497	-0.195	-0.652	0.275	-0.533	-0.134	0.793	-0.137
Ddia6719	HGI48_RS13340	HGI48_RS13340		phosphate starvation-inducible protein PhoH	-1.148	-0.863	-0.074	-0.668	-0.718	0.195	-1.245	0.777	-0.157	0.908	-1.754	-1.467	-2.338	-0.319	-0.024	0.261	0.590	-0.728	-0.012	-0.688	0.146	-0.119	0.214	-0.017	-0.784	-0.395	1.047	-0.272	0.295	0.596	-0.757	-0.401	-0.353
Ddia6719	HGI48_RS13345	HGI48_RS13345		flagella biosynthesis regulatory protein FliZ	-0.619	-0.020	-1.432	-0.580	0.204	1.776	0.163	-0.696	0.947	-0.300	-0.134	-1.160	-1.909	-0.566	-0.699	-0.514	-0.937	-0.092	-0.146	-0.628	-1.483	-0.384	0.333	1.281	1.492	0.716	-0.257	-0.022	-0.168	-0.044	0.809	0.412	-1.228
Ddia6719	HGI48_RS13350	HGI48_RS13350		RNA polymerase sigma factor FliA	0.779	0.480	1.521	1.191	0.099	1.706	3.024	1.376	0.353	0.981	3.200	4.336	4.996	4.282	3.176	3.462	2.446	3.068	-0.244	3.268	0.330	3.215	2.115	1.121	1.480	0.951	2.167	1.942	1.838	2.405	1.624	-0.057	2.373
Ddia6719	HGI48_RS13355	HGI48_RS13355		hypothetical protein	1.202	-0.163	1.463	0.563	-1.199	0.604	0.734	-0.305	0.894	-0.806	1.265	1.427	2.584	1.193	1.808	2.049	-0.127	0.767	1.446	0.492	1.646	-0.003	-1.406	-0.762	-2.399	1.589	-0.882	0.172	-0.310	0.383	1.377	0.881	2.256
Ddia6719	HGI48_RS13360	HGI48_RS13360		FkbM family methyltransferase	0.754	1.561	1.905	1.827	2.073	1.658	1.567	1.605	1.496	-0.326	0.787	1.480	1.902	2.467	1.232	0.059	-0.610	0.277	-2.078	0.482	0.971	-0.564	0.933	0.316	-0.368	-0.902	0.259	0.244	0.432	-0.051	0.121	1.068	-0.777
Ddia6719	HGI48_RS13365	HGI48_RS13365		Gfo/Idh/MocA family oxidoreductase	0.182	-1.027	1.852	1.020	0.341	0.477	0.912	0.066	0.354	1.598	2.588	1.836	1.268	2.387	0.203	-0.296	-0.857	-0.191	-2.458	-0.511	-1.459	-0.603	-1.015	-0.824	-0.598	-1.129	-0.719	-0.369	-0.830	-0.849	0.127	0.704	-1.346
Ddia6719	HGI48_RS13370	HGI48_RS13370		carbamoyl-phosphate synthase small subunit	1.630	1.410	0.299	-0.644	1.340	1.169	3.025	1.330	1.652	0.318	1.705	0.865	3.183	0.081	-0.628	0.666	0.071	-2.543	-3.022	-1.369	-0.644	-1.222	-0.321	-1.294	-1.228	-0.585	-3.029	-2.371	-0.720	-3.520	-0.654	-1.683	-1.877
Ddia6719	HGI48_RS13375	HGI48_RS13375		DegT/DnrJ/EryC1/StrS family aminotransferase	1.230	1.011	1.425	1.789	0.200	0.133	0.579	1.490	0.791	0.588	0.641	0.442	3.817	1.752	0.733	0.745	-1.765	-0.482	-0.086	-0.893	0.720	0.404	0.560	0.833	-0.740	0.927	0.277	-0.441	-0.677	-2.885	0.231	-3.568	-0.156
Ddia6719	HGI48_RS13380	HGI48_RS13380		methyltransferase regulatory domain-containing protein	0.376	0.667	1.146	0.775	0.779	1.616	1.165	-0.299	0.255	-0.296	1.487	1.677	3.597	1.084	0.698	0.091	-1.938	-2.320	-0.070	0.159	-0.457	-1.059	-2.221	-1.554	-1.273	-1.057	-0.446	-0.728	-0.464	-2.164	0.238	-1.040	-0.626
Ddia6719	HGI48_RS13385	HGI48_RS13385		flagellin FliC	0.946	1.564	0.806	0.773	-1.355	0.243	0.154	-0.587	-1.037	-0.399	3.272	5.443	8.001	3.445	3.165	0.946	2.847	1.048	-0.021	0.938	-0.574	2.319	1.524	1.142	2.188	2.323	2.986	2.223	4.105	2.621	1.041	0.118	3.335
Ddia6719	HGI48_RS13390	HGI48_RS13390		flagellar filament capping protein FliD	-3.627	-3.937	-3.296	-3.172	-2.383	-3.088	-2.005	-2.364	-4.988	-2.944	0.459	1.090	-2.030	-0.416	-0.846	-1.100	-1.393	-7.090	-4.795	-3.083	-5.666	-2.988	-5.248	-4.953	-1.798	-1.968	-3.628	-3.916	-3.584	-3.047	-1.762	-6.038	-4.295
Ddia6719	HGI48_RS13395	HGI48_RS13395		flagellar export chaperone FliS	-2.008	-0.969	-0.751	-1.291	0.255	-0.069	0.407	-0.119	-0.336	-0.755	1.912	1.130	1.666	0.080	0.876	0.718	-0.374	-0.700	-2.730	-1.193	-2.423	-1.383	-0.868	-2.585	0.671	1.275	-1.675	-2.149	-1.537	-3.119	-2.189	-3.663	1.157
Ddia6719	HGI48_RS13400	HGI48_RS13400		flagellar protein FliT	0.075	-0.681	1.145	-0.022	-1.971	-1.761	-1.095	-1.304	-2.850	-1.853	-1.276	-2.518	-2.204	-1.992	-1.197	0.076	0.200	1.245	-2.528	-2.037	-2.681	-2.274	1.185	-0.510	-0.537	-2.441	-1.731	-0.673	1.724	-2.134	1.128	-1.078	0.217
Ddia6719	HGI48_RS13405	HGI48_RS13405		flagellar hook-basal body complex protein FliE	0.399	2.747	1.759	1.879	0.394	0.005	-0.828	-0.680	-0.062	-0.958	4.056	4.220	6.227	5.203	4.335	0.820	0.859	-0.021	-1.061	1.043	-0.650	2.459	0.693	0.932	2.250	-0.621	1.122	2.573	2.141	1.942	0.816	1.845	1.993
Ddia6719	HGI48_RS13410	HGI48_RS13410		flagellar M-ring protein FliF	3.482	3.530	4.613	3.616	-0.577	-0.162	-0.357	0.220	0.218	-0.306	7.933	8.840	12.050	7.748	8.518	5.610	4.325	2.835	-1.076	3.417	2.869	4.160	3.171	0.526	3.473	2.624	2.785	3.094	5.678	1.093	5.078	1.622	4.344
Ddia6719	HGI48_RS13415	HGI48_RS13415		flagellar motor switch protein FliG	2.322	2.985	3.921	3.284	-0.058	-1.304	-0.202	0.364	0.382	0.669	6.403	7.946	10.480	7.401	6.928	4.246	4.903	1.797	-0.355	2.028	2.174	4.077	3.187	0.399	2.867	2.013	3.968	2.743	5.771	2.060	5.434	1.309	4.905
Ddia6719	HGI48_RS13420	HGI48_RS13420		flagellar assembly protein FliH	2.317	0.992	1.205	3.003	0.614	0.797	0.659	-0.465	0.994	2.974	4.652	5.630	9.563	4.076	4.035	3.946	2.602	0.499	-0.985	1.482	1.401	1.974	1.802	0.557	1.057	1.586	1.718	1.712	3.052	1.882	1.819	1.074	1.883
Ddia6719	HGI48_RS13425	HGI48_RS13425		flagellum-specific ATP synthase FliI	2.409	1.809	3.869	2.698	-1.284	-0.753	-0.312	-0.432	-1.387	1.135	7.851	7.923	11.157	7.369	8.733	5.431	4.590	2.258	-1.564	2.332	0.024	3.144	2.799	0.822	2.258	2.815	3.191	1.356	5.868	2.158	4.773	2.548	5.200
Ddia6719	HGI48_RS13430	HGI48_RS13430		flagella biosynthesis chaperone FliJ	1.687	0.151	0.223	0.622	-2.636	-0.979	-1.353	-1.439	-1.813	1.305	3.191	5.125	7.324	3.483	3.478	2.522	2.343	1.865	-2.717	0.846	-0.389	0.367	-1.132	-0.395	2.162	-0.012	1.363	0.799	3.575	1.408	3.472	-0.673	3.479
Ddia6719	HGI48_RS13435	HGI48_RS13435		flagellar hook-length control protein FliK	2.362	2.725	3.149	3.284	-2.187	0.341	2.053	-1.169	-1.279	0.369	5.163	5.645	8.517	2.974	4.316	2.345	3.452	1.811	-1.151	2.359	-0.408	1.019	2.778	1.229	1.397	1.691	1.992	3.211	5.287	0.890	2.189	1.216	2.727
Ddia6719	HGI48_RS13440	HGI48_RS13440		flagellar basal body-associated protein FliL	1.371	0.653	1.709	2.093	-2.851	-2.387	-1.541	-1.495	-1.407	-1.199	5.967	5.153	7.891	1.532	5.578	1.605	1.012	2.449	-0.936	1.243	0.690	1.532	1.221	0.135	1.272	-0.009	0.027	-0.710	4.364	-0.580	2.203	0.712	2.011
Ddia6719	HGI48_RS13445	HGI48_RS13445		flagellar motor switch protein FliM	2.936	2.465	3.267	3.776	-2.229	-1.197	-0.967	-0.545	-2.042	-1.779	8.751	9.737	11.660	9.104	7.538	5.195	3.917	3.157	-0.910	2.099	0.841	2.681	2.150	0.864	2.209	1.999	2.603	3.099	5.513	2.569	4.345	1.623	3.118
Ddia6719	HGI48_RS13450	HGI48_RS13450		flagellar motor switch protein FliN	3.515	1.372	3.498	2.604	0.395	-1.313	-0.751	-0.304	0.540	-1.123	4.334	6.471	6.489	5.394	4.723	3.287	1.622	2.756	-1.039	0.719	1.026	2.612	2.032	0.283	2.147	1.746	2.411	1.704	3.698	1.045	1.198	2.610	2.901
Ddia6719	HGI48_RS13455	HGI48_RS13455		flagellar biosynthetic protein FliO	2.004	1.911	2.741	2.861	-1.405	-1.201	-0.856	-1.450	-0.348	-0.382	5.248	6.184	9.582	8.213	6.865	3.869	2.040	1.562	-0.061	2.955	2.534	3.131	3.697	0.250	2.129	1.462	1.149	1.460	4.933	2.343	3.318	-0.632	3.305
Ddia6719	HGI48_RS13460	HGI48_RS13460		flagellar type III secretion system pore protein FliP	3.629	2.257	4.269	4.213	-0.955	-0.452	0.588	0.965	-0.873	0.642	7.386	9.551	11.406	7.219	10.192	6.836	4.840	0.651	-1.411	1.087	2.513	3.104	1.960	0.544	3.074	2.476	1.101	2.906	4.877	2.590	5.043	0.106	4.053
Ddia6719	HGI48_RS13465	HGI48_RS13465		flagellar biosynthesis protein FliQ	3.438	1.278	3.810	1.828	0.412	-2.459	2.301	0.152	-1.472	1.006	6.419	6.185	9.731	5.761	6.403	4.795	1.614	1.208	-0.537	2.453	0.802	2.554	0.122	-0.174	0.927	2.087	0.041	1.494	4.691	1.194	3.136	-0.145	2.069
Ddia6719	HGI48_RS13470	HGI48_RS13470		flagellar type III secretion system protein FliR	2.391	1.861	3.099	2.402	-0.814	-0.204	-0.060	0.497	-0.932	-0.276	7.098	8.385	10.819	8.179	9.509	5.542	3.107	1.239	0.266	3.915	2.946	2.789	2.536	1.593	0.998	2.441	0.555	2.386	5.992	2.327	3.964	1.187	4.076
Ddia6719	HGI48_RS13475	HGI48_RS13475		flagellar hook-associated protein FlgL	0.812	0.367	1.765	0.125	3.119	1.125	2.981	3.289	3.654	2.666	-1.189	-0.411	2.738	-0.925	-0.223	-0.917	2.442	2.223	-1.153	-1.846	-0.963	1.201	-0.292	0.125	0.797	3.325	2.280	1.789	3.384	2.074	1.276	0.517	4.263
Ddia6719	HGI48_RS13480	HGI48_RS13480		flagellar hook-associated protein FlgK	-0.157	-0.843	0.110	-0.145	5.221	3.419	5.088	5.953	4.973	3.529	-2.747	-2.140	2.550	-2.552	-3.480	-2.609	2.150	0.665	-1.850	2.461	0.371	2.453	1.296	-0.613	2.745	1.674	3.075	1.455	4.400	2.605	2.270	-2.460	2.206
Ddia6719	HGI48_RS13485	HGI48_RS13485		flagellar assembly peptidoglycan hydrolase FlgJ	0.835	0.602	0.883	2.062	-1.213	-0.070	-0.493	0.170	-2.025	-0.735	4.321	6.003	8.384	3.741	5.731	4.272	3.284	1.936	0.438	1.882	-0.615	1.520	2.560	-0.028	1.914	2.641	0.669	1.914	3.780	1.565	2.519	1.359	2.665
Ddia6719	HGI48_RS13490	HGI48_RS13490		flagellar basal body P-ring protein FlgI	1.030	0.538	3.443	2.139	0.295	0.349	2.504	0.115	0.719	0.706	4.673	7.705	8.434	6.804	5.149	5.939	3.444	2.505	1.159	2.856	0.969	3.646	3.578	1.410	3.395	3.048	3.743	2.414	4.996	1.901	2.779	1.003	5.725
Ddia6719	HGI48_RS13495	HGI48_RS13495		flagellar basal body L-ring protein FlgH	1.804	1.358	2.507	2.973	-1.074	0.655	1.634	-0.194	0.927	1.335	6.795	8.970	11.569	7.225	7.796	4.692	3.414	2.228	0.583	3.359	0.545	2.303	2.203	2.460	3.823	3.103	3.587	1.987	7.010	3.367	4.466	-0.050	5.717
Ddia6719	HGI48_RS13500	HGI48_RS13500		flagellar basal-body rod protein FlgG	0.471	0.551	2.073	1.248	-1.985	-0.922	-0.077	-1.668	-0.382	-0.716	2.497	5.825	7.539	3.725	3.754	4.382	3.752	1.539	0.202	1.897	1.838	2.484	1.990	0.613	1.459	0.987	3.390	2.400	4.134	0.828	2.716	0.059	2.888
Ddia6719	HGI48_RS13505	HGI48_RS13505		flagellar basal body rod protein FlgF	2.314	1.910	3.463	1.543	0.330	-0.491	1.027	0.450	-0.425	0.355	4.655	5.516	6.877	5.454	5.559	3.270	3.130	0.983	-2.120	1.105	2.044	1.805	1.280	1.405	2.044	1.039	2.578	1.412	3.311	1.239	4.341	0.174	2.711
Ddia6719	HGI48_RS13510	HGI48_RS13510		flagellar hook protein FlgE	2.908	1.542	2.786	3.225	-1.051	0.277	0.235	-0.210	-0.007	2.026	7.425	8.704	12.102	7.583	8.326	5.652	4.572	3.795	1.812	2.303	1.276	3.352	2.568	2.704	3.308	3.503	3.632	3.358	6.583	2.191	5.647	1.868	5.397
Ddia6719	HGI48_RS13515	HGI48_RS13515		flagellar hook assembly protein FlgD	2.210	1.942	3.621	2.006	0.326	0.373	0.127	1.720	-0.099	0.493	4.937	5.442	10.567	5.416	3.571	2.902	4.887	2.973	-0.932	2.214	-0.218	3.556	2.144	0.889	2.237	1.134	2.919	2.694	6.088	1.784	3.566	2.978	4.199
Ddia6719	HGI48_RS13520	HGI48_RS13520		flagellar basal body rod protein FlgC	1.334	1.872	2.519	1.867	-0.188	0.117	-0.100	-0.358	0.857	0.160	5.547	4.168	7.223	5.198	6.198	4.017	1.120	1.194	-0.872	2.254	0.782	2.899	2.445	1.308	2.001	-0.039	1.777	1.241	4.148	1.600	3.906	1.535	3.675
Ddia6719	HGI48_RS13525	HGI48_RS13525		flagellar basal body rod protein FlgB	3.014	-0.454	1.059	2.302	0.632	2.109	0.524	0.914	1.693	0.918	3.017	3.680	5.300	2.775	6.264	3.848	1.748	2.506	-0.548	2.687	0.595	1.226	0.815	2.530	2.271	1.837	2.844	1.213	2.934	1.411	0.419	1.488	0.138
Ddia6719	HGI48_RS13530	HGI48_RS13530		flagellar basal body P-ring formation protein FlgA	1.711	0.906	2.283	1.650	-0.932	-1.166	0.135	0.029	-0.329	-0.962	5.584	6.627	8.751	6.554	7.417	1.780	3.526	1.802	-0.317	1.968	-1.337	2.919	2.477	0.856	0.933	0.784	3.334	0.958	5.266	1.283	2.518	0.304	2.724
Ddia6719	HGI48_RS13535	HGI48_RS13535		anti-sigma-28 factor FlgM	-0.517	-0.708	0.024	-1.396	-1.877	-1.787	-2.520	-1.022	-3.611	-1.618	-0.422	0.741	0.030	1.564	-0.345	-0.382	0.218	-0.079	-3.517	-0.455	1.291	-0.238	-0.501	0.204	-0.689	0.186	-0.112	-1.662	0.151	-1.540	0.987	1.188	-0.858
Ddia6719	HGI48_RS13540	HGI48_RS13540		flagellar export chaperone FlgN	0.919	0.222	0.283	1.401	-2.798	-0.869	-3.991	-1.760	-2.403	-3.097	0.606	2.216	0.476	1.375	-4.252	-0.597	1.210	0.785	-1.353	0.390	1.841	2.728	1.996	1.160	0.747	2.313	0.667	1.281	1.583	0.665	0.241	-0.056	0.505
Ddia6719	HGI48_RS13545	HGI48_RS13545		flagellar protein FlhE	-1.633	-1.215	-2.176	-0.883	0.523	1.856	0.130	-0.655	1.569	-0.340	-0.579	-1.359	0.783	0.672	-1.552	-2.251	-0.955	-1.264	-0.393	-1.258	-2.129	0.164	-2.833	-0.164	-1.155	0.067	-1.131	0.569	-0.410	-2.381	-2.089	-2.262	-1.516
Ddia6719	HGI48_RS13550	HGI48_RS13550		flagellar biosynthesis protein FlhA	2.600	3.874	4.124	4.251	-1.817	-1.626	-0.591	0.046	0.440	0.292	9.275	10.002	12.563	9.285	10.146	6.569	3.963	2.160	-0.774	3.055	1.659	4.076	3.084	2.064	3.593	2.040	3.059	2.944	5.968	2.186	4.141	1.453	4.655
Ddia6719	HGI48_RS13555	HGI48_RS13555		flagellar type III secretion system protein FlhB	3.561	3.090	4.495	4.426	-0.592	0.882	1.372	1.260	1.674	1.692	7.879	9.916	12.303	9.422	9.037	5.720	4.649	2.588	0.416	1.961	0.765	4.249	5.037	1.187	0.647	2.799	3.669	3.449	6.761	3.459	4.617	1.756	4.925
Ddia6719	HGI48_RS13560	HGI48_RS13560		protein phosphatase CheZ	0.382	0.492	-1.820	0.130	0.748	0.773	1.224	-0.775	-1.000	2.917	-0.062	-0.895	1.454	-0.365	3.068	1.827	-0.687	-2.020	-3.146	1.466	-0.892	-3.024	-0.832	-2.002	-2.334	-2.689	-2.640	-3.631	-0.480	-0.921	-1.390	-2.335	-1.739
Ddia6719	HGI48_RS13565	HGI48_RS13565		chemotaxis response regulator CheY	1.085	-0.549	-0.228	-1.002	-1.231	-0.059	-0.594	-0.870	0.216	-2.098	-0.891	-0.325	0.063	-0.816	-1.281	1.140	0.306	-0.940	1.299	1.152	-0.901	-0.327	-0.560	1.174	-1.948	1.325	1.139	-2.305	-0.536	-2.182	-1.633	0.119	-2.333
Ddia6719	HGI48_RS13570	HGI48_RS13570		chemotaxis response regulator protein-glutamate methylesterase	0.240	0.484	2.070	-0.183	1.660	1.266	-0.335	-0.109	-0.153	0.874	-0.126	0.272	1.269	1.452	1.827	2.230	-3.085	-2.662	-0.069	-0.801	-2.127	-1.633	-2.314	-4.175	-2.417	-3.418	-2.375	-2.817	-2.786	-3.638	-3.826	-2.446	-2.832
