species_id	biome_id	gtdb_phylum	length	genome_type	AA	CB	CE	GH	GT	PL	total_cazy	cazy_density	genome_count	total_genes	core_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000002338	human-gut	Firmicutes	2548117	Isolate	0.0	2.0	1.0	7.0	13.0	0.0	23.0	9.026273126390976	7	2636	1430	161	0.0610773899848254	0.5424886191198786
MGYG000002341	human-gut	Proteobacteria	3456217	Isolate	0.0	0.0	3.0	3.0	13.0	0.0	19.0	5.497340010768999	5	3538	2515	0	0.0	0.7108535895986433
MGYG000002344	human-gut	Proteobacteria	3953404	Isolate	0.0	0.0	1.0	3.0	13.0	0.0	17.0	4.300091769017283	132	9318	1921	5068	0.5438935393861344	0.2061601201974672
MGYG000002345	human-gut	Proteobacteria	4020363	Isolate	0.0	0.0	2.0	3.0	16.0	0.0	21.0	5.223408930984591	8	4949	2913	677	0.1367953121842796	0.5886037583350172
MGYG000002346	human-gut	Proteobacteria	3962855	Isolate	0.0	0.0	2.0	3.0	13.0	0.0	18.0	4.542179817328669	16	5531	1313	1332	0.2408244440426686	0.2373892605315494
MGYG000002347	human-gut	Firmicutes	1888139	Isolate	0.0	4.0	1.0	9.0	23.0	0.0	37.0	19.596014912037727	16	2709	257	814	0.3004798818752307	0.0948689553340716
MGYG000002349	human-gut	Firmicutes	2041264	Isolate	0.0	4.0	1.0	9.0	16.0	1.0	31.0	15.186668652364418	55	3169	238	899	0.2836857052698012	0.07510255601136
MGYG000002351	human-gut	Proteobacteria	6684898	Isolate	1.0	7.0	5.0	55.0	47.0	0.0	115.0	17.202955078746154	137	13526	208	7648	0.5654295431021736	0.0153777909211888
MGYG000002352	human-gut	Actinobacteriota	3294868	Isolate	0.0	0.0	0.0	1.0	6.0	0.0	7.0	2.124516065590488	10	3791	965	345	0.0910050118702189	0.2545502505935109
MGYG000002355	human-gut	Firmicutes_A	3808262	Isolate	0.0	2.0	0.0	13.0	13.0	0.0	28.0	7.352435310385682	16	6570	2366	2219	0.3377473363774733	0.3601217656012176
MGYG000002362	human-gut	Fusobacteriota	2094695	Isolate	0.0	2.0	0.0	5.0	10.0	0.0	17.0	8.115740000334176	9	2684	481	513	0.1911326378539493	0.1792101341281669
MGYG000002363	human-gut	Proteobacteria	5677722	Isolate	0.0	4.0	2.0	37.0	43.0	0.0	86.0	15.14691983862542	28	8983	786	3569	0.3973060224869197	0.0874986084826895
MGYG000002366	human-gut	Proteobacteria	4955431	Isolate	0.0	5.0	2.0	31.0	41.0	0.0	79.0	15.942104733170536	473	13413	3388	8288	0.6179079997017819	0.2525907701483635
MGYG000002367	human-gut	Firmicutes	1751049	Isolate	0.0	0.0	0.0	4.0	14.0	0.0	18.0	10.279552428287271	5	2019	715	0	0.0	0.354135710747895
MGYG000002369	human-gut	Firmicutes_A	4190038	Isolate	0.0	2.0	1.0	25.0	23.0	0.0	51.0	12.171727320850072	377	9626	314	5579	0.5795761479326823	0.0326199875337627
MGYG000002370	human-gut	Firmicutes_A	4277571	Isolate	0.0	2.0	1.0	15.0	15.0	0.0	33.0	7.714658622849276	4	4167	3195	0	0.0	0.7667386609071274
MGYG000002371	human-gut	Bacteroidota	2304821	Isolate	0.0	1.0	0.0	33.0	11.0	0.0	45.0	19.52429277588151	565	6796	3	4847	0.7132136550912301	0.0004414361389052
MGYG000002372	human-gut	Firmicutes_A	3343822	Isolate	0.0	5.0	0.0	34.0	14.0	0.0	53.0	15.8501259935487	192	8052	0	4957	0.6156234475906607	0.0
MGYG000002377	human-gut	Firmicutes_A	3460249	Isolate	0.0	2.0	0.0	14.0	10.0	0.0	26.0	7.513910126120981	5	3689	1719	0	0.0	0.4659799403632421
MGYG000002379	human-gut	Firmicutes	2009507	Isolate	0.0	3.0	0.0	18.0	16.0	0.0	37.0	18.41247629393677	16	2171	357	160	0.0736987563334868	0.1644403500690925
MGYG000002382	human-gut	Proteobacteria	4491970	Isolate	3.0	4.0	1.0	19.0	17.0	0.0	44.0	9.795256869480427	5	4590	2896	0	0.0	0.6309368191721133
MGYG000002386	human-gut	Firmicutes	3412302	Isolate	1.0	3.0	0.0	27.0	32.0	0.0	63.0	18.462609698672622	71	5797	27	2424	0.4181473175780576	0.0046575815076763
MGYG000002387	human-gut	Firmicutes	2129370	Isolate	0.0	0.0	0.0	12.0	14.0	0.0	26.0	12.210184232895177	89	3481	2	1354	0.3889686871588624	0.0005745475438092
MGYG000002389	human-gut	Firmicutes	1957804	Isolate	1.0	1.0	0.0	3.0	14.0	0.0	19.0	9.704750833076242	4	1962	1229	0	0.0	0.626401630988787
MGYG000002393	human-gut	Firmicutes_A	3318223	Isolate	0.0	4.0	0.0	17.0	12.0	0.0	33.0	9.945082051447416	26	5253	269	2087	0.3972967827907862	0.0512088330477822
MGYG000002394	human-gut	Bacteroidota	3788330	Isolate	0.0	2.0	2.0	25.0	17.0	1.0	47.0	12.406522135083268	259	8615	64	6235	0.7237376668601276	0.0074289030760301
MGYG000002395	human-gut	Actinobacteriota	2173720	Isolate	0.0	8.0	1.0	45.0	6.0	0.0	60.0	27.602451097657475	2476	12651	0	10909	0.8623033752272548	0.0
MGYG000002396	human-gut	Actinobacteriota	2311342	Isolate	0.0	4.0	0.0	21.0	6.0	0.0	31.0	13.412121615927026	1112	9621	0	7792	0.8098950213075564	0.0
MGYG000002397	human-gut	Actinobacteriota	2046632	Isolate	0.0	7.0	0.0	27.0	7.0	0.0	41.0	20.032912609594693	68	3695	8	2125	0.5751014884979703	0.0021650879566982
MGYG000002399	human-gut	Firmicutes	2181331	Isolate	0.0	2.0	1.0	3.0	9.0	0.0	15.0	6.8765354730666735	47	3521	46	1368	0.3885259869355297	0.0130644703209315
MGYG000002400	human-gut	Firmicutes	2529799	Isolate	0.0	2.0	1.0	6.0	12.0	0.0	21.0	8.301054747827791	19	2667	236	203	0.0761154855643044	0.0884889388826396
MGYG000002401	human-gut	Actinobacteriota	2630908	Isolate	0.0	2.0	0.0	12.0	14.0	0.0	28.0	10.64271346622535	16	2990	272	568	0.1899665551839464	0.0909698996655518
MGYG000002405	human-gut	Actinobacteriota	2176737	Isolate	0.0	2.0	0.0	14.0	12.0	0.0	28.0	12.863290328597344	10	2428	705	203	0.0836079077429983	0.2903624382207578
MGYG000002410	human-gut	Firmicutes_A	3084227	Isolate	0.0	1.0	2.0	19.0	12.0	1.0	35.0	11.34806225352414	4	2913	1985	0	0.0	0.6814280810161346
MGYG000002412	human-gut	Bacteroidota	3475353	Isolate	0.0	1.0	0.0	27.0	15.0	0.0	43.0	12.37284385212092	311	6990	1	4761	0.6811158798283262	0.000143061516452
MGYG000002415	human-gut	Proteobacteria	4051274	Isolate	1.0	3.0	1.0	16.0	27.0	0.0	48.0	11.848124812096144	3	3803	3291	0	0.0	0.8653694451748619
MGYG000002416	human-gut	Firmicutes_A	3014016	Isolate	0.0	2.0	0.0	26.0	12.0	0.0	40.0	13.271329681063406	3	2883	1338	0	0.0	0.4640998959417273
MGYG000002419	human-gut	Actinobacteriota	1447956	Isolate	0.0	0.0	0.0	1.0	3.0	0.0	4.0	2.762514883048933	5	1623	523	0	0.0	0.3222427603203943
MGYG000002432	human-gut	Campylobacterota	2010217	Isolate	0.0	0.0	0.0	2.0	19.0	0.0	21.0	10.446633373411926	5	2291	1644	0	0.0	0.7175905718027062
MGYG000002435	human-gut	Campylobacterota	1884438	Isolate	0.0	0.0	0.0	2.0	24.0	0.0	26.0	13.79721699519963	3	1899	1885	0	0.0	0.9926276987888364
MGYG000002438	human-gut	Bacteroidota	5030699	Isolate	0.0	2.0	2.0	37.0	19.0	0.0	60.0	11.926772005242212	4712	33062	0	28825	0.8718468332224306	0.0
MGYG000002440	human-gut	Actinobacteriota	2826736	Isolate	0.0	0.0	0.0	1.0	5.0	0.0	6.0	2.122589445919251	4	2594	1022	0	0.0	0.3939861218195836
MGYG000002446	human-gut	Methanobacteriota	1926345	Isolate	0.0	0.0	0.0	0.0	8.0	0.0	8.0	4.152942489533287	186	3854	0	2011	0.5217955371043073	0.0
MGYG000002447	human-gut	Proteobacteria	2621983	Isolate	0.0	0.0	2.0	4.0	13.0	0.0	19.0	7.246423794509727	371	3547	0	1449	0.4085142373837045	0.0
MGYG000002449	human-gut	Bacteroidota	5101196	Isolate	0.0	3.0	1.0	40.0	19.0	2.0	65.0	12.742109889523949	10	5456	1963	1111	0.2036290322580645	0.3597873900293255
MGYG000002451	human-gut	Actinobacteriota	2862832	Isolate	0.0	0.0	0.0	3.0	10.0	0.0	13.0	4.540958044342106	5	2613	1411	0	0.0	0.5399923459624952
MGYG000002452	human-gut	Verrucomicrobiota	2902150	Isolate	1.0	4.0	0.0	32.0	18.0	0.0	55.0	18.95146701583309	11	3189	1870	506	0.158670429601756	0.5863907180934462
MGYG000002453	human-gut	Verrucomicrobiota	3096868	Isolate	1.0	4.0	0.0	36.0	16.0	0.0	57.0	18.405692460899203	566	5275	2	2562	0.4856872037914692	0.0003791469194312
MGYG000002455	human-gut	Bacteroidota	6975334	Isolate	0.0	3.0	1.0	142.0	23.0	10.0	179.0	25.661853611597667	463	43752	0	38035	0.8693316876942768	0.0
MGYG000002456	human-gut	Thermoplasmatota	1666795	Isolate	0.0	0.0	1.0	2.0	10.0	0.0	13.0	7.799399446242639	37	2361	20	731	0.3096145700974163	0.0084709868699703
MGYG000002459	human-gut	Actinobacteriota	1958651	Isolate	0.0	9.0	1.0	31.0	14.0	0.0	55.0	28.08055135907316	91	1852	0	286	0.1544276457883369	0.0
MGYG000002460	human-gut	Proteobacteria	4628081	Isolate	0.0	4.0	2.0	42.0	40.0	0.0	88.0	19.01436037960442	14	5517	2659	1000	0.181257930034439	0.4819648359615733
MGYG000002463	human-gut	Proteobacteria	6750396	Isolate	1.0	4.0	2.0	19.0	35.0	0.0	61.0	9.03650689529918	72	10860	89	4261	0.3923572744014733	0.008195211786372
MGYG000002467	human-gut	Proteobacteria	4928829	Isolate	0.0	2.0	1.0	24.0	36.0	0.0	63.0	12.781940700316444	5	5596	3844	0	0.0	0.6869192280200143
MGYG000002469	human-gut	Actinobacteriota	2422684	Isolate	0.0	5.0	0.0	44.0	8.0	0.0	57.0	23.52762473355997	503	7133	0	4968	0.6964811439786905	0.0
MGYG000002470	human-gut	Bacteroidota	5774847	Isolate	0.0	2.0	2.0	107.0	17.0	8.0	136.0	23.550407482657118	156	22236	1	17514	0.787641662169455	4.4972117287281886e-05
MGYG000002471	human-gut	Proteobacteria	4663249	Isolate	2.0	4.0	1.0	24.0	32.0	0.0	63.0	13.509894067419516	3	4697	3506	0	0.0	0.7464338939748776
MGYG000002473	human-gut	Verrucomicrobiota	4577257	Isolate	0.0	0.0	1.0	64.0	21.0	6.0	92.0	20.099373926349337	37	7746	190	3236	0.4177640072295378	0.0245287890524141
MGYG000002477	human-gut	Proteobacteria	5083867	Isolate	0.0	3.0	2.0	36.0	40.0	0.0	81.0	15.932753551577964	7	5867	3477	936	0.1595363899778421	0.5926367820010227
MGYG000002478	human-gut	Bacteroidota	5444912	Isolate	0.0	2.0	1.0	66.0	21.0	4.0	94.0	17.263823547561465	5767	125937	1	121595	0.9655224437615634	7.940478175595735e-06
MGYG000002479	human-gut	Campylobacterota	1714951	Isolate	0.0	0.0	0.0	1.0	13.0	0.0	14.0	8.163498548938133	23	2252	158	547	0.2428952042628774	0.0701598579040852
MGYG000002480	human-gut	Actinobacteriota	2680191	Isolate	0.0	0.0	0.0	2.0	4.0	0.0	6.0	2.238646424825693	274	8430	0	5784	0.6861209964412811	0.0
MGYG000002482	human-gut	Firmicutes_A	2151595	Isolate	0.0	7.0	0.0	26.0	10.0	0.0	43.0	19.98517378967696	346	8201	0	6213	0.7575905377393001	0.0
MGYG000002483	human-gut	Firmicutes_A	3804864	Isolate	0.0	3.0	1.0	8.0	17.0	0.0	29.0	7.621823013910616	34	6141	39	3340	0.5438853606904412	0.0063507572056668
MGYG000002485	human-gut	Fusobacteriota	2691446	Isolate	0.0	2.0	0.0	22.0	11.0	1.0	36.0	13.375709562814931	287	6690	0	4174	0.623916292974589	0.0
MGYG000002486	human-gut	Fusobacteriota	3346458	Isolate	0.0	2.0	0.0	8.0	14.0	0.0	24.0	7.171761904676527	70	5599	3	2405	0.429540989462404	0.0005358099660653
MGYG000002487	human-gut	Actinobacteriota	3399441	Isolate	0.0	0.0	0.0	1.0	8.0	0.0	9.0	2.647494102706886	8	4253	1708	780	0.183399952974371	0.4015988713849048
MGYG000002489	human-gut	Proteobacteria	2153911	Isolate	0.0	0.0	1.0	5.0	12.0	0.0	18.0	8.356891255024001	47	2201	1857	38	0.0172648796001817	0.8437074057246706
MGYG000002492	human-gut	Firmicutes_A	3449685	Isolate	0.0	5.0	0.0	34.0	15.0	0.0	54.0	15.65360315507068	7511	60070	0	57573	0.9584318295322124	0.0
MGYG000002494	human-gut	Proteobacteria	4845100	Isolate	0.0	3.0	2.0	36.0	37.0	0.0	78.0	16.098738932116984	33	5836	515	1141	0.1955106237148732	0.0882453735435229
MGYG000002495	human-gut	Proteobacteria	5258449	Isolate	0.0	3.0	1.0	37.0	42.0	0.0	83.0	15.78412189601915	3	4965	3650	0	0.0	0.7351460221550856
MGYG000002497	human-gut	Proteobacteria	5138968	Isolate	0.0	3.0	2.0	37.0	42.0	0.0	84.0	16.345694310608668	81	7980	11	2916	0.3654135338345864	0.0013784461152882
MGYG000002498	human-gut	Proteobacteria	4686183	Isolate	0.0	8.0	2.0	45.0	40.0	0.0	95.0	20.27236238960365	9	5499	2541	809	0.1471176577559556	0.4620840152755046
MGYG000002499	human-gut	Proteobacteria	4872341	Isolate	0.0	5.0	2.0	46.0	38.0	0.0	91.0	18.67685369312205	65	10420	108	5838	0.5602687140115163	0.0103646833013435
MGYG000002500	human-gut	Proteobacteria	5087499	Isolate	1.0	6.0	2.0	44.0	40.0	0.0	93.0	18.280101873238696	16	7412	3377	2314	0.3121964382083108	0.4556125202374528
MGYG000002502	human-gut	Proteobacteria	5342742	Isolate	0.0	5.0	2.0	43.0	46.0	0.0	96.0	17.968301669816732	3	4735	3615	0	0.0	0.7634635691657867
MGYG000002503	human-gut	Proteobacteria	4697885	Isolate	0.0	5.0	2.0	51.0	41.0	0.0	99.0	21.073312777984132	11	5872	2853	1025	0.1745572207084468	0.4858651226158038
MGYG000002504	human-gut	Proteobacteria	5004730	Isolate	0.0	5.0	3.0	52.0	41.0	0.0	101.0	20.18090886021823	253	15149	59	10357	0.6836754901313618	0.0038946465113208
MGYG000002505	human-gut	Proteobacteria	2509362	Isolate	0.0	2.0	0.0	10.0	17.0	1.0	30.0	11.955230054491938	3	2324	2287	0	0.0	0.98407917383821
MGYG000002506	human-gut	Proteobacteria	5339468	Isolate	0.0	3.0	2.0	28.0	40.0	0.0	73.0	13.671774041908296	2812	34322	1	29608	0.8626536915098187	2.9135831245265428e-05
MGYG000002508	human-gut	Proteobacteria	4498956	Isolate	0.0	2.0	1.0	26.0	34.0	0.0	63.0	14.003248753710862	12	4904	1909	350	0.0713703099510603	0.3892740619902121
MGYG000002509	human-gut	Actinobacteriota	2501895	Isolate	0.0	0.0	0.0	4.0	3.0	0.0	7.0	2.7978792075606687	233	5582	1	3824	0.6850591185954855	0.0001791472590469
MGYG000002510	human-gut	Proteobacteria	5247162	Isolate	0.0	4.0	2.0	35.0	43.0	0.0	84.0	16.00865382086545	63	9452	76	4521	0.478311468472281	0.0080406263224714
MGYG000002511	human-gut	Proteobacteria	5624300	Isolate	0.0	4.0	2.0	38.0	43.0	0.0	87.0	15.468591646960512	117	11578	197	6242	0.5391259284850579	0.017015028502332
MGYG000002512	human-gut	Proteobacteria	3906921	Isolate	1.0	1.0	1.0	6.0	20.0	0.0	29.0	7.422724953998302	38	6119	111	2276	0.3719562019937898	0.018140218990031
MGYG000002514	human-gut	Proteobacteria	4101538	Isolate	1.0	1.0	1.0	10.0	24.0	0.0	37.0	9.021006266429811	75	6963	15	3077	0.4419072238977452	0.0021542438604049
MGYG000002517	human-gut	Firmicutes_A	3592125	Isolate	0.0	5.0	0.0	29.0	21.0	0.0	55.0	15.311271183491666	711	14826	2	12036	0.81181707810603	0.0001348981518953
MGYG000002519	human-gut	Proteobacteria	4773474	Isolate	0.0	5.0	3.0	42.0	37.0	0.0	87.0	18.225719884511783	38	8291	436	3435	0.4143046677119768	0.0525871426848389
MGYG000002520	human-gut	Proteobacteria	5408082	Isolate	0.0	4.0	3.0	30.0	27.0	0.0	64.0	11.834140088852202	12	5439	3550	582	0.1070049641478212	0.652693509836367
MGYG000002521	human-gut	Proteobacteria	6166452	Isolate	0.0	5.0	2.0	55.0	45.0	0.0	107.0	17.351955386987527	7	5967	1848	493	0.0826210826210826	0.3097033685268979
MGYG000002523	human-gut	Firmicutes_A	2940227	Isolate	0.0	1.0	3.0	14.0	17.0	0.0	35.0	11.90384279853222	4	2961	1549	0	0.0	0.5231340763255656
MGYG000002524	human-gut	Proteobacteria	4273558	Isolate	0.0	2.0	1.0	22.0	27.0	0.0	52.0	12.16784702582719	4	4380	3503	0	0.0	0.7997716894977169
MGYG000002527	human-gut	Proteobacteria	4477475	Isolate	1.0	6.0	1.0	23.0	20.0	0.0	51.0	11.390348354820516	16	5883	2219	1552	0.2638109807921128	0.3771885092639809
MGYG000002528	human-gut	Firmicutes_A	3172613	Isolate	0.0	4.0	0.0	16.0	12.0	0.0	32.0	10.086323166424648	2841	35752	0	33201	0.9286473484000896	0.0
MGYG000002529	human-gut	Proteobacteria	4703474	Isolate	2.0	8.0	1.0	22.0	19.0	0.0	52.0	11.05565800937775	11	5357	927	628	0.1172297927944745	0.1730446145230539
MGYG000002530	human-gut	Firmicutes_A	2943413	Isolate	0.0	3.0	1.0	53.0	10.0	0.0	67.0	22.76269079466592	1643	15042	0	12480	0.8296769046669326	0.0
MGYG000002534	human-gut	Proteobacteria	5715629	Isolate	0.0	3.0	5.0	42.0	42.0	0.0	92.0	16.09621618198102	3	5202	3899	0	0.0	0.749519415609381
MGYG000002536	human-gut	Proteobacteria	3653255	Isolate	1.0	2.0	0.0	18.0	24.0	0.0	45.0	12.317782361209389	13	4168	559	435	0.1043666026871401	0.1341170825335892
MGYG000002540	human-gut	Bacteroidota	4187245	Isolate	0.0	1.0	1.0	30.0	19.0	0.0	51.0	12.179846175707416	1053	23811	0	20749	0.8714039729536769	0.0
MGYG000002542	human-gut	Firmicutes	2852137	Isolate	0.0	2.0	0.0	15.0	15.0	0.0	32.0	11.219657400748982	4	2722	2201	0	0.0	0.8085966201322556
MGYG000002543	human-gut	Campylobacterota	1665702	Isolate	0.0	0.0	0.0	2.0	15.0	0.0	17.0	10.205907179075249	16	2488	133	525	0.2110128617363344	0.0534565916398713
MGYG000002544	human-gut	Actinobacteriota	3738151	Isolate	0.0	0.0	0.0	1.0	9.0	0.0	10.0	2.6751193303855305	297	7183	0	4024	0.5602116107475985	0.0
MGYG000002545	human-gut	Firmicutes_A	2833887	Isolate	0.0	4.0	1.0	20.0	17.0	0.0	42.0	14.820633285660298	2891	20581	1	18467	0.8972839026286381	4.858850395996307e-05
MGYG000002547	human-gut	Firmicutes_C	2429033	Isolate	0.0	2.0	0.0	5.0	14.0	0.0	21.0	8.645415685995209	166	4998	0	2927	0.5856342537014806	0.0
MGYG000002549	human-gut	Bacteroidota	5479119	Isolate	0.0	3.0	1.0	57.0	20.0	2.0	83.0	15.148420758884775	559	37713	0	33535	0.8892159202397052	0.0
MGYG000002551	human-gut	Proteobacteria	1748237	MAG	0.0	3.0	0.0	9.0	13.0	0.0	25.0	14.300120635817684	3	1685	1317	0	0.0	0.7816023738872404
MGYG000002552	human-gut	Firmicutes_A	3071336	MAG	0.0	5.0	1.0	15.0	10.0	1.0	32.0	10.418918672525573	364	8714	0	6170	0.7080560018361258	0.0
MGYG000002553	human-gut	Firmicutes_A	1478585	MAG	0.0	1.0	0.0	18.0	7.0	0.0	26.0	17.58437966028331	5	1631	301	0	0.0	0.1845493562231759
MGYG000002556	human-gut	Bacteroidota	2634532	MAG	0.0	2.0	1.0	19.0	16.0	0.0	38.0	14.423814172687976	1079	11121	0	9061	0.814764859275245	0.0
MGYG000002558	human-gut	Bacteroidota	3471678	MAG	0.0	2.0	0.0	49.0	19.0	5.0	75.0	21.60338602831253	94	4282	15	1689	0.3944418496029893	0.0035030359645025
MGYG000002560	human-gut	Bacteroidota	5390440	MAG	0.0	3.0	1.0	65.0	23.0	4.0	96.0	17.80930684693643	5	5148	688	0	0.0	0.1336441336441336
MGYG000002561	human-gut	Bacteroidota	4554549	MAG	0.0	2.0	3.0	80.0	12.0	2.0	99.0	21.73651002547124	3	3956	1817	0	0.0	0.4593023255813953
MGYG000002562	human-gut	Firmicutes_C	1679141	MAG	0.0	0.0	1.0	1.0	11.0	0.0	13.0	7.742053823949269	9	1894	565	133	0.070221752903907	0.2983104540654699
MGYG000002563	human-gut	Firmicutes_A	2922672	MAG	0.0	3.0	0.0	18.0	15.0	0.0	36.0	12.31749577099312	157	7587	0	4713	0.6211941478845393	0.0
MGYG000002564	human-gut	Bacteroidota	2497816	MAG	0.0	2.0	0.0	25.0	13.0	0.0	40.0	16.01398982150807	3	2249	2069	0	0.0	0.9199644286349488
MGYG000002565	human-gut	Firmicutes_C	1964232	MAG	0.0	0.0	0.0	1.0	10.0	0.0	11.0	5.600153138733103	5	2166	1254	0	0.0	0.5789473684210527
MGYG000002566	human-gut	Actinobacteriota	2080428	MAG	0.0	1.0	0.0	7.0	14.0	0.0	22.0	10.574747119342751	3	1975	1437	0	0.0	0.7275949367088608
MGYG000002567	human-gut	Bacteroidota	2236504	MAG	1.0	3.0	0.0	9.0	15.0	0.0	28.0	12.519539424029643	4	1787	1137	0	0.0	0.6362618914381645
MGYG000002568	human-gut	Bacteroidota	2891879	MAG	0.0	2.0	1.0	35.0	10.0	0.0	48.0	16.59820483498791	33	4951	22	2281	0.4607150070692789	0.0044435467582306
MGYG000002570	human-gut	Firmicutes_A	2026568	MAG	0.0	6.0	0.0	21.0	6.0	0.0	33.0	16.28368749531227	1594	19600	0	17400	0.8877551020408163	0.0
MGYG000002571	human-gut	Firmicutes_A	1451024	MAG	0.0	0.0	0.0	5.0	12.0	0.0	17.0	11.715864107003052	6	1552	1037	0	0.0	0.6681701030927835
MGYG000002572	human-gut	Firmicutes_A	1311921	MAG	0.0	0.0	0.0	5.0	7.0	0.0	12.0	9.146892229029037	11	2170	502	209	0.0963133640552995	0.2313364055299539
MGYG000002573	human-gut	Firmicutes_A	2234911	MAG	0.0	2.0	0.0	58.0	10.0	1.0	71.0	31.768602866064917	43	3197	3	1167	0.3650297153581482	0.0009383797309978
MGYG000002574	human-gut	Fusobacteriota	3729499	MAG	0.0	2.0	0.0	12.0	18.0	0.0	32.0	8.580240938528204	10	3550	366	135	0.0380281690140845	0.1030985915492957
MGYG000002576	human-gut	Actinobacteriota	2013227	MAG	0.0	2.0	0.0	5.0	9.0	0.0	16.0	7.947439608151489	6	2591	99	0	0.0	0.038209185642609
MGYG000002580	human-gut	Firmicutes_A	3016685	MAG	0.0	4.0	1.0	16.0	11.0	1.0	33.0	10.939160038253911	559	12184	0	9638	0.791037426132633	0.0
MGYG000002581	human-gut	Firmicutes_A	1543318	MAG	0.0	0.0	0.0	5.0	9.0	0.0	14.0	9.071364423923002	52	4456	147	2429	0.5451077199281867	0.0329892280071813
MGYG000002582	human-gut	Proteobacteria	1765105	MAG	0.0	3.0	0.0	7.0	12.0	0.0	22.0	12.463847759765	5	1545	412	0	0.0	0.2666666666666666
MGYG000002584	human-gut	Verrucomicrobiota	3044716	MAG	1.0	4.0	0.0	54.0	16.0	2.0	77.0	25.28971503417724	18	3592	879	544	0.1514476614699332	0.2447104677060133
MGYG000002586	human-gut	Firmicutes_A	1661999	MAG	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.6016850792328997	5	1796	960	0	0.0	0.534521158129176
MGYG000002587	human-gut	Bacteroidota	4423098	MAG	0.0	2.0	1.0	34.0	17.0	1.0	55.0	12.434723354535668	3	3973	2734	0	0.0	0.6881449786055878
MGYG000002588	human-gut	Firmicutes_A	2350010	MAG	0.0	2.0	0.0	15.0	6.0	0.0	23.0	9.78719239492598	3	2313	1698	0	0.0	0.7341115434500648
MGYG000002589	human-gut	Firmicutes_A	2786078	MAG	0.0	1.0	5.0	14.0	9.0	0.0	29.0	10.40889738191106	101	7447	10	5036	0.6762454679736807	0.0013428226131328
MGYG000002592	human-gut	Bacteroidota	2965227	MAG	0.0	2.0	2.0	29.0	12.0	0.0	45.0	15.175903902129583	4	2785	2001	0	0.0	0.718491921005386
MGYG000002593	human-gut	Firmicutes	1475799	MAG	0.0	1.0	0.0	6.0	6.0	0.0	13.0	8.808787646556205	4	1982	879	0	0.0	0.4434914228052472
MGYG000002594	human-gut	Firmicutes	2166519	MAG	0.0	4.0	1.0	12.0	19.0	0.0	36.0	16.616517094934316	5	2494	1329	0	0.0	0.532878909382518
MGYG000002596	human-gut	Firmicutes_A	2662706	MAG	0.0	7.0	0.0	29.0	9.0	0.0	45.0	16.900100874824332	4	2688	1166	0	0.0	0.4337797619047619
MGYG000002597	human-gut	Firmicutes_A	1757446	MAG	0.0	2.0	0.0	3.0	6.0	0.0	11.0	6.259082782628883	3	1690	1140	0	0.0	0.6745562130177515
MGYG000002599	human-gut	Actinobacteriota	2063834	MAG	0.0	2.0	0.0	10.0	9.0	0.0	21.0	10.17523696188744	3	1999	1661	0	0.0	0.8309154577288644
MGYG000002602	human-gut	Firmicutes_A	2192997	MAG	0.0	3.0	0.0	10.0	15.0	0.0	28.0	12.767915323185576	191	4377	0	2351	0.5371258853095727	0.0
MGYG000002603	human-gut	Bacteroidota	2739364	MAG	0.0	2.0	0.0	48.0	11.0	1.0	62.0	22.632990723394187	12	4111	174	796	0.1936268547798589	0.0423254682558988
MGYG000002607	human-gut	Firmicutes	1265326	MAG	0.0	0.0	0.0	12.0	5.0	0.0	17.0	13.435272807165902	29	2549	179	1243	0.4876422126324048	0.0702236171047469
MGYG000002608	human-gut	Bacteroidota	2400131	MAG	0.0	2.0	0.0	16.0	13.0	0.0	31.0	12.915961670425489	28	2721	61	857	0.3149577361264241	0.0224182285924292
MGYG000002609	human-gut	Firmicutes_A	3323522	MAG	0.0	4.0	0.0	39.0	19.0	0.0	62.0	18.6549088587348	305	8356	0	5449	0.652106270943035	0.0
MGYG000002610	human-gut	Firmicutes_A	2250349	MAG	0.0	3.0	1.0	19.0	18.0	0.0	41.0	18.219396191435195	8	2778	717	573	0.2062634989200863	0.2580993520518359
MGYG000002612	human-gut	Firmicutes_A	2090458	MAG	0.0	1.0	0.0	4.0	4.0	0.0	9.0	4.30527664272614	143	7143	30	5271	0.7379252414951701	0.0041999160016799
MGYG000002614	human-gut	Bacteroidota	2560607	MAG	0.0	1.0	1.0	52.0	10.0	0.0	64.0	24.994073670813208	4	2493	946	0	0.0	0.3794624949859607
MGYG000002616	human-gut	Proteobacteria	1919079	MAG	0.0	3.0	0.0	10.0	16.0	0.0	29.0	15.111415423752748	406	4840	1	3062	0.6326446280991735	0.0002066115702479
MGYG000002617	human-gut	Firmicutes_A	1963579	MAG	0.0	1.0	0.0	4.0	6.0	0.0	11.0	5.602015503323268	40	3909	43	1940	0.4962906114095676	0.0110002558199027
MGYG000002619	human-gut	Firmicutes_A	2724245	MAG	0.0	3.0	1.0	21.0	19.0	0.0	44.0	16.151263928170927	236	9047	0	6875	0.7599204156073837	0.0
MGYG000002621	human-gut	Bacteroidota	3633256	MAG	0.0	2.0	1.0	57.0	15.0	7.0	82.0	22.56928771327977	23	5855	221	2342	0.4	0.0377455166524338
