OG_id	n_organisms	n_essential_organisms	n_nonessential_organisms	n_genes	n_essential_genes	frac_essential	essentiality_class	rep_gene	rep_desc	essential_organisms	nonessential_organisms	copy_ratio	is_single_copy
OG00664	41	41	0	41	41	1.0	universally_essential	dnaG	DNA primase DnaG	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00665	16	1	15	23	1	0.0625	variably_essential	yfeG	AraC family transcriptional regulator	pseudo1_N1B4	BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Keio;Koxy;Putida;WCS417;pseudo13_GW456_L13;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.4375	False
OG00666	41	9	41	141	11	0.21951219512195122	variably_essential	soxR	Cd(II)/Pb(II)-responsive transcriptional regulator	ANA3;Dino;PS;PV4;RalstoniaGMI1000;Smeli;WCS417;pseudo1_N1B4;pseudo3_N2E3	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	3.4390243902439024	False
OG00667	39	8	37	80	9	0.20512820512820512	variably_essential	panE	2-dehydropantoate 2-reductase	BFirm;Dino;Koxy;RalstoniaBSBF1503;RalstoniaUW163;SB2B;acidovorax_3H11;azobra	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Keio;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;PV4;Pedo557;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.051282051282051	False
OG00668	40	0	40	43	0	0.0	never_essential	dacB	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase		ANA3;BFirm;Btheta;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.075	False
OG00669	47	47	0	47	47	1.0	universally_essential	argS	arginine--tRNA ligase	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00670	44	0	44	45	0	0.0	never_essential	tesA	Arylesterase precursor (EC 3.1.1.2)		ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0227272727272727	False
OG00671	24	1	23	24	1	0.041666666666666664	variably_essential		Urease accessory protein UreD	WCS417	BFirm;Burk376;Cup4G11;Dino;HerbieS;Koxy;Marino;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00672	4	0	4	4	0	0.0	never_essential		hypothetical protein		Dda3937;Ddia6719;DdiaME23;HerbieS	1.0	False
OG00673	31	12	19	31	12	0.3870967741935484	variably_essential	petC	cytochrome C	Burk376;Dino;Kang;Marino;PS;PV4;Phaeo;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo3_N2E3	ANA3;BFirm;Caulo;Cup4G11;Dyella79;HerbieS;Korea;MR1;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;pseudo13_GW456_L13;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00674	31	0	31	64	0	0.0	never_essential		xanthine dehydrogenase family protein molybdopterin-binding subunit		ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dino;Dyella79;HerbieS;Korea;MR1;Magneto;Marino;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.064516129032258	False
OG00675	9	0	9	13	0	0.0	never_essential		Short-chain dehydrogenase		BFirm;Burk376;Dino;HerbieS;Koxy;Ponti;Smeli;azobra;psRCH2	1.4444444444444444	False
OG00676	45	45	0	45	45	1.0	universally_essential	yidC	membrane protein insertase YidC	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00677	11	1	10	12	1	0.09090909090909091	variably_essential		phasin family protein	RalstoniaGMI1000	BFirm;Burk376;Cup4G11;HerbieS;PS;RalstoniaBSBF1503;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11;pseudo3_N2E3	1.0909090909090908	False
OG00678	5	4	1	5	4	0.8	variably_essential		Probable proline rich signal peptide protein	BFirm;Burk376;HerbieS;acidovorax_3H11	PS	1.0	False
OG00679	36	0	36	49	0	0.0	never_essential	yhbW	LLM class flavin-dependent oxidoreductase		ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Keio;Korea;Koxy;Marino;PS;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3611111111111112	False
OG00680	6	2	6	8	2	0.3333333333333333	variably_essential	ydiT	predicted 4Fe-4S ferredoxin-type protein (NCBI)	Keio;PS	HerbieS;Keio;PS;PV4;Smeli;azobra	1.3333333333333333	False
OG00681	5	0	5	5	0	0.0	never_essential		cation transporter		Cup4G11;HerbieS;Smeli;pseudo3_N2E3;pseudo6_N2E2	1.0	False
OG00682	16	0	16	17	0	0.0	never_essential		iron dicitrate transport regulator FecR		ANA3;BFirm;Burk376;Caulo;Dyella79;HerbieS;Korea;MR1;Phaeo;SB2B;Smeli;WCS417;azobra;pseudo13_GW456_L13;pseudo3_N2E3;pseudo5_N2C3_1	1.0625	False
OG00683	46	44	12	63	50	0.9565217391304348	variably_essential	folK-2	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (NCBI ptt file)	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Korea;Koxy;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;Dyella79;Kang;Keio;MR1;Marino;Putida;SB2B;pseudo13_GW456_L13;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3695652173913044	False
OG00684	44	42	2	44	42	0.9545454545454546	variably_essential	kdtA	3-deoxy-D-manno-octulosonic-acid transferase	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Cola;Pedo557	1.0	False
OG00685	30	3	27	34	4	0.1	variably_essential	menG-1	Ribonuclease E inhibitor RraA	BFirm;PV4;azobra	ANA3;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Keio;Koxy;MR1;Marino;PS;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.1333333333333333	False
OG00686	27	1	26	37	1	0.037037037037037035	variably_essential		Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	Burk376	BFirm;Caulo;Cola;Cup4G11;Dino;Dyella79;HerbieS;Korea;PV4;Pedo557;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3703703703703705	False
OG00687	26	5	24	39	5	0.19230769230769232	variably_essential	cytcB	cytochrome c family protein (RefSeq)	ANA3;Marino;PS;WCS417;psRCH2	ANA3;BFirm;Burk376;Cup4G11;Dyella79;HerbieS;Kang;MR1;Magneto;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.5	False
OG00688	15	0	15	19	0	0.0	never_essential	tauA	taurine ABC transporter substrate-binding protein		BFirm;Cup4G11;HerbieS;Keio;Koxy;Miya;Putida;Smeli;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2666666666666666	False
OG00689	8	7	1	8	7	0.875	variably_essential		XRE family transcriptional regulator	BFirm;Burk376;HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	Cup4G11	1.0	False
OG00690	13	0	13	15	0	0.0	never_essential		Response regulator receiver:Transcriptional regulatory protein, C-terminal		Dda3937;DdiaME23;HerbieS;Korea;Koxy;PS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra	1.1538461538461537	False
OG00691	26	1	25	26	1	0.038461538461538464	variably_essential		nitrate reductase	Magneto	Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Koxy;PS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00692	41	2	39	41	2	0.04878048780487805	variably_essential	glsF	glutamate synthase	Marino;SynE	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Magneto;PS;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00693	17	0	17	18	0	0.0	never_essential	escJ	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein		Burk376;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Miya;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;pseudo5_N2C3_1;pseudo6_N2E2	1.0588235294117647	False
OG00694	34	0	34	34	0	0.0	never_essential	yciV	phosphoesterase		ANA3;BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;HerbieS;Kang;Keio;Koxy;MR1;Marino;Miya;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00695	45	45	0	45	45	1.0	universally_essential	b2511	ribosome-associated GTPase EngA	ANA3;BFirm;Btheta;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00696	46	46	0	46	46	1.0	universally_essential	atpG	ATP F0F1 synthase subunit gamma	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00697	28	27	1	28	27	0.9642857142857143	variably_essential	ftsB	cell division protein FtsB	ANA3;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Keio;Koxy;MR1;Marino;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Kang	1.0	False
OG00698	9	8	1	9	8	0.8888888888888888	variably_essential	rbgA	GTP-binding protein (NCBI ptt file)	ANA3;HerbieS;MR1;PS;PV4;SB2B;SynE;acidovorax_3H11	Marino	1.0	False
OG00699	37	4	36	70	4	0.10810810810810811	variably_essential	azoR	FMN-dependent NADH-azoreductase	Burk376;Ddia6719;PS;pseudo1_N1B4	ANA3;BFirm;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Marino;PV4;Pedo557;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.8918918918918919	False
OG00700	9	0	9	9	0	0.0	never_essential		sugar ABC transporter		BFirm;Burk376;Cup4G11;HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;WCS417	1.0	False
OG00701	38	3	37	66	3	0.07894736842105263	variably_essential	nfnB	Nitroreductase	Cup4G11;Kang;PS	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;DvH;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_S2;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;psRCH2;pseudo5_N2C3_1;pseudo6_N2E2	1.736842105263158	False
OG00702	20	0	20	24	0	0.0	never_essential		FIG138928: iron-regulated membrane protein		ANA3;Cola;Cup4G11;Dyella79;HerbieS;Korea;MR1;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo1_N1B4	1.2	False
OG00703	46	43	42	165	54	0.9347826086956522	variably_essential	iscS	aminotransferase	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Miya;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	3.5869565217391304	False
OG00704	4	0	4	4	0	0.0	never_essential		hypothetical protein		Cup4G11;HerbieS;PS;RalstoniaGMI1000	1.0	False
OG00705	3	0	3	4	0	0.0	never_essential		glycosyl transferase family 1		BFirm;Burk376;HerbieS	1.3333333333333333	False
OG00706	12	1	12	13	1	0.08333333333333333	variably_essential		ketosteroid isomerase	Burk376	BFirm;Burk376;Cola;Cup4G11;DdiaME23;Dyella79;HerbieS;Ponti;RalstoniaPSI07;acidovorax_3H11;pseudo1_N1B4;pseudo3_N2E3	1.0833333333333333	False
OG00707	36	7	29	36	7	0.19444444444444445	variably_essential	cobU	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	Dino;HerbieS;Magneto;Phaeo;Smeli;SynE;azobra	ANA3;BFirm;Burk376;Cola;DvH;Dyella79;Keio;Korea;Koxy;MR1;Miya;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00708	3	0	3	3	0	0.0	never_essential		D-galactonate transporter		Burk376;Cup4G11;HerbieS	1.0	False
OG00709	42	41	3	44	41	0.9761904761904762	variably_essential	hemA	glutamyl-tRNA reductase	ANA3;BFirm;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Magneto;Marino;Methanococcus_S2;Miya;PS;PV4;Pedo557;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Cola;Methanococcus_JJ;Ponti	1.0476190476190477	False
OG00710	45	10	35	45	10	0.2222222222222222	variably_essential	recJ	single-stranded-DNA-specific exonuclease recJ (NCBI ptt file)	Btheta;Caulo;Dino;Korea;Magneto;PS;Pedo557;Phaeo;Smeli;acidovorax_3H11	ANA3;BFirm;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Marino;Miya;PV4;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00711	48	5	48	502	8	0.10416666666666667	variably_essential	yijE	putative permease of the drug/metabolite transporter (DMT) superfamily	BFirm;RalstoniaGMI1000;RalstoniaUW163;Smeli;WCS417	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	10.458333333333334	False
OG00712	34	0	34	34	0	0.0	never_essential		arginyl-tRNA-protein transferase		ANA3;BFirm;Burk376;Caulo;Cup4G11;Dino;Dyella79;HerbieS;Kang;Korea;MR1;Magneto;Marino;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00713	9	1	8	10	1	0.1111111111111111	variably_essential		glycine zipper 2TM domain-containing protein	PS	BFirm;Burk376;Cup4G11;HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	1.1111111111111112	False
OG00714	9	0	9	9	0	0.0	never_essential		Protein of unknown function (DUF3142)		ANA3;Dyella79;HerbieS;MR1;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00715	44	12	32	44	12	0.2727272727272727	variably_essential	prfC	peptide chain release factor 3 (RF-3) (NCBI ptt file)	Ddia6719;Dyella79;Magneto;Phaeo;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;DdiaME23;Dino;DvH;HerbieS;Kang;Keio;Korea;Koxy;Marino;Miya;PS;PV4;Pedo557;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;psRCH2;pseudo13_GW456_L13;pseudo3_N2E3	1.0	False
OG00716	5	1	5	7	1	0.2	variably_essential		4-carboxymuconolactone decarboxylase	Burk376	BFirm;Burk376;Cup4G11;HerbieS;Koxy	1.4	False
OG00717	18	7	11	18	7	0.3888888888888889	variably_essential		energy transducer protein TonB	Cup4G11;Dyella79;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11	Dda3937;Ddia6719;DdiaME23;HerbieS;Magneto;PS;SyringaeB728a;SyringaeB728a_mexBdelta;pseudo13_GW456_L13;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
