OG_id	essentiality_class	pct_core	n_genes	n_organisms	n_essential_organisms	frac_essential	rep_gene	rep_desc
OG01542	universally_essential	93.75	32	32	46	1.0	rplD	50S ribosomal protein L4
OG01543	never_essential	80.0	5	5	0	0.0		phosphotransacetylase
OG01544	variably_essential	97.14285714285714	35	35	44	0.9565217391304348	rpsB	30S ribosomal protein S2
OG01545	variably_essential	95.23809523809523	21	13	3	0.2142857142857142		rhodanese
OG01546	universally_essential	100.0	28	28	30	1.0	yhbN	LptA, protein essential for LPS transport across the periplasm
OG01547	variably_essential	100.0	21	21	5	0.1666666666666666	yaiE	Uncharacterized protein conserved in bacteria
OG01548	never_essential	100.0	3	3	0	0.0		DnaJ domain protein
OG01549	never_essential	100.0	20	20	0	0.0		1-acyl-sn-glycerol-3-phosphate acyltransferase
OG01550	variably_essential	100.0	27	27	4	0.1379310344827586	rseB	Negative regulator of sigma E activity
OG01551	variably_essential	88.33333333333333	60	31	1	0.027027027027027	bcp	Deacetylases, including yeast histone deacetylase and acetoin utilization protein
OG01552	never_essential	100.0	3	3	0	0.0		C4-dicarboxylate ABC transporter
OG01553	never_essential	66.66666666666666	3	3	0	0.0		chromosome partitioning ATPase
OG01554	variably_essential	78.04878048780488	41	22	1	0.0454545454545454	tauD	taurine dioxygenase
OG01555	never_essential	100.0	25	25	0	0.0	ycgB	SpoVR family protein
OG01556	never_essential	50.0	2	2	0	0.0		IscN protein
OG01557	variably_essential	100.0	9	9	9	0.9		glycosyltransferase family 39 protein
OG01558	never_essential	90.9090909090909	11	11	0	0.0		Phosphoserine phosphatase (EC 3.1.3.3)
OG01559	variably_essential	0.0	3	3	1	0.3333333333333333		integrase
OG01560	variably_essential	100.0	37	36	7	0.1489361702127659	truA	tRNA pseudouridine(38-40) synthase TruA
OG01561	never_essential	70.58823529411765	17	15	0	0.0		type III secretion protein
OG01562	variably_essential	100.0	1	1	1	0.5		Protein-L-isoaspartate carboxylmethyltransferase
OG01563	variably_essential	100.0	26	26	32	0.8421052631578947	hda	DNA replication initiation factor (RefSeq)
OG01564	variably_essential	97.2972972972973	37	34	37	0.8409090909090909	fba	putative 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
OG01565	variably_essential	92.3076923076923	26	24	2	0.064516129032258		ferredoxin-dependent glutamate synthase (RefSeq)
OG01566	universally_essential	100.0	38	38	45	1.0	folP	dihydropteroate synthase
OG01567	universally_essential	96.7741935483871	31	31	37	1.0	infB	translation initiation factor IF-2
OG01568	never_essential	0.0	3	3	0	0.0		hypothetical protein
OG01569	variably_essential	92.3076923076923	13	13	9	0.6428571428571429	rfaE	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
OG01570	never_essential	100.0	25	25	0	0.0	selD	segregation protein A
OG01571	variably_essential	84.0909090909091	88	32	10	0.2702702702702703	yagT	(2Fe-2S)-binding protein
OG01572	variably_essential	91.42857142857143	35	30	4	0.1025641025641025	cobB	NAD-dependent protein deacetylases, SIR2 family
OG01573	variably_essential	95.0	20	20	24	0.75	fis	Fis family transcriptional regulator (RefSeq)
OG01574	variably_essential	98.21428571428571	56	34	14	0.3181818181818182	yhgN	multiple antibiotic resistance (MarC)-related proteins (RefSeq)
OG01575	variably_essential	100.0	31	31	38	0.9743589743589745	ybeY	protein of unknown function UPF0054 (RefSeq)
OG01576	universally_essential	100.0	35	35	45	1.0	gltX-2	glutamate--tRNA ligase
OG01577	variably_essential	92.85714285714286	42	28	1	0.0303030303030303		cytochrome c oxidase accessory protein FixG
OG01578	variably_essential	100.0	31	31	27	0.7105263157894737	pssA	Phosphatidylserine synthase
OG01579	variably_essential	95.34883720930233	43	26	2	0.0666666666666666	metI	metal ABC transporter permease
OG01580	variably_essential	100.0	28	28	3	0.088235294117647		ATP:cob(I)alamin adenosyltransferase
OG01581	never_essential	100.0	9	9	0	0.0	ycgR	c-di-GMP-binding flagellar brake protein YcgR, contains PilZNR and PilZ domains
OG01582	never_essential	100.0	10	10	0	0.0		RNA polymerase sigma factor
OG01583	never_essential	100.0	11	10	0	0.0		Beta-galactosidase
OG01584	variably_essential	93.61702127659575	47	33	1	0.0256410256410256	escT	type III secretion inner membrane protein (TIGR)
OG01585	variably_essential	94.73684210526315	19	18	1	0.0526315789473684		ABC transporter permease
OG01586	universally_essential	97.43589743589743	39	39	48	1.0	pyrG	CTP synthase
OG01587	never_essential	100.0	4	4	0	0.0		CDP-4-keto-6-deoxy-D-glucose-3-dehydrase
OG01588	variably_essential	88.37209302325581	43	26	4	0.1290322580645161	speB	Agmatinase (EC 3.5.3.11)
OG01589	never_essential	10.0	10	10	0	0.0		major capsid protein
OG01590	variably_essential	100.0	35	35	43	0.9555555555555556	ubiE	ubiquinone/menaquinone biosynthesis methlytransferase UbiE (RefSeq)
OG01591	variably_essential	90.0	20	17	1	0.0526315789473684		Asp/Glu/hydantoin racemase
OG01592	variably_essential	98.11320754716981	53	38	12	0.2553191489361702	ilvB	acetohydroxybutanoate synthase / acetolactate synthase
OG01593	variably_essential	97.05882352941177	34	28	32	0.8648648648648649	trpS	tryptophanyl-tRNA synthetase
OG01594	never_essential	100.0	2	2	0	0.0		transcriptional regulator
OG01595	never_essential	100.0	1	1	0	0.0		hypothetical protein
OG01596	variably_essential	100.0	34	34	43	0.9772727272727272	yjeE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
OG01597	variably_essential	96.96969696969697	33	33	2	0.0512820512820512	trmB	tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)
OG01598	variably_essential	94.02985074626866	67	40	39	0.8125	fabH	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)
OG01599	never_essential	84.21052631578947	19	19	0	0.0		protein of unknown function DUF1365 (RefSeq)
OG01600	variably_essential	95.1219512195122	41	36	25	0.5434782608695652	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
OG01601	variably_essential	97.05882352941177	34	33	7	0.175	hflK	HflK protein
OG01602	never_essential	88.09523809523809	42	31	0	0.0	ompW	OmpW family protein
OG01603	never_essential	100.0	7	7	0	0.0		membrane protein
OG01604	universally_essential	79.3103448275862	29	29	38	1.0	dnaZX	DNA polymerase III subunit gamma/tau
OG01605	variably_essential	91.30434782608695	46	37	37	0.8222222222222222	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase
OG01606	variably_essential	100.0	9	9	1	0.0769230769230769	yiiL	L-rhamnose mutarotase (NCBI)
OG01607	variably_essential	82.6086956521739	23	22	5	0.1923076923076923		FIG027190: Putative transmembrane protein
OG01608	variably_essential	94.11764705882352	34	28	7	0.21875	ymgE	transglycosylase associated protein
OG01609	variably_essential	100.0	5	5	2	0.4		sugar ABC transporter ATP-binding protein
OG01610	never_essential	96.96969696969697	33	32	0	0.0	yceA	Predicted sulfurtransferase
OG01611	never_essential	100.0	31	25	0	0.0	metC	cystathionine beta-lyase (NCBI ptt file)
OG01612	variably_essential	100.0	28	28	20	0.5555555555555556	phhB	pterin-4-alpha-carbinolamine dehydratase (RefSeq)
OG01613	never_essential	100.0	18	16	0	0.0		patatin
OG01614	never_essential	97.43589743589743	39	39	0	0.0	radC	JAB domain-containing protein
OG01615	never_essential	100.0	9	9	0	0.0		VanZ like family protein
OG01616	variably_essential	100.0	31	31	3	0.075	mscL	large-conductance mechanosensitive channel
OG01617	never_essential	100.0	7	5	0	0.0	lsrB	sugar ABC transporter substrate-binding protein
OG01618	never_essential	88.88888888888889	9	9	0	0.0		transposase
OG01619	never_essential	100.0	3	3	0	0.0		bifunctional aldolase/short-chain dehydrogenase
OG01620	universally_essential	97.05882352941177	34	34	42	1.0	folA	dihydrofolate reductase
OG01621	variably_essential	96.96969696969697	33	33	39	0.9285714285714286	mviN-2	murein biosynthesis integral membrane protein MurJ
OG01622	never_essential	88.88888888888889	9	9	0	0.0		FAH family protein
OG01623	variably_essential	94.28571428571428	35	27	9	0.2727272727272727	trkD	potassium transporter Kup
OG01624	never_essential	46.666666666666664	15	13	0	0.0		oxidoreductase
OG01625	variably_essential	100.0	29	27	29	0.7837837837837838	ompH	outer membrane protein chaperone
OG01626	never_essential	100.0	4	4	0	0.0		glycosyl transferase
OG01627	variably_essential	94.02985074626866	67	37	4	0.0869565217391304	yfdV	malate transporter
OG01628	never_essential	85.18518518518519	27	17	0	0.0	b1592	voltage-gated chloride channel
OG01629	universally_essential	96.55172413793103	29	29	37	1.0	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
OG01630	variably_essential	85.21739130434783	115	31	3	0.088235294117647		Transcriptional regulator, AraC family
OG01631	never_essential	90.9090909090909	44	30	0	0.0	yddE	Uncharacterized isomerase yddE, PhzC-PhzF family
OG01632	variably_essential	97.05882352941177	34	32	28	0.6222222222222222	sucC	succinyl-CoA synthetase, beta subunit
OG01633	never_essential	100.0	2	2	0	0.0		xylose isomerase
OG01634	variably_essential	100.0	49	39	31	0.6739130434782609	map	type I methionyl aminopeptidase
OG01635	never_essential	85.71428571428571	14	14	0	0.0		hybrid sensor histidine kinase/response regulator
OG01636	variably_essential	100.0	26	26	2	0.0606060606060606		Aminoglycoside phosphotransferase
OG01637	never_essential	96.29629629629629	27	26	0	0.0		allantoinase PuuE
OG01638	variably_essential	97.36842105263158	38	27	5	0.15625	atoD	3-oxoacid CoA-transferase (RefSeq)
OG01639	variably_essential	100.0	4	4	1	0.2		DUF1275 domain-containing protein
OG01640	never_essential	100.0	7	6	0	0.0	fucU	L-fucose mutarotase
OG01641	variably_essential	84.78260869565217	46	23	2	0.0714285714285714	lsrG	antibiotic biosynthesis monooxygenase
OG01642	variably_essential	85.71428571428571	14	14	1	0.0588235294117647		isomerase
OG01643	variably_essential	100.0	18	14	3	0.1666666666666666		putative exported protein
OG01644	never_essential	60.0	5	5	0	0.0		3-ketoacyl-CoA thiolase (EC 2.3.1.16)
OG01645	variably_essential	100.0	14	14	1	0.0625		DTW domain-containing protein (RefSeq)
OG01646	never_essential	100.0	13	13	0	0.0		deoxyribodipyrimidine photolyase-related protein (RefSeq)
OG01647	never_essential	100.0	3	3	0	0.0		TIGR03576 family pyridoxal phosphate-dependent enzyme
OG01648	variably_essential	0.0	8	7	2	0.2857142857142857		membrane protein
OG01649	variably_essential	78.37837837837837	74	43	43	0.8958333333333334	tufB	elongation factor Tu
OG01650	never_essential	85.71428571428571	7	7	0	0.0	amiE	acylamide amidohydrolase
OG01651	variably_essential	25.0	4	4	1	0.25		conserved protein of unknown function
OG01652	never_essential	85.71428571428571	7	6	0	0.0		Helix-turn-helix, Fis-type
OG01653	variably_essential	95.77464788732394	71	39	15	0.3333333333333333	greA	transcription elongation factor GreB
OG01654	variably_essential	97.22222222222221	36	31	13	0.3421052631578947	dacC	penicillin-binding protein 6, Serine peptidase, MEROPS family S11
OG01655	never_essential	0.0	1	1	0	0.0		ABC-type sugar transport system protein
OG01656	variably_essential	95.83333333333334	24	20	2	0.0909090909090909	pstS	phosphate-binding periplasmic protein precursor, putative ABC transporter (NCBI ptt file)
OG01657	variably_essential	100.0	29	29	23	0.6052631578947368	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
OG01658	variably_essential	94.73684210526315	19	15	2	0.1		GCN5-related N-acetyltransferase
OG01659	never_essential	66.66666666666666	3	3	0	0.0		Acyl-CoA dehydrogenase (EC 1.3.8.7)
OG01660	variably_essential	97.72727272727273	44	40	26	0.5416666666666666	mrp	iron-sulfur cluster carrier protein ApbC
OG01661	variably_essential	87.27272727272727	55	38	2	0.0476190476190476	fliI	flagellar protein export ATPase FliI (RefSeq)
OG01662	never_essential	72.72727272727273	11	8	0	0.0		diguanylate cyclase
OG01663	variably_essential	94.44444444444444	36	36	19	0.4042553191489361	hisF	imidazoleglycerol phosphate synthase, cyclase subunit (TIGR)
OG01664	never_essential	80.0	5	5	0	0.0		type IV pilus assembly protein PilM (RefSeq)
OG01665	variably_essential	97.2972972972973	37	35	39	0.8478260869565217	trxA	thioredoxin (RefSeq)
OG01666	never_essential	60.0	5	5	0	0.0		glyoxalase
OG01667	never_essential	100.0	2	2	0	0.0		palmitoyl-CoA hydrolase
OG01668	never_essential	100.0	32	30	0	0.0	fliG	Flagellar motor switch protein FliG
OG01669	variably_essential	100.0	21	21	3	0.1111111111111111	pyrR	Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR
OG01670	never_essential	100.0	2	2	0	0.0		membrane protein
OG01671	variably_essential	97.5	40	38	8	0.1739130434782608	proA	gamma-glutamyl-phosphate reductase
OG01672	variably_essential	100.0	21	21	8	0.2666666666666666	pheA	chorismate mutase
OG01673	variably_essential	96.61016949152543	59	36	2	0.0476190476190476	yadH	ABC transporter permease protein
OG01674	variably_essential	95.34883720930233	43	36	5	0.1282051282051282	cysI	sulfite reductase
OG01675	never_essential	100.0	10	10	0	0.0		Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) / Aminodeoxychorismate lyase (EC 4.1.3.38)
OG01676	never_essential	85.71428571428571	7	7	0	0.0		DUF898 domain-containing protein
OG01677	variably_essential	86.04651162790698	43	38	11	0.2391304347826087	clpA	Clp protease ClpX
OG01678	variably_essential	100.0	39	39	1	0.0212765957446808	uvrB	Excinuclease ABC subunit B
OG01679	variably_essential	100.0	82	39	1	0.0208333333333333	tatD	hydrolase, TatD family
OG01680	never_essential	100.0	24	22	0	0.0		FAD-binding molybdopterin dehydrogenase
OG01681	variably_essential	97.36842105263158	38	38	9	0.1875	rnhB	ribonuclease HII
OG01682	variably_essential	96.55172413793103	29	24	3	0.1034482758620689	cheZ	chemotaxis protein CheZ
OG01683	never_essential	86.76470588235294	68	24	0	0.0	yiaN	predicted transporter (NCBI)
OG01684	variably_essential	92.45283018867924	53	38	4	0.0869565217391304	moeA	molybdopterin molybdenumtransferase MoeA
OG01685	variably_essential	97.5	40	39	40	0.8333333333333334	dapF	diaminopimelate epimerase
OG01686	never_essential	100.0	30	29	0	0.0	kdpB	potassium-transporting ATPase subunit B
OG01687	variably_essential	96.0	25	24	2	0.064516129032258	ycf22	ABC-type transport system involved in resistance to organic solvents, periplasmic component
OG01688	variably_essential	97.2972972972973	37	37	47	0.9791666666666666	alaS	alanyl-tRNA synthetase
OG01689	never_essential	45.45454545454545	11	11	0	0.0		RES domain-containing protein
OG01690	never_essential	100.0	2	2	0	0.0		hypothetical protein
OG01691	variably_essential	91.8918918918919	37	36	45	0.9782608695652174	dxs	1-deoxy-D-xylulose-5-phosphate synthase
OG01692	never_essential	84.61538461538461	13	12	0	0.0		diguanylate phosphodiesterase
OG01693	variably_essential	100.0	51	29	8	0.2285714285714285	spr	Cell wall-associated hydrolase, NlpC family
OG01694	never_essential	89.28571428571429	28	23	0	0.0		MBL fold metallo-hydrolase
OG01695	variably_essential	100.0	4	4	5	0.7142857142857143		iron transporter
OG01696	variably_essential	97.67441860465115	43	35	22	0.55	ptsH	phosphocarrier HPr
OG01697	never_essential	0.0	3	2	0	0.0		Type I site-specific deoxyribonuclease specificity subunit
OG01698	universally_essential	94.28571428571428	35	35	44	1.0	coaE	dephospho-CoA kinase
OG01699	variably_essential	96.55172413793103	29	28	24	0.7058823529411765		electron transfer flavoprotein-ubiquinone oxidoreductase
OG01700	never_essential	33.33333333333333	3	3	0	0.0		putative PEP-CTERM system histidine kinase
OG01701	variably_essential	98.52941176470588	68	35	6	0.1333333333333333	glpQ	glycerophosphodiester phosphodiesterase
OG01702	variably_essential	100.0	21	21	10	0.4166666666666667		ATP phosphoribosyltransferase regulatory subunit
OG01703	variably_essential	80.0	25	25	7	0.2258064516129032	cyaY	Frataxin homolog CyaY, facilitates iron supply for heme A synthesis or Fe-S cluster assembly
OG01704	variably_essential	80.95238095238095	21	16	8	0.4		transketolase
OG01705	variably_essential	92.85714285714286	28	26	5	0.15625	tdcD	acetate kinase
OG01706	never_essential	83.33333333333334	6	6	0	0.0		DUF3416 domain-containing protein
OG01707	variably_essential	100.0	21	21	4	0.1666666666666666	cbiD	cobalamin biosynthesis protein CbiD
OG01708	variably_essential	100.0	21	20	1	0.0384615384615384		putative hemolysin
OG01709	variably_essential	98.27586206896551	58	39	3	0.0681818181818181	leuA	2-isopropylmalate synthase
OG01710	variably_essential	84.0	25	25	1	0.0333333333333333	flgJ	flagellar assembly peptidoglycan hydrolase FlgJ
OG01711	never_essential	70.0	10	10	0	0.0		lipoprotein
OG01712	never_essential	70.0	10	9	0	0.0		transcriptional regulator of molybdate metabolism, LysR family
OG01713	variably_essential	81.25	16	14	1	0.0714285714285714		sensor histidine kinase
OG01714	variably_essential	92.14285714285714	140	38	32	0.6666666666666666	minD	antiactivator of flagellar biosynthesis FleN protein
OG01715	variably_essential	100.0	15	15	18	0.9473684210526316		NADH-quinone oxidoreductase, chain G
OG01716	variably_essential	91.30434782608695	23	19	1	0.04		chloride channel (RefSeq)
OG01717	variably_essential	88.57142857142857	35	24	7	0.2333333333333333	yaeR	Glyoxalase
OG01718	never_essential	85.71428571428571	14	14	0	0.0		Uncharacterized protein conserved in bacteria
OG01719	variably_essential	80.95238095238095	21	17	11	0.5238095238095238		5-carboxymethyl-2-hydroxymuconate isomerase
OG01720	variably_essential	100.0	7	6	1	0.125	wcaL	Glycosyl transferase, group 1 family protein
OG01721	never_essential	50.0	2	2	0	0.0		Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules
OG01722	variably_essential	100.0	19	19	18	0.75	yciM	lipopolysaccharide assembly protein LapB
OG01723	universally_essential	100.0	35	35	46	1.0	metK	S-adenosylmethionine synthetase (RefSeq)
OG01724	variably_essential	96.96969696969697	33	32	41	0.9761904761904762	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA
OG01725	variably_essential	66.66666666666666	3	3	1	0.25		cytochrome C oxidase subunit III
OG01726	never_essential	100.0	13	13	0	0.0		Sensor histidine kinase
OG01727	never_essential	97.05882352941177	34	28	0	0.0	ada	O-6-methylguanine DNA methyltransferase
OG01728	never_essential	0.0	3	3	0	0.0		type II secretion system protein E
OG01729	variably_essential	66.66666666666666	3	3	1	0.25		uncharacterized conserved small protein containing a coiled-coil domain
OG01730	never_essential	100.0	18	16	0	0.0		5-dehydro-4-deoxyglucarate dehydratase
OG01731	variably_essential	100.0	5	5	1	0.1428571428571428	yecA	conserved metal-binding protein (NCBI)
OG01732	never_essential	95.83333333333334	24	24	0	0.0	tpm	SAM-dependent methyltransferase
OG01733	variably_essential	66.66666666666666	3	3	1	0.2		Glycosyltransferase
OG01734	never_essential	66.66666666666666	9	9	0	0.0		conserved protein of unknown function
OG01735	variably_essential	93.93939393939394	33	33	2	0.0465116279069767	yfiH	polyphenol oxidase
OG01736	universally_essential	97.43589743589743	39	39	47	1.0	ileS	isoleucyl-tRNA synthetase (TIGR)
OG01737	variably_essential	94.87179487179486	39	39	3	0.0652173913043478	phoH	Phosphate starvation-inducible protein PhoH, predicted ATPase
OG01738	never_essential	91.66666666666666	12	12	0	0.0		3-hydroxyacyl-CoA dehydrogenase
OG01739	never_essential	100.0	27	27	0	0.0	ybiB	DNA-binding protein YbiB
OG01740	never_essential	71.42857142857143	14	11	0	0.0		transcriptional regulator, AraC family
OG01741	variably_essential	90.625	32	32	2	0.054054054054054	ppc	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
OG01742	variably_essential	100.0	34	34	4	0.0975609756097561	glnD	[protein-PII] uridylyltransferase
OG01743	never_essential	66.66666666666666	3	3	0	0.0		transcriptional regulator
OG01744	variably_essential	47.368421052631575	19	16	1	0.0588235294117647		major tail tube protein
OG01745	variably_essential	100.0	21	21	11	0.4074074074074074	hisG	ATP phosphoribosyltransferase
OG01746	never_essential	70.0	10	9	0	0.0		pyoverdine biosynthesis regulatory gene, putative
OG01747	variably_essential	66.66666666666666	3	3	2	0.5		ABC transporter permease
OG01748	variably_essential	96.42857142857143	28	27	5	0.1666666666666666	yqaA	probable membrane protein YPO3302
OG01749	never_essential	82.6086956521739	23	19	0	0.0		Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein
OG01750	variably_essential	100.0	23	23	15	0.5172413793103449	icd	isocitrate dehydrogenase
OG01751	variably_essential	100.0	5	5	4	0.8		hypothetical protein
OG01752	variably_essential	88.88888888888889	18	18	4	0.1818181818181818		3-hydroxylacyl-ACP dehydratase
OG01753	never_essential	96.15384615384616	26	26	0	0.0	pbpG	murein-DD-endopeptidase. Serine peptidase. MEROPS family S11
OG01754	never_essential	100.0	9	9	0	0.0		branched-chain amino acid ABC transporter permease
OG01755	variably_essential	84.61538461538461	13	13	3	0.2		transport-associated protein
OG01756	variably_essential	84.61538461538461	52	36	8	0.1904761904761904	purU	formyltetrahydrofolate deformylase
OG01757	variably_essential	100.0	11	10	9	0.6923076923076923		sodium:proton antiporter
OG01758	universally_essential	94.73684210526315	38	38	48	1.0	valS	valyl-tRNA synthetase (RefSeq)
OG01759	never_essential	50.0	4	3	0	0.0		maleylacetate reductase
OG01760	never_essential	25.0	4	4	0	0.0		DUF4123 domain-containing protein
OG01761	universally_essential	100.0	33	33	45	1.0	pheS	phenylalanyl-tRNA synthetase alpha chain
OG01762	variably_essential	100.0	38	38	2	0.0434782608695652	recN	DNA replication and repair protein RecN
OG01763	never_essential	94.11764705882352	17	11	0	0.0		spore coat protein U
OG01764	never_essential	97.05882352941177	34	18	0	0.0	aaeB	Fusaric acid resistance protein conserved region
OG01765	universally_essential	97.26027397260275	73	40	48	1.0	SelGGPS	geranyltranstransferase (RefSeq)
OG01766	never_essential	100.0	7	7	0	0.0		EAL domain-containing protein
OG01767	variably_essential	97.2972972972973	37	35	10	0.2272727272727272	moaE	Molybdenum cofactor biosynthesis protein MoaE
OG01768	variably_essential	96.0	25	25	5	0.1612903225806451	ypjD	Cytochrome c assembly protein
OG01769	never_essential	100.0	2	2	0	0.0		chemotaxis protein CheY
OG01770	variably_essential	97.22222222222221	36	35	33	0.717391304347826	purE	5-(carboxyamino)imidazole ribonucleotide mutase
OG01771	variably_essential	88.88888888888889	9	9	1	0.0909090909090909		CAAX amino terminal protease family protein
OG01772	never_essential	0.0	4	4	0	0.0		conserved protein of unknown function
OG01773	never_essential	50.0	4	4	0	0.0	ygiT	predicted DNA-binding transcriptional regulator (NCBI)
OG01775	never_essential	69.56521739130434	23	21	0	0.0		transcriptional regulator, MarR family with acetyltransferase activity
OG01777	variably_essential	90.0	10	10	8	0.6666666666666666		formyltransferase, methionyl-tRNA(fMet) N-formyltransferase
OG01778	variably_essential	100.0	33	32	44	0.9777777777777776	lpxA	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (NCBI ptt file)
OG01779	never_essential	100.0	2	2	0	0.0		Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)
OG01780	variably_essential	89.74358974358975	39	33	1	0.024390243902439	hemN	oxygen-independent coproporphyrinogen III oxidase
OG01781	never_essential	66.66666666666666	3	3	0	0.0		hypothetical protein
OG01782	variably_essential	98.46153846153847	65	40	6	0.125	ycbL	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)
OG01783	variably_essential	96.875	32	32	3	0.0833333333333333	ytfM	autotransporter secretion outer membrane protein TamA
OG01784	variably_essential	77.27272727272727	22	19	2	0.0833333333333333		2-keto-4-pentenoate hydratase
OG01785	variably_essential	92.5	40	35	6	0.15	grxC	glutaredoxin
OG01786	variably_essential	85.71428571428571	7	7	1	0.1111111111111111		polysaccharide deacetylase
OG01787	never_essential	100.0	6	6	0	0.0	yraQ	membrane protein
OG01788	never_essential	94.73684210526315	19	19	0	0.0		cytochrome C oxidase subunit I
OG01789	never_essential	100.0	6	6	0	0.0		Catalase
OG01790	variably_essential	100.0	6	6	1	0.1666666666666666		ribosome silencing factor
OG01791	variably_essential	96.875	32	24	8	0.2666666666666666	arnT	UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
OG01792	never_essential	80.0	5	5	0	0.0		amino acid/amide ABC transporter membrane protein 2, HAAT family
OG01793	universally_essential	96.875	32	32	43	1.0	tsf	Translation elongation factor Ts
OG01794	variably_essential	87.14285714285714	70	41	34	0.7083333333333334	topB	DNA topoisomerase III
OG01795	never_essential	85.71428571428571	7	7	0	0.0		MFS transporter
OG01796	variably_essential	100.0	30	30	11	0.2972972972972973	yafS	methyltransferase domain-containing protein
OG01797	variably_essential	100.0	35	35	32	0.7111111111111111	ruvC	Holliday junction resolvase
OG01798	variably_essential	93.33333333333333	15	15	1	0.0625	paaB	1,2-phenylacetyl-CoA epoxidase subunit B
OG01799	variably_essential	100.0	30	30	2	0.0512820512820512	apaG	Co2+/Mg2+ efflux protein ApaG
OG01800	universally_essential	94.44444444444444	36	36	45	1.0	dnaE	DNA polymerase III subunit alpha
OG01801	variably_essential	95.83333333333334	24	24	29	0.8529411764705882	mreD	rod shape-determining protein MreD
OG01802	variably_essential	94.73684210526315	19	19	2	0.0952380952380952		DNA ligase, ATP-dependent, PP_1105 family
OG01803	never_essential	89.13043478260869	46	25	0	0.0		putative sigma-54 dependent transcriptional regulator
OG01804	variably_essential	85.29411764705883	34	27	15	0.4285714285714285	yfbF	glycosyl transferase family 2 (RefSeq)
OG01805	variably_essential	97.36842105263158	38	37	21	0.4468085106382978	purF	amidophosphoribosyltransferase
OG01806	never_essential	83.33333333333334	6	6	0	0.0		FliM/FliN family flagellar motor switch protein
OG01807	variably_essential	90.9090909090909	11	11	2	0.1666666666666666		cytochrome C oxidase subunit II
OG01808	never_essential	80.0	5	5	0	0.0		hypothetical protein
OG01809	universally_essential	96.875	32	32	38	1.0	glnS	glutamine--tRNA ligase
OG01810	variably_essential	95.83333333333334	24	24	3	0.1034482758620689	ygdD	Protein of unknown function DUF423
OG01811	never_essential	93.75	32	32	0	0.0	yedY	protein-methionine-sulfoxide reductase catalytic subunit MsrP
OG01812	variably_essential	100.0	13	13	4	0.2222222222222222		DUF47 domain-containing protein
OG01813	variably_essential	89.47368421052632	19	18	4	0.1818181818181818		Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
OG01814	variably_essential	100.0	1	1	1	0.5		biotin-independent malonate decarboxylase subunit beta
OG01815	never_essential	100.0	4	4	0	0.0		two-component response regulator protein
OG01816	universally_essential	94.11764705882352	34	34	48	1.0	rplB	LSU ribosomal protein L2P
OG01817	variably_essential	96.42857142857143	28	28	4	0.1052631578947368	pccB-1	methylcrotonoyl-CoA carboxylase
OG01818	variably_essential	87.87878787878788	33	31	2	0.0512820512820512	flgF	flagellar biosynthesis protein FlgF
OG01819	variably_essential	100.0	37	36	2	0.0444444444444444	upp	uracil phosphoribosyltransferase
OG01820	variably_essential	96.15384615384616	26	26	1	0.0303030303030303	fliL	flagellar basal body-associated protein FliL (RefSeq)
OG01821	variably_essential	95.65217391304348	23	22	1	0.0416666666666666	gudD	glucarate dehydratase
OG01822	variably_essential	94.73684210526315	38	24	2	0.0689655172413793	cheV-1	response regulator receiver modulated CheW protein (RefSeq)
OG01823	variably_essential	93.33333333333333	30	30	25	0.6410256410256411	fbp	class 1 fructose-bisphosphatase
OG01824	variably_essential	94.44444444444444	18	18	7	0.2058823529411764	yidD	membrane protein insertion efficiency factor YidD
OG01825	never_essential	88.23529411764706	17	17	0	0.0		membrane protein
OG01826	never_essential	66.66666666666666	3	3	0	0.0		membrane protein, putative
OG01827	variably_essential	81.81818181818183	22	16	3	0.1578947368421052		ATPase
OG01828	never_essential	100.0	13	13	0	0.0		Similar to ribosomal large subunit pseudouridine synthase A
OG01829	variably_essential	91.42857142857143	35	35	45	0.9782608695652174	serS	seryl-tRNA synthetase (RefSeq)
OG01830	never_essential	72.22222222222221	18	15	0	0.0		Uncharacterized conserved protein, DUF2147 family
