genome_id	environment	t3ss_type	biofilm_type	pel_count	psl_count	exoS	exoT	exoU	exoY	gacS	ladS	pelA	pelB	pelC	pelD	pelE	pelF	pelG	pslA	pslC	pslD	pslE	pslF	pslG	pslH	pslI	pslJ	pslK	pslL	retS
RS_GCF_001035445.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035465.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035485.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035495.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035525.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035535.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035565.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035575.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035605.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035625.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035635.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035645.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035685.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035705.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035715.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035725.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035765.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035785.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035795.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035805.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035845.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035865.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035875.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035885.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035925.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035945.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035955.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001035975.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036005.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036025.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036035.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036065.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036105.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
RS_GCF_001036115.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036145.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036155.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036185.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036195.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036225.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036235.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036255.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036265.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036305.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
RS_GCF_001036335.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036355.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036385.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036405.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036415.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036425.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036465.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036485.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036495.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036505.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036545.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036565.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036575.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036585.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036605.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036645.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036655.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036675.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036685.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036725.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036735.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036765.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036775.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036805.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036815.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036825.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036835.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036885.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036895.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036905.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	9	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
RS_GCF_001036915.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	10	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
RS_GCF_001036965.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036975.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001036985.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	5	9	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1
RS_GCF_001037025.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037045.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
RS_GCF_001037055.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037065.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037105.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	9	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
RS_GCF_001037125.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	9	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
RS_GCF_001037145.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	8	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1
RS_GCF_001037165.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037185.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037195.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037225.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037235.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037265.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	9	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
RS_GCF_001037275.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
RS_GCF_001037305.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037315.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037345.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037355.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037385.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001037395.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001039325.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001045685.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001051345.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001060185.1	Unknown	ExoU+ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001060435.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001060735.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001061475.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001061585.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	9	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
RS_GCF_001061875.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001061895.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001062565.1	Unknown	ExoS+	Pel-only (PA14-like)	7	2	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
RS_GCF_001062835.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	9	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
RS_GCF_001062995.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001063005.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001063225.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001063795.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	6	9	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
RS_GCF_001063865.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	6	9	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0
RS_GCF_001064305.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001064905.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001065035.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001065075.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001065395.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001065515.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	7	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
RS_GCF_001065755.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	10	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
RS_GCF_001065925.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001066075.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
RS_GCF_001066185.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001066615.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001066625.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001066645.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001066895.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001067065.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001067105.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001067395.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
RS_GCF_001067725.1	Unknown	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001067795.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001067875.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001067935.1	Unknown	ExoU+	Psl-only	1	10	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1
RS_GCF_001067965.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001068115.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_001068165.1	Unknown	ExoU+	Psl-only	1	10	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1
RS_GCF_001068295.1	Unknown	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
