orgId	locusId	gene_cluster_id	gtdb_species_clade_id	pident	evalue	bitscore	is_core	is_auxiliary	is_singleton	cluster_id	kegg_ko
pseudo13_GW456_L13	PfGW456L13_357	NZ_NIWT01000006.1_191	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.6	3.28e-179	495.0	True	False	False	NZ_NIWT01000006.1_191	K02030
pseudo13_GW456_L13	PfGW456L13_377	NZ_JAGYFW010000035.1_15	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	6.62e-178	491.0	True	False	False	NZ_JAGYFW010000035.1_15	K02030
pseudo13_GW456_L13	PfGW456L13_3888	NZ_JAHUWM010000010.1_222	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.4	0.0	957.0	False	True	False	NZ_JAHUWM010000010.1_222	K19294
pseudo13_GW456_L13	PfGW456L13_3910	NZ_CABVIT010000003.1_97	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.7	7.460000000000001e-213	586.0	True	False	False	NZ_CABVIT010000003.1_97	K10440
pseudo13_GW456_L13	PfGW456L13_3911	NZ_LKBJ01000002.1_3905	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	0.0	994.0	True	False	False	NZ_LKBJ01000002.1_3905	K10441
pseudo13_GW456_L13	PfGW456L13_3912	NZ_LKBJ01000002.1_3906	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	2.64e-206	568.0	True	False	False	NZ_LKBJ01000002.1_3906	K10439
pseudo13_GW456_L13	PfGW456L13_3940	NZ_JAGYGE010000020.1_25	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.5	4.02e-145	405.0	True	False	False	NZ_JAGYGE010000020.1_25	K01817
pseudo13_GW456_L13	PfGW456L13_4078	NZ_JAGYGG010000018.1_109	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	97.7	2.51e-190	524.0	False	True	False	NZ_JAGYGG010000018.1_109	K02030
pseudo13_GW456_L13	PfGW456L13_4217	NZ_JAHBDA010000063.1_7	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.4	9.08e-212	583.0	True	False	False	NZ_JAHBDA010000063.1_7	K03453
pseudo13_GW456_L13	PfGW456L13_4517	NZ_JAGYGG010000037.1_51	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	0.0	1085.0	True	False	False	NZ_JAGYGG010000037.1_51	K00278
pseudo13_GW456_L13	PfGW456L13_4566	NZ_JAHBCP010000114.1_14	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.5	4.8999999999999996e-138	387.0	True	False	False	NZ_JAHBCP010000114.1_14	K03744
pseudo13_GW456_L13	PfGW456L13_457	NZ_JAHBCO010000033.1_25	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.5	0.0	1935.0	True	False	False	NZ_JAHBCO010000033.1_25	K18303
pseudo13_GW456_L13	PfGW456L13_4586	NZ_JACNDZ010000042.1_26	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.1	7.9e-318	862.0	True	False	False	NZ_JACNDZ010000042.1_26	K01857
pseudo13_GW456_L13	PfGW456L13_4681	NZ_JACNDX010000037.1_7	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	98.9	7.35e-216	590.0	True	False	False	NZ_JACNDX010000037.1_7	K01070
pseudo13_GW456_L13	PfGW456L13_4730	NZ_CP019398.1_1065	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.9	0.0	1924.0	True	False	False	NZ_CP019398.1_1065	K18303
pseudo13_GW456_L13	PfGW456L13_4801	NZ_JACNAP010000006.1_43	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	97.3	9.01e-182	502.0	True	False	False	NZ_JACNAP010000006.1_43	K07229
pseudo13_GW456_L13	PfGW456L13_4830	NZ_NIWT01000004.1_322	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.7	4.6e-272	739.0	True	False	False	NZ_NIWT01000004.1_322	K01443
pseudo13_GW456_L13	PfGW456L13_5082	NZ_JAHBCQ010000092.1_146	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	5.25e-196	540.0	True	False	False	NZ_JAHBCQ010000092.1_146	K00767
pseudo13_GW456_L13	PfGW456L13_590	NZ_LKBJ01000002.1_577	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	4.69e-151	421.0	True	False	False	NZ_LKBJ01000002.1_577	K03673
pseudo13_GW456_L13	PfGW456L13_752	NZ_CP019398.1_5514	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.8	4.13e-312	846.0	True	False	False	NZ_CP019398.1_5514	K03762
pseudo13_GW456_L13	PfGW456L13_879	NZ_JAHUWM010000002.1_346	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	5.210000000000001e-181	500.0	True	False	False	NZ_JAHUWM010000002.1_346	K02030
pseudo13_GW456_L13	PfGW456L13_900	NZ_CP019398.1_5354	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	4.93e-243	663.0	True	False	False	NZ_CP019398.1_5354	K02012
pseudo13_GW456_L13	PfGW456L13_939	NZ_CABVHB010000036.1_42	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	98.1	1.21e-156	434.0	True	False	False	NZ_CABVHB010000036.1_42	K07394
pseudo1_N1B4	Pf1N1B4_1110	NZ_JACNDV010000001.1_176	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	4.24e-217	595.0	True	False	False	NZ_JACNDV010000001.1_176	K01707
pseudo1_N1B4	Pf1N1B4_1404	NZ_JACVBI010000011.1_153	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.1	9.16e-240	655.0	True	False	False	NZ_JACVBI010000011.1_153	K02012
pseudo1_N1B4	Pf1N1B4_1589	NZ_JACNDV010000001.1_5325	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	4.61e-137	383.0	True	False	False	NZ_JACNDV010000001.1_5325	K09975
pseudo1_N1B4	Pf1N1B4_1622	NZ_LUKJ01000003.1_1641	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	3.28e-179	495.0	True	False	False	NZ_LUKJ01000003.1_1641	K02030
pseudo1_N1B4	Pf1N1B4_1624	NZ_JACNDV010000001.1_5293	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	9.41e-176	486.0	True	False	False	NZ_JACNDV010000001.1_5293	K01817
pseudo1_N1B4	Pf1N1B4_1641	NZ_JACNDV010000001.1_5276	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	2.14e-178	493.0	True	False	False	NZ_JACNDV010000001.1_5276	K02030
pseudo1_N1B4	Pf1N1B4_1706	NZ_JACNDV010000001.1_5212	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	1934.0	True	False	False	NZ_JACNDV010000001.1_5212	K18303
pseudo1_N1B4	Pf1N1B4_1710	NZ_LUKJ01000003.1_1728	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.0800000000000001e-209	575.0	False	True	False	NZ_LUKJ01000003.1_1728	K02030
pseudo1_N1B4	Pf1N1B4_1879	NZ_LUKJ01000003.1_1896	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	4.51e-149	416.0	True	False	False	NZ_LUKJ01000003.1_1896	K03673
pseudo1_N1B4	Pf1N1B4_2013	NZ_JACNDV010000001.1_4910	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.6	2.51e-194	535.0	True	False	False	NZ_JACNDV010000001.1_4910	K02030
pseudo1_N1B4	Pf1N1B4_2033	NZ_JACNDV010000001.1_4890	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.38e-310	842.0	True	False	False	NZ_JACNDV010000001.1_4890	K03762
pseudo1_N1B4	Pf1N1B4_2134	NZ_JACVBI010000007.1_52	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	95.0	0.0	961.0	True	False	False	NZ_JACVBI010000007.1_52	K06132
pseudo1_N1B4	Pf1N1B4_2213	NZ_AKJE01000112.1_30	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.6	5.210000000000001e-181	500.0	True	False	False	NZ_AKJE01000112.1_30	K02030
pseudo1_N1B4	Pf1N1B4_2232	NZ_LUKJ01000003.1_2252	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.72e-243	664.0	True	False	False	NZ_LUKJ01000003.1_2252	K02012
pseudo1_N1B4	Pf1N1B4_2268	NZ_JACVBI010000006.1_289	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	97.6	2.73e-153	426.0	True	False	False	NZ_JACVBI010000006.1_289	K07394
pseudo1_N1B4	Pf1N1B4_2295	NZ_JACNDV010000001.1_4623	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	6.800000000000001e-249	679.0	True	False	False	NZ_JACNDV010000001.1_4623	K02012
pseudo1_N1B4	Pf1N1B4_2383	NZ_JAHUWR010000002.1_178	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	98.5	6.41e-187	516.0	True	False	False	NZ_JAHUWR010000002.1_178	K02030
pseudo1_N1B4	Pf1N1B4_2409	NZ_JAHUWR010000002.1_148	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	96.7	4.810000000000001e-169	469.0	True	False	False	NZ_JAHUWR010000002.1_148	K02030
pseudo1_N1B4	Pf1N1B4_2656	NZ_JACNDV010000001.1_4272	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	2.02e-179	495.0	True	False	False	NZ_JACNDV010000001.1_4272	K02030
pseudo1_N1B4	Pf1N1B4_2686	NZ_JAHUWR010000008.1_193	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	93.2	1.56e-294	802.0	True	False	False	NZ_JAHUWR010000008.1_193	K19302
pseudo1_N1B4	Pf1N1B4_2967	NZ_MOBL01000002.1_140	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	97.6	1.63e-150	419.0	True	False	False	NZ_MOBL01000002.1_140	K07018
pseudo1_N1B4	Pf1N1B4_30	NZ_AKJE01000111.1_147	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	1932.0	False	True	False	NZ_AKJE01000111.1_147	K18303
pseudo1_N1B4	Pf1N1B4_3063	NZ_AKJE01000034.1_28	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.4	0.0	1932.0	True	False	False	NZ_AKJE01000034.1_28	K18303
pseudo1_N1B4	Pf1N1B4_3109	NZ_JAHUWR010000006.1_323	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.6	2.99e-215	588.0	True	False	False	NZ_JAHUWR010000006.1_323	K01070
pseudo1_N1B4	Pf1N1B4_3237	NZ_JACNDV010000001.1_3694	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	875.0	True	False	False	NZ_JACNDV010000001.1_3694	K01857
pseudo1_N1B4	Pf1N1B4_3262	NZ_JACNDV010000001.1_3669	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	2.63e-143	400.0	True	False	False	NZ_JACNDV010000001.1_3669	K03744
pseudo1_N1B4	Pf1N1B4_3322	NZ_JAHUWR010000006.1_132	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	1087.0	True	False	False	NZ_JAHUWR010000006.1_132	K00278
pseudo1_N1B4	Pf1N1B4_3660	NZ_JACNDV010000001.1_3281	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	2.16e-193	531.0	True	False	False	NZ_JACNDV010000001.1_3281	K01816
pseudo1_N1B4	Pf1N1B4_3730	NZ_JACVBI010000010.1_263	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.3500000000000002e-213	588.0	True	False	False	NZ_JACVBI010000010.1_263	K03453
pseudo1_N1B4	Pf1N1B4_3861	NZ_LUKJ01000003.1_3858	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	7.19e-181	499.0	False	True	False	NZ_LUKJ01000003.1_3858	K02030
pseudo1_N1B4	Pf1N1B4_3923	NZ_JACVBI010000001.1_113	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	4.47e-163	452.0	True	False	False	NZ_JACVBI010000001.1_113	K09810
pseudo1_N1B4	Pf1N1B4_4019	NZ_LUKJ01000003.1_4014	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	9.53e-266	726.0	False	True	False	NZ_LUKJ01000003.1_4014	K15727
pseudo1_N1B4	Pf1N1B4_409	NZ_AKJE01000013.1_43	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.4	1.66e-219	603.0	True	False	False	NZ_AKJE01000013.1_43	K10440
pseudo1_N1B4	Pf1N1B4_4095	NZ_AKJE01000097.1_19	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.4	5.43e-240	656.0	True	False	False	NZ_AKJE01000097.1_19	K05499
pseudo1_N1B4	Pf1N1B4_410	NZ_AKJE01000013.1_42	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.2	0.0	988.0	True	False	False	NZ_AKJE01000013.1_42	K10441
pseudo1_N1B4	Pf1N1B4_4285	NZ_JAHUWR010000001.1_828	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	2.44e-214	588.0	True	False	False	NZ_JAHUWR010000001.1_828	K10439
pseudo1_N1B4	Pf1N1B4_4387	NZ_JACNDV010000001.1_2545	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.3999999999999998e-190	525.0	False	True	False	NZ_JACNDV010000001.1_2545	K01816
pseudo1_N1B4	Pf1N1B4_4422	NZ_LUKJ01000003.1_4425	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.64e-198	546.0	False	True	False	NZ_LUKJ01000003.1_4425	K02030
pseudo1_N1B4	Pf1N1B4_4423	NZ_JACNDV010000001.1_2510	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	4.92e-206	565.0	False	True	False	NZ_JACNDV010000001.1_2510	K02030
pseudo1_N1B4	Pf1N1B4_4682	NZ_LUKJ01000003.1_4681	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	1506.0	True	False	False	NZ_LUKJ01000003.1_4681	K01214
pseudo1_N1B4	Pf1N1B4_4803	NZ_AKJE01000051.1_48	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.2	9.13e-185	510.0	True	False	False	NZ_AKJE01000051.1_48	K02030
pseudo1_N1B4	Pf1N1B4_4827	NZ_AKJE01000051.1_20	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.0	3.1400000000000004e-226	619.0	True	False	False	NZ_AKJE01000051.1_20	K04033
pseudo1_N1B4	Pf1N1B4_4867	NZ_MOBL01000010.1_20	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	97.9	1.16e-232	640.0	True	False	False	NZ_MOBL01000010.1_20	K10439
pseudo1_N1B4	Pf1N1B4_4995	NZ_JACVBI010000005.1_222	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	95.8	5.1e-211	580.0	True	False	False	NZ_JACVBI010000005.1_222	K02030
pseudo1_N1B4	Pf1N1B4_5	NZ_AKJE01000111.1_126	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	97.8	7.729999999999999e-23	88.2	False	True	False	NZ_AKJE01000111.1_126	K01817
pseudo1_N1B4	Pf1N1B4_5580	NZ_JACNDV010000001.1_1775	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.54e-297	809.0	True	False	False	NZ_JACNDV010000001.1_1775	K19294
pseudo1_N1B4	Pf1N1B4_5585	NZ_JACNDV010000001.1_1770	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.7	1.53e-213	587.0	False	True	False	NZ_JACNDV010000001.1_1770	K02623
pseudo1_N1B4	Pf1N1B4_5645	NZ_JAHUWR010000003.1_69	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	98.2	1.91e-200	551.0	True	False	False	NZ_JAHUWR010000003.1_69	K02030
pseudo1_N1B4	Pf1N1B4_5716	NZ_AKJE01000002.1_126	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.6	0.0	1951.0	True	False	False	NZ_AKJE01000002.1_126	K18303
pseudo1_N1B4	Pf1N1B4_5844	NZ_MOBL01000024.1_68	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.2	1.1900000000000002e-185	512.0	True	False	False	NZ_MOBL01000024.1_68	K02030
pseudo1_N1B4	Pf1N1B4_5847	NZ_AKJE01000075.1_62	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.7	1.51e-232	636.0	True	False	False	NZ_AKJE01000075.1_62	K13633
pseudo1_N1B4	Pf1N1B4_5970	NZ_AKJE01000043.1_20	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	4.680000000000001e-194	534.0	True	False	False	NZ_AKJE01000043.1_20	K02030
pseudo1_N1B4	Pf1N1B4_6011	NZ_JACNDV010000001.1_1303	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	99.9	0.0	3001.0	False	True	False	NZ_JACNDV010000001.1_1303	K06877
pseudo1_N1B4	Pf1N1B4_6033	NZ_JACNDV010000001.1_1326	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	8.7e-212	583.0	True	False	False	NZ_JACNDV010000001.1_1326	K10440
pseudo1_N1B4	Pf1N1B4_6034	NZ_JACNDV010000001.1_1327	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	991.0	True	False	False	NZ_JACNDV010000001.1_1327	K10441
pseudo1_N1B4	Pf1N1B4_6035	NZ_JACNDV010000001.1_1328	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.3000000000000002e-214	590.0	True	False	False	NZ_JACNDV010000001.1_1328	K10439
pseudo1_N1B4	Pf1N1B4_653	NZ_JACNDV010000001.1_629	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.26e-136	382.0	True	False	False	NZ_JACNDV010000001.1_629	K00798
pseudo1_N1B4	Pf1N1B4_815	NZ_JACNDV010000001.1_461	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	1.76e-190	525.0	True	False	False	NZ_JACNDV010000001.1_461	K07229
pseudo1_N1B4	Pf1N1B4_990	NZ_AKJE01000035.1_34	s__Pseudomonas_E_sp000282495--RS_GCF_000282495.1	100.0	0.0	1049.0	True	False	False	NZ_AKJE01000035.1_34	K19294
pseudo3_N2E3	AO353_00370	NZ_JACNBT010000013.1_120	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.2200000000000006e-163	453.0	True	False	False	NZ_JACNBT010000013.1_120	K09810
pseudo3_N2E3	AO353_00480	NZ_JACNDW010000009.1_98	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	6.75e-119	337.0	True	False	False	NZ_JACNDW010000009.1_98	K03744
pseudo3_N2E3	AO353_00690	NZ_JACNBT010000013.1_56	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	1.91e-183	506.0	True	False	False	NZ_JACNBT010000013.1_56	K02030
pseudo3_N2E3	AO353_01925	NZ_PPSH01000033.1_1	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.16e-193	531.0	True	False	False	NZ_PPSH01000033.1_1	K01816
pseudo3_N2E3	AO353_02520	NZ_POGY01000043.1_38	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	4.5000000000000004e-212	584.0	True	False	False	NZ_POGY01000043.1_38	K03453
pseudo3_N2E3	AO353_03655	NZ_JACNAZ010000024.1_57	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	7.32e-136	380.0	True	False	False	NZ_JACNAZ010000024.1_57	K00798
pseudo3_N2E3	AO353_04450	NZ_JACNCC010000038.1_7	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	1.1799999999999999e-274	746.0	True	False	False	NZ_JACNCC010000038.1_7	K01443
pseudo3_N2E3	AO353_04720	NZ_POGY01000030.1_8	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	0.0	1041.0	True	False	False	NZ_POGY01000030.1_8	K19294
pseudo3_N2E3	AO353_05305	NZ_POGZ01000007.1_105	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.1e-217	596.0	True	False	False	NZ_POGZ01000007.1_105	K01707
pseudo3_N2E3	AO353_05520	NZ_CP012830.1_1104	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	3.69e-196	540.0	True	False	False	NZ_CP012830.1_1104	K00767
pseudo3_N2E3	AO353_05775	NZ_JACNBX010000043.1_30	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	99.8	6.67e-316	857.0	True	False	False	NZ_JACNBX010000043.1_30	K03762
pseudo3_N2E3	AO353_06030	NZ_JACNDR010000001.1_4865	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	8.69e-187	515.0	True	False	False	NZ_JACNDR010000001.1_4865	K02030
pseudo3_N2E3	AO353_06505	POHI01000008.1_117	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	6.28e-317	859.0	True	False	False	POHI01000008.1_117	K19302
pseudo3_N2E3	AO353_06680	NZ_POHK01000009.1_81	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	5.49e-187	514.0	True	False	False	NZ_POHK01000009.1_81	K02030
pseudo3_N2E3	AO353_07865	NZ_JACNBQ010000005.1_8	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	4.48e-174	481.0	True	False	False	NZ_JACNBQ010000005.1_8	K02030
pseudo3_N2E3	AO353_08025	NZ_JACNBQ010000005.1_40	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	3.7100000000000004e-195	537.0	True	False	False	NZ_JACNBQ010000005.1_40	K02030
pseudo3_N2E3	AO353_08360	NZ_POGY01000002.1_246	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	0.0	922.0	True	False	False	NZ_POGY01000002.1_246	K19294
pseudo3_N2E3	AO353_08400	NZ_PPSH01000014.1_99	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	99.1	3.2300000000000004e-247	674.0	True	False	False	NZ_PPSH01000014.1_99	K02012
pseudo3_N2E3	AO353_08435	NZ_POHM01000001.1_261	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	99.5	3.07e-135	379.0	True	False	False	NZ_POHM01000001.1_261	K19302
pseudo3_N2E3	AO353_08530	NZ_POHC01000005.1_141	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.54e-158	439.0	True	False	False	NZ_POHC01000005.1_141	K07394
pseudo3_N2E3	AO353_08745	NZ_POHM01000001.1_325	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	7.57e-242	660.0	True	False	False	NZ_POHM01000001.1_325	K02012
pseudo3_N2E3	AO353_08860	NZ_JACNCB010000014.1_34	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.69e-183	506.0	True	False	False	NZ_JACNCB010000014.1_34	K02030
pseudo3_N2E3	AO353_09185	NZ_POHE01000040.1_33	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	99.8	0.0	1030.0	True	False	False	NZ_POHE01000040.1_33	K06132
pseudo3_N2E3	AO353_09910	POHB01000003.1_243	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.39e-311	844.0	True	False	False	POHB01000003.1_243	K03762
pseudo3_N2E3	AO353_10015	NZ_PPSH01000002.1_102	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	98.2	8.39e-193	531.0	True	False	False	NZ_PPSH01000002.1_102	K02030
pseudo3_N2E3	AO353_10950	NZ_POHM01000002.1_34	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	3.87e-148	413.0	True	False	False	NZ_POHM01000002.1_34	K03673
pseudo3_N2E3	AO353_11615	NZ_PPSE01000025.1_75	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	98.6	6.68e-205	563.0	True	False	False	NZ_PPSE01000025.1_75	K02030
pseudo3_N2E3	AO353_11995	NZ_POHL01000006.1_78	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	3.99e-180	497.0	True	False	False	NZ_POHL01000006.1_78	K02030
pseudo3_N2E3	AO353_12085	NZ_POHK01000019.1_28	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	1.34e-175	485.0	True	False	False	NZ_POHK01000019.1_28	K01817
pseudo3_N2E3	AO353_12095	NZ_POHA01000004.1_72	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	5.22e-176	487.0	True	False	False	NZ_POHA01000004.1_72	K02030
pseudo3_N2E3	AO353_12245	NZ_JACNAZ010000001.1_131	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	7.08e-137	383.0	True	False	False	NZ_JACNAZ010000001.1_131	K09975
pseudo3_N2E3	AO353_12320	NZ_POHF01000002.1_104	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	6.41e-193	531.0	True	False	False	NZ_POHF01000002.1_104	K02030
pseudo3_N2E3	AO353_13185	NZ_POHN01000013.1_73	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	9.16e-240	655.0	True	False	False	NZ_POHN01000013.1_73	K02012
pseudo3_N2E3	AO353_14900	NZ_POHK01000022.1_38	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	1.2899999999999999e-191	528.0	True	False	False	NZ_POHK01000022.1_38	K02030
pseudo3_N2E3	AO353_15110	NZ_POHE01000006.1_187	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	1.84e-314	853.0	True	False	False	NZ_POHE01000006.1_187	K03762
pseudo3_N2E3	AO353_15175	NZ_POHD01000021.1_100	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	3.18e-152	423.0	True	False	False	NZ_POHD01000021.1_100	K07018
pseudo3_N2E3	AO353_16065	NZ_POHE01000032.1_16	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	1.39e-185	512.0	True	False	False	NZ_POHE01000032.1_16	K07229
pseudo3_N2E3	AO353_16365	NZ_POGY01000006.1_181	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	0.0	1929.0	True	False	False	NZ_POGY01000006.1_181	K18303
pseudo3_N2E3	AO353_16585	NZ_PPSH01000005.1_136	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	99.6	1.09e-217	595.0	True	False	False	NZ_PPSH01000005.1_136	K01070
pseudo3_N2E3	AO353_17225	NZ_JACNBQ010000035.1_51	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	0.0	870.0	True	False	False	NZ_JACNBQ010000035.1_51	K01857
pseudo3_N2E3	AO353_17380	NZ_JACNBR010000046.1_18	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	2.73e-140	392.0	True	False	False	NZ_JACNBR010000046.1_18	K03744
pseudo3_N2E3	AO353_17620	NZ_JACNBO010000004.1_51	s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1	100.0	0.0	1086.0	True	False	False	NZ_JACNBO010000004.1_51	K00278
