berdl_cluster_id,adp1_cluster_id,is_core,is_auxiliary,is_singleton
NZ_AMIC01000051.1_9,NHSXFYEX_mmseqsCluster_0267,False,True,True
NZ_AMIC01000052.1_1,NHSXFYEX_mmseqsCluster_0824,False,True,True
NZ_AMIC01000052.1_23,NHSXFYEX_mmseqsCluster_0922,True,False,False
NZ_AMIC01000052.1_24,NHSXFYEX_mmseqsCluster_1601,True,False,False
NZ_AMIC01000052.1_25,NHSXFYEX_mmseqsCluster_2978,True,False,False
NZ_AMIC01000052.1_26,NHSXFYEX_mmseqsCluster_3993,True,False,False
NZ_AMIC01000052.1_57,NHSXFYEX_mmseqsCluster_2629,True,False,False
NZ_AMIC01000053.1_110,NHSXFYEX_mmseqsCluster_0218,True,False,False
NZ_AMIC01000053.1_111,NHSXFYEX_mmseqsCluster_1078,True,False,False
NZ_AMIC01000053.1_112,NHSXFYEX_mmseqsCluster_0574,True,False,False
NZ_AMIC01000053.1_116,NHSXFYEX_mmseqsCluster_0531,True,False,False
NZ_AMIC01000053.1_117,NHSXFYEX_mmseqsCluster_2696,True,False,False
NZ_AMIC01000053.1_119,NHSXFYEX_mmseqsCluster_1750,True,False,False
NZ_AMIC01000053.1_14,NHSXFYEX_mmseqsCluster_1405,True,False,False
NZ_AMIC01000053.1_142,NHSXFYEX_mmseqsCluster_3929,True,False,False
NZ_AMIC01000053.1_143,NHSXFYEX_mmseqsCluster_3344,True,False,False
NZ_AMIC01000053.1_144,NHSXFYEX_mmseqsCluster_2048,True,False,False
NZ_AMIC01000053.1_145,NHSXFYEX_mmseqsCluster_2982,True,False,False
NZ_AMIC01000053.1_15,NHSXFYEX_mmseqsCluster_1743,True,False,False
NZ_AMIC01000053.1_150,NHSXFYEX_mmseqsCluster_1930,True,False,False
NZ_AMIC01000053.1_151,NHSXFYEX_mmseqsCluster_1493,True,False,False
NZ_AMIC01000053.1_16,NHSXFYEX_mmseqsCluster_0293,True,False,False
NZ_AMIC01000053.1_17,NHSXFYEX_mmseqsCluster_1070,True,False,False
NZ_AMIC01000053.1_174,NHSXFYEX_mmseqsCluster_2753,True,False,False
NZ_AMIC01000053.1_176,NHSXFYEX_mmseqsCluster_0954,True,False,False
NZ_AMIC01000053.1_177,NHSXFYEX_mmseqsCluster_2959,True,False,False
NZ_AMIC01000053.1_178,NHSXFYEX_mmseqsCluster_3101,True,False,False
NZ_AMIC01000053.1_179,NHSXFYEX_mmseqsCluster_0878,True,False,False
NZ_AMIC01000053.1_18,NHSXFYEX_mmseqsCluster_1981,True,False,False
NZ_AMIC01000053.1_180,NHSXFYEX_mmseqsCluster_3146,True,False,False
NZ_AMIC01000053.1_19,NHSXFYEX_mmseqsCluster_1866,True,False,False
NZ_AMIC01000053.1_20,NHSXFYEX_mmseqsCluster_1426,True,False,False
NZ_AMIC01000053.1_206,NHSXFYEX_mmseqsCluster_2569,True,False,False
NZ_AMIC01000053.1_207,NHSXFYEX_mmseqsCluster_1967,True,False,False
NZ_AMIC01000053.1_208,NHSXFYEX_mmseqsCluster_3545,True,False,False
NZ_AMIC01000053.1_209,NHSXFYEX_mmseqsCluster_1460,True,False,False
NZ_AMIC01000053.1_21,NHSXFYEX_mmseqsCluster_0870,True,False,False
NZ_AMIC01000053.1_210,NHSXFYEX_mmseqsCluster_3009,True,False,False
NZ_AMIC01000053.1_211,NHSXFYEX_mmseqsCluster_3025,True,False,False
NZ_AMIC01000053.1_22,NHSXFYEX_mmseqsCluster_1974,True,False,False
NZ_AMIC01000053.1_238,NHSXFYEX_mmseqsCluster_3071,True,False,False
NZ_AMIC01000053.1_239,NHSXFYEX_mmseqsCluster_4044,True,False,False
NZ_AMIC01000053.1_240,NHSXFYEX_mmseqsCluster_0882,True,False,False
NZ_AMIC01000053.1_241,NHSXFYEX_mmseqsCluster_0194,True,False,False
NZ_AMIC01000053.1_270,NHSXFYEX_mmseqsCluster_0799,True,False,False
NZ_AMIC01000053.1_271,NHSXFYEX_mmseqsCluster_2884,True,False,False
NZ_AMIC01000053.1_272,NHSXFYEX_mmseqsCluster_3734,True,False,False
NZ_AMIC01000053.1_273,NHSXFYEX_mmseqsCluster_3820,True,False,False
NZ_AMIC01000053.1_274,NHSXFYEX_mmseqsCluster_1869,True,False,False
NZ_AMIC01000053.1_275,NHSXFYEX_mmseqsCluster_2884,True,False,False
NZ_AMIC01000053.1_277,NHSXFYEX_mmseqsCluster_1872,True,False,False
NZ_AMIC01000053.1_278,NHSXFYEX_mmseqsCluster_2800,True,False,False
NZ_AMIC01000053.1_279,NHSXFYEX_mmseqsCluster_3715,True,False,False
NZ_AMIC01000053.1_280,NHSXFYEX_mmseqsCluster_3533,True,False,False
NZ_AMIC01000053.1_302,NHSXFYEX_mmseqsCluster_0840,True,False,False
NZ_AMIC01000053.1_303,NHSXFYEX_mmseqsCluster_2306,True,False,False
NZ_AMIC01000053.1_304,NHSXFYEX_mmseqsCluster_0909,True,False,False
NZ_AMIC01000053.1_305,NHSXFYEX_mmseqsCluster_0355,True,False,False
NZ_AMIC01000053.1_306,NHSXFYEX_mmseqsCluster_3660,True,False,False
NZ_AMIC01000053.1_307,NHSXFYEX_mmseqsCluster_0185,True,False,False
NZ_AMIC01000053.1_308,NHSXFYEX_mmseqsCluster_2196,True,False,False
NZ_AMIC01000053.1_309,NHSXFYEX_mmseqsCluster_2886,True,False,False
NZ_AMIC01000053.1_310,NHSXFYEX_mmseqsCluster_2437,True,False,False
NZ_AMIC01000053.1_311,NHSXFYEX_mmseqsCluster_3924,True,False,False
NZ_AMIC01000053.1_312,NHSXFYEX_mmseqsCluster_2287,True,False,False
NZ_AMIC01000053.1_334,NHSXFYEX_mmseqsCluster_0320,True,False,False
NZ_AMIC01000053.1_335,NHSXFYEX_mmseqsCluster_2891,False,True,True
NZ_AMIC01000053.1_46,NHSXFYEX_mmseqsCluster_0940,True,False,False
NZ_AMIC01000053.1_47,NHSXFYEX_mmseqsCluster_3114,True,False,False
NZ_AMIC01000053.1_48,NHSXFYEX_mmseqsCluster_3114,True,False,False
NZ_AMIC01000053.1_49,NHSXFYEX_mmseqsCluster_2276,True,False,False
NZ_AMIC01000053.1_50,NHSXFYEX_mmseqsCluster_0684,True,False,False
NZ_AMIC01000053.1_51,NHSXFYEX_mmseqsCluster_0297,True,False,False
NZ_AMIC01000053.1_52,NHSXFYEX_mmseqsCluster_1850,True,False,False
NZ_AMIC01000053.1_53,NHSXFYEX_mmseqsCluster_1651,True,False,False
NZ_AMIC01000053.1_54,NHSXFYEX_mmseqsCluster_1050,True,False,False
NZ_AMIC01000053.1_55,NHSXFYEX_mmseqsCluster_0167,True,False,False
NZ_AMIC01000053.1_78,NHSXFYEX_mmseqsCluster_2679,True,False,False
NZ_AMIC01000053.1_79,NHSXFYEX_mmseqsCluster_2807,True,False,False
NZ_AMIC01000053.1_80,NHSXFYEX_mmseqsCluster_3641,True,False,False
NZ_AMIC01000053.1_81,NHSXFYEX_mmseqsCluster_3839,True,False,False
NZ_AMIC01000053.1_83,NHSXFYEX_mmseqsCluster_2317,True,False,False
NZ_AMIC01000053.1_84,NHSXFYEX_mmseqsCluster_1615,True,False,False
NZ_AMIC01000053.1_85,NHSXFYEX_mmseqsCluster_0554,True,False,False
NZ_AMIC01000053.1_86,NHSXFYEX_mmseqsCluster_3154,True,False,False
NZ_AMIC01000053.1_87,NHSXFYEX_mmseqsCluster_2061,True,False,False
NZ_AMIC01000054.1_11,NHSXFYEX_mmseqsCluster_1792,True,False,False
NZ_AMIC01000054.1_31,NHSXFYEX_mmseqsCluster_0649,True,False,False
NZ_AMIC01000054.1_63,NHSXFYEX_mmseqsCluster_4082,True,False,False
NZ_AMIC01000055.1_19,NHSXFYEX_mmseqsCluster_0186,True,False,False
NZ_AMIC01000055.1_20,NHSXFYEX_mmseqsCluster_0817,False,True,False
NZ_AMIC01000055.1_21,NHSXFYEX_mmseqsCluster_0727,True,False,False
NZ_AMIC01000055.1_22,NHSXFYEX_mmseqsCluster_3790,True,False,False
NZ_AMIC01000055.1_23,NHSXFYEX_mmseqsCluster_0727,True,False,False
NZ_AMIC01000055.1_24,NHSXFYEX_mmseqsCluster_2997,True,False,False
NZ_AMIC01000055.1_25,NHSXFYEX_mmseqsCluster_3352,True,False,False
NZ_AMIC01000055.1_51,NHSXFYEX_mmseqsCluster_3345,True,False,False
NZ_AMIC01000055.1_53,NHSXFYEX_mmseqsCluster_3133,True,False,False
NZ_AMIC01000055.1_54,NHSXFYEX_mmseqsCluster_2037,True,False,False
NZ_AMIC01000055.1_55,NHSXFYEX_mmseqsCluster_1901,True,False,False
NZ_AMIC01000055.1_57,NHSXFYEX_mmseqsCluster_1679,True,False,False
NZ_AMIC01000056.1_111,NHSXFYEX_mmseqsCluster_0630,False,True,False
NZ_AMIC01000056.1_112,NHSXFYEX_mmseqsCluster_3328,False,True,False
NZ_AMIC01000056.1_16,NHSXFYEX_mmseqsCluster_3419,True,False,False
NZ_AMIC01000056.1_21,NHSXFYEX_mmseqsCluster_1106,True,False,False
NZ_AMIC01000056.1_22,NHSXFYEX_mmseqsCluster_1637,True,False,False
NZ_AMIC01000056.1_48,NHSXFYEX_mmseqsCluster_2407,True,False,False
NZ_AMIC01000056.1_53,NHSXFYEX_mmseqsCluster_3571,True,False,False
NZ_AMIC01000056.1_54,NHSXFYEX_mmseqsCluster_3841,True,False,False
NZ_AMIC01000056.1_79,NHSXFYEX_mmseqsCluster_3405,False,True,False
NZ_AMIC01000056.1_80,NHSXFYEX_mmseqsCluster_1002,False,True,False
NZ_AMIC01000056.1_81,NHSXFYEX_mmseqsCluster_1648,False,True,False
NZ_AMIC01000056.1_82,NHSXFYEX_mmseqsCluster_0856,False,True,False
NZ_AMIC01000056.1_83,NHSXFYEX_mmseqsCluster_1239,False,True,False
NZ_AMIC01000056.1_84,NHSXFYEX_mmseqsCluster_3083,False,True,False
NZ_AMIC01000056.1_85,NHSXFYEX_mmseqsCluster_0725,False,True,False
NZ_AMIC01000056.1_86,NHSXFYEX_mmseqsCluster_0787,False,True,False
NZ_AMIC01000056.1_87,NHSXFYEX_mmseqsCluster_1080,False,True,False
NZ_AMIC01000056.1_88,NHSXFYEX_mmseqsCluster_2173,False,True,False
NZ_AMIC01000056.1_89,NHSXFYEX_mmseqsCluster_1717,False,True,False
NZ_AMIC01000056.1_90,NHSXFYEX_mmseqsCluster_2502,False,True,False
NZ_AMIC01000056.1_91,NHSXFYEX_mmseqsCluster_0865,False,True,False
NZ_AMIC01000056.1_92,NHSXFYEX_mmseqsCluster_3101,False,True,False
NZ_AMIC01000056.1_93,NHSXFYEX_mmseqsCluster_2761,False,True,False
NZ_AMIC01000057.1_1,NHSXFYEX_mmseqsCluster_3625,False,True,False
NZ_AMIC01000057.1_10,NHSXFYEX_mmseqsCluster_3458,False,True,False
NZ_AMIC01000057.1_11,NHSXFYEX_mmseqsCluster_3014,False,True,False
NZ_AMIC01000057.1_12,NHSXFYEX_mmseqsCluster_0402,False,True,False
NZ_AMIC01000057.1_126,NHSXFYEX_mmseqsCluster_1332,True,False,False
NZ_AMIC01000057.1_127,NHSXFYEX_mmseqsCluster_1645,True,False,False
NZ_AMIC01000057.1_129,NHSXFYEX_mmseqsCluster_0903,True,False,False
NZ_AMIC01000057.1_13,NHSXFYEX_mmseqsCluster_3015,False,True,False
NZ_AMIC01000057.1_130,NHSXFYEX_mmseqsCluster_2666,True,False,False
NZ_AMIC01000057.1_131,NHSXFYEX_mmseqsCluster_1296,True,False,False
NZ_AMIC01000057.1_159,NHSXFYEX_mmseqsCluster_2370,True,False,False
NZ_AMIC01000057.1_161,NHSXFYEX_mmseqsCluster_2921,True,False,False
NZ_AMIC01000057.1_162,NHSXFYEX_mmseqsCluster_2430,True,False,False
NZ_AMIC01000057.1_163,NHSXFYEX_mmseqsCluster_3149,True,False,False
NZ_AMIC01000057.1_190,NHSXFYEX_mmseqsCluster_1628,True,False,False
NZ_AMIC01000057.1_191,NHSXFYEX_mmseqsCluster_3101,True,False,False
NZ_AMIC01000057.1_192,NHSXFYEX_mmseqsCluster_1728,False,True,False
NZ_AMIC01000057.1_193,NHSXFYEX_mmseqsCluster_3798,True,False,False
NZ_AMIC01000057.1_2,NHSXFYEX_mmseqsCluster_1095,False,True,False
NZ_AMIC01000057.1_222,NHSXFYEX_mmseqsCluster_1497,True,False,False
NZ_AMIC01000057.1_225,NHSXFYEX_mmseqsCluster_3302,True,False,False
NZ_AMIC01000057.1_254,NHSXFYEX_mmseqsCluster_0020,False,True,True
NZ_AMIC01000057.1_3,NHSXFYEX_mmseqsCluster_3176,False,True,False
NZ_AMIC01000057.1_30,NHSXFYEX_mmseqsCluster_3694,True,False,False
NZ_AMIC01000057.1_31,NHSXFYEX_mmseqsCluster_2446,True,False,False
NZ_AMIC01000057.1_33,NHSXFYEX_mmseqsCluster_1977,True,False,False
NZ_AMIC01000057.1_34,NHSXFYEX_mmseqsCluster_2071,True,False,False
NZ_AMIC01000057.1_35,NHSXFYEX_mmseqsCluster_3825,True,False,False
NZ_AMIC01000057.1_62,NHSXFYEX_mmseqsCluster_2093,True,False,False
NZ_AMIC01000057.1_63,NHSXFYEX_mmseqsCluster_2339,True,False,False
NZ_AMIC01000057.1_9,NHSXFYEX_mmseqsCluster_0831,False,True,False
NZ_AMIC01000057.1_94,NHSXFYEX_mmseqsCluster_3786,True,False,False
NZ_AMIC01000057.1_95,NHSXFYEX_mmseqsCluster_3679,True,False,False
NZ_AMIC01000057.1_97,NHSXFYEX_mmseqsCluster_1534,True,False,False
NZ_AMIC01000058.1_1,NHSXFYEX_mmseqsCluster_2073,False,True,True
NZ_AMIC01000058.1_2,NHSXFYEX_mmseqsCluster_2287,False,True,True
NZ_AMIC01000058.1_3,NHSXFYEX_mmseqsCluster_0461,False,True,True
NZ_AMIC01000058.1_4,NHSXFYEX_mmseqsCluster_3536,False,True,True
NZ_AMIC01000058.1_5,NHSXFYEX_mmseqsCluster_1389,False,True,True
NZ_AMIC01000059.1_1,NHSXFYEX_mmseqsCluster_3871,False,True,True
NZ_AMIC01000061.1_101,NHSXFYEX_mmseqsCluster_4048,True,False,False
NZ_AMIC01000061.1_102,NHSXFYEX_mmseqsCluster_1835,True,False,False
NZ_AMIC01000061.1_105,NHSXFYEX_mmseqsCluster_2111,True,False,False
NZ_AMIC01000061.1_106,NHSXFYEX_mmseqsCluster_2003,True,False,False
NZ_AMIC01000061.1_107,NHSXFYEX_mmseqsCluster_2878,True,False,False
NZ_AMIC01000061.1_108,NHSXFYEX_mmseqsCluster_1476,True,False,False
NZ_AMIC01000061.1_109,NHSXFYEX_mmseqsCluster_3590,True,False,False
NZ_AMIC01000061.1_110,NHSXFYEX_mmseqsCluster_2693,True,False,False
NZ_AMIC01000061.1_111,NHSXFYEX_mmseqsCluster_3407,True,False,False
NZ_AMIC01000061.1_14,NHSXFYEX_mmseqsCluster_3911,False,True,False
NZ_AMIC01000061.1_37,NHSXFYEX_mmseqsCluster_2879,False,True,False
NZ_AMIC01000061.1_38,NHSXFYEX_mmseqsCluster_4041,True,False,False
NZ_AMIC01000061.1_41,NHSXFYEX_mmseqsCluster_0216,True,False,False
NZ_AMIC01000061.1_42,NHSXFYEX_mmseqsCluster_1484,True,False,False
NZ_AMIC01000061.1_43,NHSXFYEX_mmseqsCluster_2959,True,False,False
NZ_AMIC01000061.1_44,NHSXFYEX_mmseqsCluster_3611,True,False,False
NZ_AMIC01000061.1_45,NHSXFYEX_mmseqsCluster_3101,True,False,False
NZ_AMIC01000061.1_46,NHSXFYEX_mmseqsCluster_3113,True,False,False
NZ_AMIC01000061.1_5,NHSXFYEX_mmseqsCluster_3580,True,False,False
NZ_AMIC01000061.1_6,NHSXFYEX_mmseqsCluster_1149,True,False,False
NZ_AMIC01000061.1_69,NHSXFYEX_mmseqsCluster_1573,True,False,False
NZ_AMIC01000061.1_70,NHSXFYEX_mmseqsCluster_1443,True,False,False
NZ_AMIC01000061.1_73,NHSXFYEX_mmseqsCluster_3870,True,False,False
NZ_AMIC01000061.1_74,NHSXFYEX_mmseqsCluster_2300,True,False,False
NZ_AMIC01000061.1_75,NHSXFYEX_mmseqsCluster_3728,True,False,False
NZ_AMIC01000061.1_76,NHSXFYEX_mmseqsCluster_2307,True,False,False
NZ_AMIC01000061.1_77,NHSXFYEX_mmseqsCluster_0936,True,False,False
NZ_AMIC01000061.1_78,NHSXFYEX_mmseqsCluster_1419,True,False,False
NZ_AMIC01000061.1_79,NHSXFYEX_mmseqsCluster_2064,True,False,False
NZ_AMIC01000062.1_1,NHSXFYEX_mmseqsCluster_1098,False,True,True
NZ_AMIC01000062.1_2,NHSXFYEX_mmseqsCluster_1516,False,True,True
NZ_AMIC01000063.1_1,NHSXFYEX_mmseqsCluster_0991,False,True,True
NZ_AMIC01000063.1_2,NHSXFYEX_mmseqsCluster_0989,False,True,True
NZ_AMIC01000063.1_3,NHSXFYEX_mmseqsCluster_2537,False,True,True
NZ_AMIC01000063.1_4,NHSXFYEX_mmseqsCluster_2025,False,True,True
NZ_AMIC01000063.1_5,NHSXFYEX_mmseqsCluster_2233,False,True,True
NZ_AMIC01000064.1_1,NHSXFYEX_mmseqsCluster_2663,False,True,True
NZ_AMIC01000064.1_10,NHSXFYEX_mmseqsCluster_0930,False,True,True
NZ_AMIC01000064.1_2,NHSXFYEX_mmseqsCluster_3126,False,True,True
NZ_AMIC01000064.1_3,NHSXFYEX_mmseqsCluster_3551,False,True,True
NZ_AMIC01000064.1_4,NHSXFYEX_mmseqsCluster_3423,False,True,True
NZ_AMIC01000064.1_5,NHSXFYEX_mmseqsCluster_1246,False,True,True
NZ_AMIC01000064.1_6,NHSXFYEX_mmseqsCluster_2635,False,True,True
NZ_AMIC01000064.1_7,NHSXFYEX_mmseqsCluster_0563,False,True,True
NZ_AMIC01000064.1_8,NHSXFYEX_mmseqsCluster_0469,False,True,True
NZ_AMIC01000064.1_9,NHSXFYEX_mmseqsCluster_1735,False,True,True
NZ_AMIC01000065.1_1,NHSXFYEX_mmseqsCluster_3086,False,True,True
NZ_AMIC01000067.1_1,NHSXFYEX_mmseqsCluster_2419,False,True,True
NZ_AMIC01000067.1_112,NHSXFYEX_mmseqsCluster_2638,True,False,False
NZ_AMIC01000067.1_16,NHSXFYEX_mmseqsCluster_0169,True,False,False
NZ_AMIC01000067.1_48,NHSXFYEX_mmseqsCluster_2442,True,False,False
NZ_AMIC01000067.1_80,NHSXFYEX_mmseqsCluster_3966,True,False,False
NZ_AMIC01000069.1_1,NHSXFYEX_mmseqsCluster_0905,False,True,True
NZ_AMIC01000072.1_1,NHSXFYEX_mmseqsCluster_0790,False,True,True
NZ_AMIC01000072.1_2,NHSXFYEX_mmseqsCluster_0614,False,True,False
NZ_AMIC01000073.1_1,NHSXFYEX_mmseqsCluster_2005,False,True,True
NZ_AMIC01000075.1_123,NHSXFYEX_mmseqsCluster_2674,True,False,False
NZ_AMIC01000075.1_125,NHSXFYEX_mmseqsCluster_0861,True,False,False
NZ_AMIC01000075.1_126,NHSXFYEX_mmseqsCluster_3819,True,False,False
NZ_AMIC01000075.1_155,NHSXFYEX_mmseqsCluster_1275,True,False,False
NZ_AMIC01000075.1_157,NHSXFYEX_mmseqsCluster_2442,True,False,False
NZ_AMIC01000075.1_158,NHSXFYEX_mmseqsCluster_0217,True,False,False
NZ_AMIC01000075.1_187,NHSXFYEX_mmseqsCluster_2383,True,False,False
NZ_AMIC01000075.1_189,NHSXFYEX_mmseqsCluster_4010,True,False,False
NZ_AMIC01000075.1_190,NHSXFYEX_mmseqsCluster_3488,True,False,False
NZ_AMIC01000075.1_219,NHSXFYEX_mmseqsCluster_1345,True,False,False
NZ_AMIC01000075.1_221,NHSXFYEX_mmseqsCluster_0655,True,False,False
NZ_AMIC01000075.1_222,NHSXFYEX_mmseqsCluster_4019,True,False,False
NZ_AMIC01000075.1_251,NHSXFYEX_mmseqsCluster_2896,True,False,False
NZ_AMIC01000075.1_253,NHSXFYEX_mmseqsCluster_1453,True,False,False
NZ_AMIC01000075.1_254,NHSXFYEX_mmseqsCluster_2901,True,False,False
NZ_AMIC01000075.1_27,NHSXFYEX_mmseqsCluster_3976,True,False,False
NZ_AMIC01000075.1_283,NHSXFYEX_mmseqsCluster_2043,True,False,False
NZ_AMIC01000075.1_286,NHSXFYEX_mmseqsCluster_3893,True,False,False
NZ_AMIC01000075.1_288,NHSXFYEX_mmseqsCluster_1537,True,False,False
NZ_AMIC01000075.1_29,NHSXFYEX_mmseqsCluster_2294,True,False,False
NZ_AMIC01000075.1_30,NHSXFYEX_mmseqsCluster_1207,True,False,False
NZ_AMIC01000075.1_59,NHSXFYEX_mmseqsCluster_0468,True,False,False
NZ_AMIC01000075.1_61,NHSXFYEX_mmseqsCluster_0596,True,False,False
NZ_AMIC01000075.1_62,NHSXFYEX_mmseqsCluster_3589,True,False,False
NZ_AMIC01000075.1_91,NHSXFYEX_mmseqsCluster_1154,True,False,False
NZ_AMIC01000075.1_93,NHSXFYEX_mmseqsCluster_1765,True,False,False
NZ_AMIC01000075.1_94,NHSXFYEX_mmseqsCluster_2459,True,False,False
NZ_AMIC01000076.1_1,NHSXFYEX_mmseqsCluster_0052,False,True,True
NZ_AMIC01000077.1_1,NHSXFYEX_mmseqsCluster_3587,False,True,True
NZ_AMIC01000078.1_1,NHSXFYEX_mmseqsCluster_3950,False,True,True
NZ_AMIC01000080.1_1,NHSXFYEX_mmseqsCluster_2738,False,True,True
NZ_AMIC01000080.1_10,NHSXFYEX_mmseqsCluster_0584,False,True,True
NZ_AMIC01000080.1_11,NHSXFYEX_mmseqsCluster_3104,False,True,True
NZ_AMIC01000080.1_2,NHSXFYEX_mmseqsCluster_1123,False,True,True
NZ_AMIC01000080.1_3,NHSXFYEX_mmseqsCluster_1047,False,True,True
NZ_AMIC01000080.1_4,NHSXFYEX_mmseqsCluster_2265,False,True,True
NZ_AMIC01000080.1_5,NHSXFYEX_mmseqsCluster_2430,False,True,True
NZ_AMIC01000080.1_6,NHSXFYEX_mmseqsCluster_3860,False,True,True
NZ_AMIC01000080.1_7,NHSXFYEX_mmseqsCluster_3181,False,True,True
NZ_AMIC01000080.1_8,NHSXFYEX_mmseqsCluster_2443,False,True,True
NZ_AMIC01000080.1_9,NHSXFYEX_mmseqsCluster_1256,False,True,True
NZ_AMIC01000082.1_1,NHSXFYEX_mmseqsCluster_1743,False,True,True
NZ_AMIC01000082.1_10,NHSXFYEX_mmseqsCluster_0955,False,True,True
NZ_AMIC01000082.1_11,NHSXFYEX_mmseqsCluster_3394,False,True,False
NZ_AMIC01000082.1_12,NHSXFYEX_mmseqsCluster_0964,False,True,False
NZ_AMIC01000082.1_2,NHSXFYEX_mmseqsCluster_4054,False,True,True
NZ_AMIC01000082.1_3,NHSXFYEX_mmseqsCluster_1808,False,True,True
NZ_AMIC01000082.1_4,NHSXFYEX_mmseqsCluster_1808,False,True,True
NZ_AMIC01000082.1_5,NHSXFYEX_mmseqsCluster_2383,False,True,True
NZ_AMIC01000082.1_6,NHSXFYEX_mmseqsCluster_2262,False,True,True
NZ_AMIC01000082.1_7,NHSXFYEX_mmseqsCluster_0298,False,True,True
NZ_AMIC01000082.1_8,NHSXFYEX_mmseqsCluster_2968,False,True,True
NZ_AMIC01000082.1_9,NHSXFYEX_mmseqsCluster_1808,False,True,True
NZ_AMIC01000083.1_101,NHSXFYEX_mmseqsCluster_3297,True,False,False
NZ_AMIC01000083.1_133,NHSXFYEX_mmseqsCluster_0983,True,False,False
NZ_AMIC01000083.1_165,NHSXFYEX_mmseqsCluster_1958,True,False,False
NZ_AMIC01000083.1_37,NHSXFYEX_mmseqsCluster_0847,True,False,False
NZ_AMIC01000083.1_5,NHSXFYEX_mmseqsCluster_2576,True,False,False
NZ_AMIC01000083.1_69,NHSXFYEX_mmseqsCluster_1137,True,False,False
NZ_AMIC01000085.1_111,NHSXFYEX_mmseqsCluster_2903,True,False,False
NZ_AMIC01000085.1_112,NHSXFYEX_mmseqsCluster_3680,False,True,False
NZ_AMIC01000085.1_113,NHSXFYEX_mmseqsCluster_2158,True,False,False
NZ_AMIC01000085.1_114,NHSXFYEX_mmseqsCluster_2103,True,False,False
NZ_AMIC01000085.1_115,NHSXFYEX_mmseqsCluster_1550,True,False,False
NZ_AMIC01000085.1_116,NHSXFYEX_mmseqsCluster_0946,True,False,False
NZ_AMIC01000085.1_143,NHSXFYEX_mmseqsCluster_1592,True,False,False
NZ_AMIC01000085.1_144,NHSXFYEX_mmseqsCluster_0479,True,False,False
NZ_AMIC01000085.1_15,NHSXFYEX_mmseqsCluster_0826,True,False,False
NZ_AMIC01000085.1_16,NHSXFYEX_mmseqsCluster_3110,True,False,False
NZ_AMIC01000085.1_17,NHSXFYEX_mmseqsCluster_2080,True,False,False
NZ_AMIC01000085.1_18,NHSXFYEX_mmseqsCluster_1672,True,False,False
NZ_AMIC01000085.1_19,NHSXFYEX_mmseqsCluster_4034,True,False,False
NZ_AMIC01000085.1_20,NHSXFYEX_mmseqsCluster_0335,True,False,False
NZ_AMIC01000085.1_21,NHSXFYEX_mmseqsCluster_1968,True,False,False
NZ_AMIC01000085.1_47,NHSXFYEX_mmseqsCluster_1266,True,False,False
NZ_AMIC01000085.1_48,NHSXFYEX_mmseqsCluster_2456,True,False,False
NZ_AMIC01000085.1_49,NHSXFYEX_mmseqsCluster_3921,True,False,False
NZ_AMIC01000085.1_50,NHSXFYEX_mmseqsCluster_0226,True,False,False
NZ_AMIC01000085.1_51,NHSXFYEX_mmseqsCluster_3664,True,False,False
NZ_AMIC01000085.1_52,NHSXFYEX_mmseqsCluster_0119,True,False,False
NZ_AMIC01000085.1_53,NHSXFYEX_mmseqsCluster_1491,True,False,False
NZ_AMIC01000085.1_79,NHSXFYEX_mmseqsCluster_2743,True,False,False
NZ_AMIC01000085.1_80,NHSXFYEX_mmseqsCluster_3045,True,False,False
NZ_AMIC01000085.1_81,NHSXFYEX_mmseqsCluster_4081,True,False,False
NZ_AMIC01000085.1_82,NHSXFYEX_mmseqsCluster_2318,True,False,False
NZ_AMIC01000085.1_83,NHSXFYEX_mmseqsCluster_3389,True,False,False
NZ_AMIC01000085.1_84,NHSXFYEX_mmseqsCluster_0134,True,False,False
NZ_AMIC01000085.1_85,NHSXFYEX_mmseqsCluster_1170,True,False,False
NZ_AMIC01000087.1_4,NHSXFYEX_mmseqsCluster_0639,True,False,False
NZ_AMIC01000087.1_5,NHSXFYEX_mmseqsCluster_1870,True,False,False
NZ_AMIC01000088.1_1,NHSXFYEX_mmseqsCluster_3346,False,True,True
NZ_AMIC01000089.1_2,NHSXFYEX_mmseqsCluster_0915,True,False,False
NZ_AMIC01000089.1_3,NHSXFYEX_mmseqsCluster_0383,True,False,False
NZ_AMIC01000090.1_1,NHSXFYEX_mmseqsCluster_2190,False,True,True
NZ_AMIC01000091.1_29,NHSXFYEX_mmseqsCluster_0222,True,False,False
NZ_AMIC01000091.1_30,NHSXFYEX_mmseqsCluster_1153,True,False,False
NZ_AMIC01000091.1_31,NHSXFYEX_mmseqsCluster_2761,True,False,False
NZ_AMIC01000091.1_32,NHSXFYEX_mmseqsCluster_1830,True,False,False
NZ_AMIC01000091.1_61,NHSXFYEX_mmseqsCluster_3976,True,False,False
NZ_AMIC01000091.1_62,NHSXFYEX_mmseqsCluster_3326,True,False,False
NZ_AMIC01000091.1_63,NHSXFYEX_mmseqsCluster_1965,True,False,False
NZ_AMIC01000091.1_64,NHSXFYEX_mmseqsCluster_3662,True,False,False
NZ_AMIC01000091.1_93,NHSXFYEX_mmseqsCluster_1498,True,False,False
NZ_AMIC01000091.1_94,NHSXFYEX_mmseqsCluster_2260,True,False,False
