species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__Sporofaciens_sp000403455--RS_GCF_000403455.2,N_genes,0,2,1,2,0.0,1.0
s__Vibrio_natriegens--RS_GCF_000417905.1,N_genes,2,1,1,5,10.0,0.22619047619047616
s__Thermoanaerobacterium_sp002102475--RS_GCF_002102475.1,N_genes,0,2,0,2,,1.0
s__JAAURB01_sp012033335--GB_GCA_012033335.1,N_genes,2,0,4,0,,1.0
s__Haloarcula_sebkhae--RS_GCF_014647415.1,N_genes,4,3,7,1,0.19,0.28205128205128205
s__Bradyrhizobium_sp023100905--RS_GCF_023100905.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__Niveibacterium_umoris--RS_GCF_014197015.1,N_genes,2,0,2,0,,1.0
s__Roseovarius_confluentis--RS_GCF_002917925.1,N_genes,0,2,0,4,,1.0
s__Acetobacterium_tundrae--RS_GCF_008086615.1,N_genes,4,0,2,0,,1.0
s__Limnohabitans_sp009927495--GB_GCA_009927495.1,N_genes,1,3,1,2,0.667,1.0
s__UMGS263_sp900540535--GB_GCA_900540535.1,N_genes,2,0,3,0,,1.0
s__UBA1066_sp900319795--GB_GCA_900319795.1,N_genes,0,2,0,3,,1.0
s__Methylumidiphilus_sp903934875--GB_GCA_903934875.1,N_genes,2,0,4,2,inf,1.0
s__Methylopumilus_A_sp903953055--GB_GCA_903953055.1,N_genes,1,1,1,11,11.0,0.27472527472527475
s__Natrinema_ejinorense--RS_GCF_002494345.1,N_genes,1,2,11,2,0.091,0.1357142857142857
s__RGIG7114_sp020860205--GB_GCA_020860205.1,N_genes,2,2,1,3,3.0,1.0
s__Methanohalophilus_euhalobius--RS_GCF_900215215.1,N_genes,3,0,7,0,,1.0
s__Dickeya_dadantii--RS_GCF_000406145.1,N_genes,2,0,2,0,,1.0
s__Haloferax_massiliensis--RS_GCF_001368915.1,N_genes,2,2,7,3,0.429,0.5804195804195804
s__Burkholderia_ubonensis_B--RS_GCF_001718695.1,N_genes,0,2,2,4,0.0,1.0
s__Halanaerobium_saccharolyticum_B--RS_GCF_003053565.1,N_genes,2,0,2,1,inf,1.0
s__Methylovulum_sp903927955--GB_GCA_903927955.1,N_genes,2,0,3,0,,1.0
s__Blautia_A_sp905206915--RS_GCF_020537505.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__UMGS1487_sp900552225--GB_GCA_900552225.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__CAG-791_sp002362155--GB_GCA_002362155.1,N_genes,0,6,1,2,0.0,0.33333333333333337
s__JAAXQD01_sp012974475--GB_GCA_012974475.1,N_genes,0,2,0,7,,1.0
s__Limnoraphis_robusta--RS_GCF_000972705.2,N_genes,2,0,3,2,inf,1.0
s__TA-20_sp005877305--GB_GCA_005877305.1,N_genes,1,2,2,3,0.75,1.0
s__HGM13222_sp900757485--GB_GCA_900757485.1,N_genes,0,2,2,3,0.0,1.0
s__CAG-791_sp902785055--GB_GCA_902785055.1,N_genes,1,2,1,2,1.0,1.0
s__CAISDR01_sp903884125--GB_GCA_903884125.1,N_genes,0,2,3,0,0.0,0.10000000000000002
s__Pelethomonas_sp910587785--GB_GCA_910587785.1,N_genes,2,0,1,2,inf,0.4000000000000001
s__HUN007_sp002315235--GB_GCA_002315235.1,N_genes,1,1,1,1,1.0,1.0
s__JACRCG01_sp001802125--GB_GCA_001802125.1,N_genes,0,5,1,6,0.0,1.0
s__UBA2383_sp024234995--GB_GCA_024234995.1,N_genes,2,0,2,0,,1.0
s__Sinorhizobium_aridi--RS_GCF_002078505.1,N_genes,0,6,4,4,0.0,0.08491508491508493
s__Oleiphilus_messinensis--RS_GCF_002162375.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__Paraburkholderia_sabiae--RS_GCF_904848645.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Methylovulum_miyakonense--RS_GCF_000384075.1,N_genes,1,4,3,4,0.333,0.5757575757575759
s__SKNL01_sp007128425--GB_GCA_007128425.1,N_genes,0,2,0,2,,1.0
s__Scybalosoma_faecavium--GB_GCA_900545085.1,N_genes,0,3,1,1,0.0,0.4000000000000001
s__Phascolarctobacterium_A_sp900757795--GB_GCA_900757795.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__CAIPOI01_sp903866625--GB_GCA_903866625.1,N_genes,2,0,4,0,,1.0
s__Clostridium_neonatale--RS_GCF_001458595.1,N_genes,1,3,1,1,0.333,1.0
s__Clostridium_paraputrificum--RS_GCF_900447045.1,N_genes,0,2,2,2,0.0,0.4666666666666667
s__Methylobacter_A_tundripaludum--RS_GCF_000190755.2,N_genes,2,0,4,7,inf,0.1923076923076923
s__UBA5216_sp002412495--GB_GCA_002412495.1,N_genes,2,0,2,3,inf,0.4285714285714286
s__Thermococcus_A_sibiricus--RS_GCF_000022545.1,N_genes,2,6,6,11,0.611,1.0
s__Galloscillospira_B_sp017427525--GB_GCA_017427525.1,N_genes,0,3,0,2,,1.0
s__Petrocella_atlantisensis--RS_GCF_900538275.1,N_genes,0,3,1,4,0.0,1.0
s__Methanofastidiosum_sp001587575--GB_GCA_001587575.1,N_genes,3,0,4,5,inf,0.20454545454545453
s__Desulfobacula_sp001799395--GB_GCA_001799395.1,N_genes,1,1,0,3,inf,0.4000000000000001
s__Paenibacillus_A_panacisegetis--RS_GCF_900102215.1,N_genes,3,0,3,0,,1.0
s__Dissulfuribacter_sp015494155--GB_GCA_015494155.1,N_genes,3,0,4,1,inf,1.0
s__CAG-103_sp900543625--GB_GCA_900543625.1,N_genes,0,2,3,9,0.0,1.0
s__NK4A144_sp003488445--GB_GCA_003488445.1,N_genes,0,3,1,3,0.0,1.0
s__KS41_sp903839855--GB_GCA_903839855.1,N_genes,1,2,3,0,0.0,0.4000000000000001
s__Limnohabitans_sp903864315--GB_GCA_903864315.1,N_genes,1,2,2,4,1.0,1.0
s__Ruminiclostridium_E_siraeum--GB_GCA_025150425.1,N_genes,0,5,2,6,0.0,0.48717948717948717
s__JABZIP01_sp015258265--GB_GCA_015258265.1,N_genes,0,3,0,5,,1.0
s__CG1-02-49-23_sp002791545--GB_GCA_002791545.1,N_genes,0,2,1,2,0.0,1.0
s__Acetobacterium_sp003260995--RS_GCF_003260995.1,N_genes,2,0,2,1,inf,1.0
s__Sulfurospirillum_A_sp002742765--GB_GCA_002742765.1,N_genes,0,3,0,2,,1.0
s__Prosthecochloris_sp002113825--RS_GCF_002113825.1,N_genes,0,3,2,0,0.0,0.10000000000000002
s__Clostridium_E_jeddahense--RS_GCF_000577335.1,N_genes,2,2,2,1,0.5,1.0
s__Natrinema_gari--RS_GCF_000337175.1,N_genes,1,1,9,4,0.444,1.0
s__Paenibacillus_maysiensis--RS_GCF_000520815.1,N_genes,0,2,4,1,0.0,0.14285714285714288
s__Brenneria_roseae--RS_GCF_003115845.1,N_genes,4,0,3,0,,1.0
s__RUG12817_sp902782895--GB_GCA_902782895.1,N_genes,1,1,4,0,0.0,0.3333333333333333
s__UBA1240_sp902797925--GB_GCA_902797925.1,N_genes,2,0,0,9,inf,0.018181818181818184
s__Chlorobium_sp903851535--GB_GCA_903851535.1,N_genes,0,4,0,6,,1.0
s__JAADGZ01_sp011052165--GB_GCA_011052165.1,N_genes,2,0,2,0,,1.0
s__UBA10424_sp003500165--GB_GCA_003500165.1,N_genes,0,2,0,3,,1.0
s__Nodularia_sp015207155--GB_GCA_015207155.1,N_genes,2,0,2,2,inf,0.4666666666666667
s__Ruminococcus_sp001604035--GB_GCA_001604035.1,N_genes,1,2,1,1,0.5,1.0
s__EX4572-165_sp018334795--GB_GCA_018334795.1,N_genes,2,0,3,1,inf,1.0
s__Acididesulfobacter_sp021845685--GB_GCA_021845685.1,N_genes,2,3,0,3,inf,0.4642857142857143
s__Rubrivivax_gelatinosus_A--RS_GCF_000284255.1,N_genes,2,0,3,4,inf,0.4444444444444444
s__Rhizobium_croatiense--RS_GCF_019793465.1,N_genes,0,6,4,1,0.0,0.01515151515151515
s__Paraburkholderia_sp004197395--RS_GCF_004197395.1,N_genes,0,2,1,5,0.0,1.0
s__Blastopirellula_sp020966755--RS_GCF_020966755.1,N_genes,2,0,2,0,,1.0
s__ARK-15_sp002878135--GB_GCA_002878135.1,N_genes,3,0,5,0,,1.0
s__Mesorhizobium_sp004020875--GB_GCA_004020875.1,N_genes,1,1,5,3,0.6,1.0
s__SFIE01_sp004555405--GB_GCA_004555405.1,N_genes,1,1,2,1,0.5,1.0
s__Olegusella_sp002407925--GB_GCA_002407925.1,N_genes,0,2,0,5,,1.0
s__CAIMUS01_sp903844665--GB_GCA_903844665.1,N_genes,3,0,4,0,,1.0
s__CAIUEN01_sp903898185--GB_GCA_903898185.1,N_genes,2,0,2,0,,1.0
s__RumEn-M2_sp001421175--GB_GCA_001421175.1,N_genes,2,6,7,2,0.095,0.05668449197860963
s__Methanothrix_sp011620785--GB_GCA_011620785.1,N_genes,4,5,6,2,0.267,0.334841628959276
s__Sodalinema_sp004299065--GB_GCA_004299065.1,N_genes,1,1,3,0,0.0,0.4000000000000001
s__Thermococcus_guaymasensis--RS_GCF_000816105.1,N_genes,7,0,7,3,inf,0.22794117647058826
s__Cupriavidus_taiwanensis--RS_GCF_000069785.1,N_genes,2,0,3,3,inf,0.4642857142857143
s__Geosporobacter_ferrireducens--RS_GCF_001750685.1,N_genes,2,0,2,0,,1.0
s__CG08-08-20-14_sp002762705--GB_GCA_002762705.1,N_genes,1,3,5,2,0.133,0.24242424242424238
s__UBA994_sp018725205--GB_GCA_018725205.1,N_genes,2,0,1,2,inf,0.4000000000000001
s__Blautia_A_sp900066205--RS_GCF_013304735.1,N_genes,2,1,2,3,3.0,1.0
s__Chthoniobacter_sp903874975--GB_GCA_903874975.1,N_genes,0,2,1,3,0.0,1.0
s__Phascolarctobacterium_sp900551745--GB_GCA_900551745.1,N_genes,0,3,1,1,0.0,0.4000000000000001
s__Avilachnospira_sp944381575--GB_GCA_944381575.1,N_genes,0,2,2,2,0.0,0.4666666666666667
s__Carboxydocella_thermautotrophica--GB_GCA_003054495.1,N_genes,2,1,2,0,0.0,1.0
s__MGIIb-O2_sp002498985--GB_GCA_002498985.1,N_genes,0,2,1,7,0.0,1.0
s__Smithella_sp000753945--GB_GCA_000753945.1,N_genes,0,2,0,3,,1.0
s__GW2011-AR18_sp000806155--GB_GCA_000806155.1,N_genes,3,0,3,1,inf,1.0
s__Saccharofermentans_sp016292215--GB_GCA_016292215.1,N_genes,1,1,1,1,1.0,1.0
s__RUG023_sp022482495--GB_GCA_022482495.1,N_genes,2,1,1,5,10.0,0.22619047619047616
s__JAMDDL01_sp023487035--GB_GCA_023487035.1,N_genes,1,1,1,2,2.0,1.0
s__Nitrospirillum_amazonense--RS_GCF_000730165.1,N_genes,2,1,3,1,0.667,1.0
s__Vibrio_diazotrophicus--RS_GCF_000740015.1,N_genes,2,0,1,4,inf,0.14285714285714288
s__Paraburkholderia_tuberum--RS_GCF_902833905.1,N_genes,2,0,3,1,inf,1.0
s__Halarcobacter_anaerophilus--RS_GCF_006459125.1,N_genes,2,0,2,0,,1.0
s__Acidianus_copahuensis--RS_GCF_000632495.1,N_genes,1,1,3,2,0.667,1.0
s__Bradyrhizobium_sp023074185--RS_GCF_023074185.1,N_genes,2,0,3,0,,1.0
s__Bog-1181_sp003159495--GB_GCA_003159495.1,N_genes,2,1,2,1,1.0,1.0
s__PWHV01_sp003560875--GB_GCA_003560875.1,N_genes,2,0,5,1,inf,1.0
s__Cereibacter_A_sphaeroides--RS_GCF_000012905.2,N_genes,2,2,2,2,1.0,1.0
s__Lacticaseibacillus_paracasei--RS_GCF_000829035.1,N_genes,0,4,1,9,0.0,1.0
s__Butyricicoccus_sp017886875--GB_GCA_017886875.1,N_genes,1,3,2,0,0.0,0.4000000000000001
s__Clostridium_J_sulfidigenes--RS_GCF_000732635.1,N_genes,0,3,1,19,0.0,1.0
s__Anaerospora_sp002337925--GB_GCA_002337925.1,N_genes,0,5,0,10,,1.0
s__Bradyrhizobium_japonicum--RS_GCF_000284375.1,N_genes,2,0,4,1,inf,1.0
s__Desulfamplus_sp015232465--GB_GCA_015232465.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__RUG11977_sp016285135--GB_GCA_016285135.1,N_genes,2,0,0,3,inf,0.10000000000000002
s__Desulfitobacterium_hafniense--RS_GCF_000021925.1,N_genes,5,4,2,4,2.5,0.6083916083916086
s__Bullifex_sp001604265--GB_GCA_001604265.1,N_genes,1,1,1,1,1.0,1.0
s__Pseudodesulfovibrio_aespoeensis--RS_GCF_000176915.2,N_genes,2,0,2,1,inf,1.0
s__Frankia_alni--RS_GCF_000058485.1,N_genes,2,0,3,2,inf,1.0
s__Azotobacter_vinelandii--RS_GCF_000380335.1,N_genes,3,0,3,0,,1.0
s__Bradyrhizobium_centrosematis--RS_GCF_015291745.1,N_genes,0,3,3,0,0.0,0.10000000000000002
s__Crateriforma_conspicua--RS_GCF_007752935.1,N_genes,2,0,2,1,inf,1.0
s__Bradyrhizobium_sp023101665--RS_GCF_023101665.1,N_genes,0,2,3,3,0.0,0.46428571428571436
s__Bradyrhizobium_canariense--RS_GCF_019402665.1,N_genes,2,0,5,1,inf,1.0
s__RDXV01_sp004292695--GB_GCA_004292695.1,N_genes,1,1,0,3,inf,0.4000000000000001
s__BMS3Bbin08_sp002897775--GB_GCA_002897775.1,N_genes,1,2,2,0,0.0,0.4000000000000001
s__Blautia_A_massiliensis--RS_GCF_001487165.1,N_genes,2,3,3,17,3.778,0.2522303783173348
s__UBA644_sp900547165--GB_GCA_900547165.1,N_genes,2,0,3,3,inf,0.4642857142857143
s__Prochlorococcus_A_sp000634215--GB_GCA_000634215.1,N_genes,0,2,0,6,,1.0
s__Chlorobium_sp903840935--GB_GCA_903840935.1,N_genes,0,2,0,6,,1.0
s__Rhodoferax_C_sp903876045--GB_GCA_903876045.1,N_genes,0,2,1,6,0.0,1.0
s__WYBJ01_sp011525945--GB_GCA_011525945.1,N_genes,1,1,2,0,0.0,1.0
s__UBA738_sp018065965--GB_GCA_018065965.1,N_genes,2,0,1,4,inf,0.14285714285714288
s__Sulfurimicrobium_denitrificans_A--GB_GCA_002632355.1,N_genes,2,0,4,0,,1.0
s__JAKAEG01_sp021819985--GB_GCA_021819985.1,N_genes,1,1,0,7,inf,0.2222222222222222
s__Methylocystis_sp015709525--RS_GCF_015709525.1,N_genes,2,1,6,0,0.0,0.3333333333333333
s__Haladaptatus_sp001625445--RS_GCF_001625445.1,N_genes,3,4,5,4,0.6,1.0
s__Mesorhizobium_sp004022705--RS_GCF_004022705.2,N_genes,1,5,4,1,0.05,0.0800865800865801
s__Enterobacter_roggenkampii--RS_GCF_001729805.1,N_genes,0,2,2,6,0.0,1.0
s__UBA3402_sp003478355--GB_GCA_003478355.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__Ruminococcus_D_sp002371625--GB_GCA_002371625.1,N_genes,3,1,1,2,6.0,0.48571428571428565
s__Limnohabitans_sp903865035--GB_GCA_903865035.1,N_genes,1,1,2,5,2.5,1.0
s__Rhodoluna_sp903834635--GB_GCA_903834635.1,N_genes,0,2,1,1,0.0,1.0
s__Methanothrix_A_harundinacea_B--GB_GCA_002506535.1,N_genes,1,5,3,6,0.4,0.6043956043956041
s__UBA95_sp002499405--GB_GCA_002499405.1,N_genes,1,1,3,1,0.333,1.0
s__Paenibacillus_ottowii--RS_GCF_006874425.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__Poseidonia_sp018662715--GB_GCA_018662715.1,N_genes,1,1,2,6,3.0,1.0
s__SG8-38_sp003647035--GB_GCA_003647035.1,N_genes,0,3,1,4,0.0,1.0
s__Methanoperedens_sp018899795--GB_GCA_018899795.1,N_genes,4,3,3,13,5.778,0.1373527984108143
s__Caldipriscus_sp000980735--GB_GCA_000980735.1,N_genes,0,2,1,2,0.0,1.0
s__Clostridium_B_sp022482905--GB_GCA_022482905.1,N_genes,3,0,4,0,,1.0
s__Bradyrhizobium_huanghuaihaiense--RS_GCF_007830635.1,N_genes,2,0,4,0,,1.0
s__Halorhabdus_tiamatea--RS_GCF_000470655.1,N_genes,2,0,8,1,inf,1.0
s__Azoarcus_C_communis_B--RS_GCF_003111665.1,N_genes,0,2,3,1,0.0,0.4000000000000001
s__Niveibacterium_microcysteis--RS_GCF_017161445.1,N_genes,2,0,3,0,,1.0
s__Vulcanococcus_limneticus--RS_GCF_002252705.1,N_genes,2,0,3,0,,1.0
s__Trichormus_sp001597745--RS_GCF_001597745.1,N_genes,1,1,3,0,0.0,0.4000000000000001
s__Paenibacillus_A_antibioticophila--RS_GCF_000455265.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__Caproicibacterium_sp900554535--GB_GCA_900554535.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__Ventricola_sp900542395--GB_GCA_900542395.1,N_genes,0,2,1,5,0.0,1.0
s__Anaerostipes_hadrus--RS_GCF_000332875.2,N_genes,0,3,3,20,0.0,1.0
s__Rahnella_aceris--RS_GCF_011684115.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__Micrarchaeum_A_acidiphilum_A--RS_GCF_016806735.1,N_genes,1,1,2,0,0.0,1.0
s__UBA5861_sp002432635--GB_GCA_002432635.1,N_genes,0,2,1,3,0.0,1.0
s__JABGUJ01_sp018646625--GB_GCA_018646625.1,N_genes,3,1,5,1,0.6,1.0
s__Rhabdaerophilum_sp020253445--GB_GCA_020253445.1,N_genes,0,5,2,1,0.0,0.10714285714285714
s__Eubacterium_Q_sp017477505--GB_GCA_017477505.1,N_genes,1,1,2,3,1.5,1.0
s__UBA71_sp017519045--GB_GCA_017519045.1,N_genes,4,7,4,2,0.286,0.33484162895927605
s__B33-G15_sp003660925--GB_GCA_003660925.1,N_genes,1,3,2,2,0.333,1.0
s__PBB1_sp017986065--GB_GCA_017986065.1,N_genes,1,1,3,0,0.0,0.4000000000000001
s__Acidithiobacillus_ferrooxidans_C--RS_GCF_018854495.1,N_genes,0,2,5,1,0.0,0.10714285714285714
s__Haloferax_sulfurifontis--RS_GCF_000337835.1,N_genes,2,2,7,0,0.0,0.10909090909090907
s__Thermococcus_radiotolerans--RS_GCF_002214565.1,N_genes,8,0,8,0,,1.0
s__Rhizobium_leguminosarum_N--RS_GCF_014198335.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__Methanosalsum_natronophilum--RS_GCF_024808815.1,N_genes,5,0,5,2,inf,0.4696969696969697
s__Phascolarctobacterium_sp900544795--GB_GCA_900544795.1,N_genes,2,0,3,0,,1.0
s__Clostridium_E_sporosphaeroides--GB_GCA_000383295.1,N_genes,1,2,1,2,1.0,1.0
s__Eubacterium_F_sp003491505--RS_GCF_003477605.1,N_genes,0,5,2,3,0.0,0.4444444444444444
s__Polynucleobacter_sp903826775--GB_GCA_903826775.1,N_genes,1,4,1,3,0.75,1.0
s__RXIV01_sp020846135--GB_GCA_020846135.1,N_genes,2,0,4,0,,1.0
s__Haloferax_prahovense--RS_GCF_000336815.1,N_genes,3,3,7,9,1.286,1.0
s__Lacrimispora_sphenoides--RS_GCF_900105615.1,N_genes,3,0,2,0,,1.0
s__CAG-791_sp902801415--GB_GCA_902801415.1,N_genes,1,2,0,4,inf,0.4285714285714286
s__Eubacterium_Q_sp002350525--GB_GCA_002350525.1,N_genes,2,3,1,1,0.667,1.0
s__BOG-234_sp903900705--GB_GCA_903900705.1,N_genes,1,1,2,0,0.0,1.0
s__Rhodoferax_sp903856025--GB_GCA_903856025.1,N_genes,2,1,3,1,0.667,1.0
s__Klebsiella_aerogenes--RS_GCF_000215745.1,N_genes,0,3,2,10,0.0,1.0
s__CAG-170_sp002404795--GB_GCA_002404795.1,N_genes,0,2,1,16,0.0,1.0
s__UBA4345_sp002396385--GB_GCA_002396385.1,N_genes,2,0,1,4,inf,0.14285714285714288
s__Ch130_sp013177945--GB_GCA_013177945.1,N_genes,0,2,3,0,0.0,0.10000000000000002
s__Brooklawnia_sp012517405--GB_GCA_012517405.1,N_genes,0,3,0,6,,1.0
s__JABJCP01_sp018668595--GB_GCA_018668595.1,N_genes,2,1,6,0,0.0,0.3333333333333333
s__Ruminiclostridium_sp023390335--GB_GCA_023390335.1,N_genes,2,2,2,3,1.5,1.0
s__JAEYRA01_sp023422005--GB_GCA_023422005.1,N_genes,0,2,5,4,0.0,0.4545454545454546
s__Alicycliphilus_sp018241405--GB_GCA_018241405.1,N_genes,0,2,2,3,0.0,1.0
s__JAFGRW01_sp016934935--GB_GCA_016934935.1,N_genes,2,1,2,0,0.0,1.0
s__Acidulodesulfobacterium_A_sp021789605--GB_GCA_021789605.1,N_genes,0,2,0,2,,1.0
s__Rhodobacter_aestuarii--RS_GCF_900156655.1,N_genes,2,0,2,0,,1.0
s__Rhodocyclus_gracilis--RS_GCF_009617575.1,N_genes,4,0,2,0,,1.0
s__Acetobacter_lambici--RS_GCF_011516885.1,N_genes,2,0,0,3,inf,0.10000000000000002
s__Draconibacterium_sp011799805--RS_GCF_011799805.1,N_genes,2,0,2,0,,1.0
s__Methanobrevibacter_A_sp902770715--GB_GCA_902770715.1,N_genes,2,0,7,0,,1.0
s__CAKTEE01_sp934546985--GB_GCA_934546985.1,N_genes,3,0,3,0,,1.0
s__Mycobacterium_tuberculosis--RS_GCF_000195955.2,N_genes,0,4,3,44,0.0,1.0
s__MGIIa-L3_sp002723635--GB_GCA_002723635.1,N_genes,1,1,2,0,0.0,1.0
s__UBA1066_sp002308255--GB_GCA_002308255.1,N_genes,0,3,1,2,0.0,1.0
s__UBA12135_sp003497555--GB_GCA_003497555.1,N_genes,0,4,0,2,,1.0
s__JABMQB01_sp013152355--GB_GCA_013152355.1,N_genes,2,0,2,3,inf,0.4285714285714286
s__JAAUSQ01_sp012033195--GB_GCA_012033195.1,N_genes,2,2,1,3,3.0,1.0
s__Acetatifactor_sp016290775--GB_GCA_016290775.1,N_genes,0,2,2,6,0.0,1.0
s__Anaerocolumna_sp023443925--GB_GCA_023443925.1,N_genes,5,1,3,1,1.667,1.0
s__UBA11358_sp021780905--GB_GCA_021780905.1,N_genes,0,2,0,7,,1.0
s__Dickeya_chrysanthemi--RS_GCF_000406105.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Mesorhizobium_ciceri--RS_GCF_000185905.1,N_genes,1,1,4,18,4.5,0.3804347826086957
s__Paenibacillus_brasilensis--RS_GCF_009363115.1,N_genes,2,0,3,0,,1.0
s__Paenibacillus_camerounensis--RS_GCF_000723885.1,N_genes,1,1,2,0,0.0,1.0
s__Haloplanus_rubicundus--RS_GCF_003342675.1,N_genes,2,0,8,0,,1.0
s__Klebsiella_grimontii--RS_GCF_900200035.1,N_genes,2,1,2,2,2.0,1.0
s__UBA2897_sp002350105--GB_GCA_002350105.1,N_genes,2,0,1,2,inf,0.4000000000000001
s__Anaeroglobus_micronuciformis--RS_GCF_000165735.1,N_genes,0,4,1,7,0.0,1.0
s__UBA148_sp002495885--GB_GCA_002495885.1,N_genes,1,1,1,5,5.0,0.46428571428571425
s__Methanoculleus_sp018433835--GB_GCA_018433835.1,N_genes,8,2,6,0,0.0,0.5
s__Methylococcus_capsulatus--RS_GCF_000424685.1,N_genes,2,0,3,1,inf,1.0
s__Halomicroarcula_sp024218775--RS_GCF_024218775.1,N_genes,3,2,7,0,0.0,0.15151515151515152
s__Prosthecochloris_ethylica--RS_GCF_003344365.2,N_genes,1,1,2,0,0.0,1.0
s__PBB1_sp903905475--GB_GCA_903905475.1,N_genes,0,2,1,6,0.0,1.0
s__Halostella_pelagica--GB_GCA_005954745.1,N_genes,3,0,8,0,,1.0
s__MGIIa-L2_sp002722615--GB_GCA_002722615.1,N_genes,0,2,1,4,0.0,1.0
s__MVQI01_sp002067795--GB_GCA_002067795.1,N_genes,2,4,5,3,0.3,0.592074592074592
s__Paenibacillus_polymyxa_C--RS_GCF_000237325.1,N_genes,0,2,3,0,0.0,0.10000000000000002
s__Haladaptatus_paucihalophilus--RS_GCF_000376445.1,N_genes,3,3,8,0,0.0,0.054945054945054944
s__Natrarchaeobius_swarupiae--RS_GCF_008245225.1,N_genes,3,0,9,0,,1.0
s__BAIKAL-G1_sp903855705--GB_GCA_903855705.1,N_genes,0,3,1,5,0.0,1.0
s__Aquicultor_primus--GB_GCA_001767575.1,N_genes,1,1,1,3,3.0,1.0
s__Syntropharchaeum_butanivorans--GB_GCA_001766825.1,N_genes,3,4,5,0,0.0,0.0808080808080808
s__Methanopyrus_kandleri--RS_GCF_000007185.1,N_genes,4,0,9,2,inf,1.0
s__Microcoleus_sp012034575--GB_GCA_012034575.1,N_genes,0,2,1,10,0.0,1.0
s__SZUA-584_sp023412005--GB_GCA_023412005.1,N_genes,2,0,4,3,inf,0.5
s__JAFDEI01_sp019310425--GB_GCA_019310425.1,N_genes,0,2,0,4,,1.0
s__JAHHUH01_sp017467905--GB_GCA_017467905.1,N_genes,2,0,2,0,,1.0
s__Methanogaster_sp003601535--GB_GCA_003601535.1,N_genes,2,0,2,3,inf,0.4285714285714286
s__Halorubrum_salipaludis--RS_GCF_002286985.1,N_genes,3,2,8,5,0.938,1.0
s__Methylophilus_sp002414145--GB_GCA_002414145.1,N_genes,0,2,1,4,0.0,1.0
s__Sedimentibacter_sp003457065--GB_GCA_003457065.1,N_genes,0,2,2,2,0.0,0.4666666666666667
s__GWC2-57-13_sp001805055--GB_GCA_001805055.1,N_genes,0,3,1,7,0.0,1.0
s__BRHc4a_sp000802095--GB_GCA_000802095.1,N_genes,2,0,5,0,,1.0
s__Azorhizobium_caulinodans--RS_GCF_000010525.1,N_genes,0,4,1,3,0.0,1.0
s__Treponema_D_sp017525605--GB_GCA_017525605.1,N_genes,1,1,1,1,1.0,1.0
s__Choladousia_sp020859985--GB_GCA_020859985.1,N_genes,0,2,3,0,0.0,0.10000000000000002
s__WYBA01_sp011526095--GB_GCA_011526095.1,N_genes,1,1,5,3,0.6,1.0
s__Acidithiobacillus_ferrivorans--GB_GCA_018853935.1,N_genes,2,0,6,1,inf,1.0
s__Halanaerobium_congolense--RS_GCF_004366375.1,N_genes,0,2,2,4,0.0,1.0
s__Dickeya_zeae--RS_GCF_000406165.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Bradyrhizobium_ivorense--RS_GCF_900696085.1,N_genes,2,0,2,2,inf,0.4666666666666667
s__Methanosarcina_siciliae--RS_GCF_000970085.1,N_genes,8,1,10,0,0.0,0.4736842105263157
s__Rhodoblastus_sphagnicola--RS_GCF_002937075.1,N_genes,5,0,2,0,,1.0
s__Pectobacterium_versatile_A--RS_GCF_020166435.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Absicoccus_sp000434355--GB_GCA_003480165.1,N_genes,2,0,2,0,,1.0
s__CAG-791_sp900315055--GB_GCA_900315055.1,N_genes,1,2,0,5,inf,0.37500000000000006
s__KS41_sp903918335--GB_GCA_903918335.1,N_genes,0,2,1,1,0.0,1.0
s__Lachnoclostridium_B_sp900066555--RS_GCF_003477705.1,N_genes,2,0,1,3,inf,0.4000000000000001
s__Desulfobacter_sp003538835--GB_GCA_913041495.1,N_genes,1,1,1,3,3.0,1.0
s__Atelocyanobacterium_thalassa--RS_GCF_000025125.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Methanosarcina_sp002496565--GB_GCA_002496565.1,N_genes,4,4,9,2,0.222,0.31888544891640874
s__JAGVNX01_sp020053055--GB_GCA_020053055.1,N_genes,0,2,3,3,0.0,0.46428571428571436
s__Methanocomedens_sp009649835--GB_GCA_009649835.1,N_genes,1,9,0,9,inf,1.0
s__Methanocalculus_sp003838065--GB_GCA_003838065.1,N_genes,2,1,5,0,0.0,0.375
